frame,time,offset,recv time,send,the,raw,time_2
1,0.071055889,0,1641994720,1641994720,0.051059942,16.3535,0.074055889
2,0.132021785,0.022579074,1641994720,1641994720,0.134609919,16.3535,0.135021785
3,0.130275846,0.021777749,1641994720,1641994720,0.132070045,16.3535,0.133275846
4,0.041154802,0.02179724,1641994720,1641994720,0.042959909,16.3535,0.044154802
5,0.037338058,0.022426327,1641994720,1641994720,0.039770107,16.3535,0.040338058
6,0.036858916,0.022255063,1641994720,1641994720,0.03911994,16.3535,0.039858916
7,0.035201168,0.022131109,1641994720,1641994720,0.037339907,16.3535,0.038201168
8,0.036910176,0.022171617,1641994720,1641994720,0.039089899,16.3535,0.039910176
9,0.036488192,0.022132022,1641994720,1641994720,0.03862999,16.3535,0.039488192
10,0.037018731,0.022079274,1641994720,1641994720,0.039109926,16.3535,0.040018731
11,0.045786394,0.022050129,1641994720,1641994720,0.047850113,16.3535,0.048786394
12,0.047509563,0.022022355,1641994720,1641994720,0.049540024,16.3535,0.050509563
13,0.036559723,0.021996834,1641994720,1641994720,0.038560133,16.3535,0.039559723
14,0.054867874,0.02197658,1641994720,1641994720,0.056849937,16.3535,0.057867874
15,0.04702535,0.021968456,1641994720,1641994720,0.049000006,16.3535,0.05002535
16,0.050299857,0.021957185,1641994721,1641994720,0.052269917,16.3535,0.053299857
17,0.03679773,0.021937879,1641994721,1641994720,0.038739901,16.3535,0.03979773
18,0.047365688,0.021935917,1641994721,1641994721,0.049310188,16.3535,0.050365688
19,0.036673378,0.021933009,1641994721,1641994721,0.038609962,16.3535,0.039673378
20,0.048977143,0.02192592,1641994721,1641994721,0.050909977,16.3535,0.051977143
21,0.036767527,0.021930889,1641994721,1641994721,0.038710098,16.3535,0.039767527
22,0.037058282,0.021917892,1641994721,1641994721,0.038990002,16.3535,0.040058282
23,0.045395017,0.021921277,1641994721,1641994721,0.047330122,16.3535,0.048395017
24,0.042388981,0.021916801,1641994721,1641994721,0.044320087,16.3535,0.045388981
25,0.05026766,0.021913326,1641994721,1641994721,0.052189808,16.3535,0.05326766
26,0.038016657,0.021903177,1641994721,1641994721,0.039929848,16.3535,0.041016657
27,0.042281327,0.021902623,1641994721,1641994721,0.044190149,16.3535,0.045281327
28,0.036881351,0.021900512,1641994721,1641994721,0.038789968,16.3535,0.039881351
29,0.042269261,0.021894901,1641994721,1641994721,0.044179897,16.3535,0.045269261
30,0.036758789,0.021960846,1641994721,1641994721,0.038720112,16.3535,0.039758789
31,0.037112548,0.021955655,1641994721,1641994721,0.039080124,16.3535,0.040112548
32,0.036789624,0.021953138,1641994721,1641994721,0.038749914,16.3535,0.039789624
33,0.037803319,0.021947476,1641994721,1641994721,0.039759855,16.3535,0.040803319
34,0.048294894,0.021954186,1641994721,1641994721,0.050269823,16.3535,0.051294894
35,0.036732551,0.021946791,1641994721,1641994721,0.038680058,16.3535,0.039732551
36,0.041959696,0.021943397,1641994721,1641994721,0.043920021,16.3535,0.044959696
37,0.036822721,0.02194722,1641994721,1641994721,0.038779955,16.3535,0.039822721
38,0.045866075,0.021946606,1641994721,1641994721,0.047819834,16.3535,0.048866075
39,0.050011042,0.021942016,1641994722,1641994721,0.051959972,16.3535,0.053011042
40,0.039774898,0.021937606,1641994722,1641994722,0.041730146,16.3535,0.042774898
41,0.048401163,0.02193351,1641994722,1641994722,0.050339918,16.3535,0.051401163
42,0.048087254,0.02190958,1641994722,1641994722,0.049999933,16.3535,0.051087254
43,0.049733005,0.02190248,1641994722,1641994722,0.051640015,16.3535,0.052733005
44,0.0396121,0.021899416,1641994722,1641994722,0.0415201,16.3535,0.0426121
45,0.040782615,0.021898821,1641994722,1641994722,0.04269002,16.3535,0.043782615
46,0.036809211,0.021896834,1641994722,1641994722,0.038710098,16.3535,0.039809211
47,0.038717524,0.02189277,1641994722,1641994722,0.04062007,16.3535,0.041717524
48,0.041040444,0.021888233,1641994722,1641994722,0.042939882,16.3535,0.044040444
49,0.046888298,0.021883779,1641994722,1641994722,0.048779945,16.3535,0.049888298
50,0.049613635,0.021880468,1641994722,1641994722,0.051510077,16.3535,0.052613635
51,0.03685424,0.021877792,1641994722,1641994722,0.038730125,16.3535,0.03985424
52,0.033938324,0.021875226,1641994722,1641994722,0.035819988,16.3535,0.036938324
53,0.048386181,0.021870767,1641994722,1641994722,0.050269823,16.3535,0.051386181
54,0.049074349,0.021888556,1641994722,1641994722,0.050970058,16.3535,0.052074349
55,0.047665976,0.021889545,1641994722,1641994722,0.049570065,16.3535,0.050665976
56,0.036787656,0.021887157,1641994722,1641994722,0.038680058,16.3535,0.039787656
