frame,time,offset,recv time,send,the,raw,time_2
228,0.036500094,-0.008523104,1641996548,1641996548,0.037979851,8.3535,0.039500094
229,0.039021536,-0.008523269,1641996548,1641996548,0.040510187,8.3535,0.042021536
230,0.04555417,-0.008524189,1641996548,1641996548,0.047050009,8.3535,0.04855417
231,0.043258286,-0.008524752,1641996548,1641996548,0.044739971,8.3535,0.046258286
232,0.045849712,-0.008526714,1641996548,1641996548,0.047329912,8.3535,0.048849712
233,0.035644988,-0.008528451,1641996548,1641996548,0.037130127,8.3535,0.038644988
234,0.036846543,-0.008528853,1641996549,1641996548,0.038320074,8.3535,0.039846543
235,0.042962792,-0.008529427,1641996549,1641996549,0.044439802,8.3535,0.045962792
236,0.048128228,-0.008529525,1641996549,1641996549,0.049610147,8.3535,0.051128228
237,0.035978979,-0.008529609,1641996549,1641996549,0.037460098,8.3535,0.038978979
238,0.045006845,-0.008530233,1641996549,1641996549,0.04647995,8.3535,0.048006845
239,0.035227771,-0.008532042,1641996549,1641996549,0.036710033,8.3535,0.038227771
240,0.049970122,-0.008532973,1641996549,1641996549,0.051449785,8.3535,0.052970122
241,0.026554787,-0.008532249,1641996549,1641996549,0.028039942,8.3535,0.029554787
242,0.038054797,-0.008532616,1641996549,1641996549,0.03952981,8.3535,0.041054797
243,0.035996477,-0.008533518,1641996549,1641996549,0.037470112,8.3535,0.038996477
244,0.041639108,-0.008533735,1641996549,1641996549,0.043109903,8.3535,0.044639108
245,0.044639977,-0.00853339,1641996549,1641996549,0.046119938,8.3535,0.047639977
246,0.03678309,-0.008534541,1641996549,1641996549,0.038259993,8.3535,0.03978309
247,0.036439964,-0.008534976,1641996549,1641996549,0.037909994,8.3535,0.039439964
248,0.035538151,-0.008533193,1641996549,1641996549,0.037010202,8.3535,0.038538151
249,0.037030599,-0.008533618,1641996549,1641996549,0.038510094,8.3535,0.040030599
250,0.115258606,-0.008531244,1641996549,1641996549,0.116739998,8.3535,0.118258606
251,0.036244492,-0.008529286,1641996549,1641996549,0.037729988,8.3535,0.039244492
252,0.036467244,-0.008529593,1641996549,1641996549,0.037950048,8.3535,0.039467244
253,0.036260128,-0.008529902,1641996549,1641996549,0.037740002,8.3535,0.039260128
254,0.035818266,-0.008530305,1641996549,1641996549,0.037300119,8.3535,0.038818266
255,0.03728769,-0.008530833,1641996549,1641996549,0.03876997,8.3535,0.04028769
256,0.038711958,-0.008529119,1641996550,1641996550,0.040200005,8.3535,0.041711958
257,0.156663628,-0.008529397,1641996550,1641996550,0.158140192,8.3535,0.159663628
258,0.04919794,-0.008529691,1641996550,1641996550,0.050679932,8.3535,0.05219794
