frame,time,offset,recv time,send,the
93,0.041453242,0.003684163,1641863028,1641863027,0.037780046
94,0.042069435,0.002177477,1641863028,1641863028,0.039900064
95,0.043321967,0.002728581,1641863028,1641863028,0.040610075
96,0.040778041,0.002308249,1641863028,1641863028,0.038480043
97,0.041765213,0.002184629,1641863028,1641863028,0.03959012
98,0.040772796,0.002301812,1641863028,1641863028,0.038480043
99,0.043336511,0.002339244,1641863028,1641863028,0.041000128
100,0.05023098,0.002742052,1641863028,1641863028,0.047500134
101,0.040100932,0.002221227,1641863028,1641863028,0.037889957
102,0.04221034,0.002147198,1641863028,1641863028,0.040070057
103,0.043331265,0.002763391,1641863028,1641863028,0.040580034
104,0.049009323,0.002267361,1641863028,1641863028,0.046750069
105,0.039939761,0.002092242,1641863028,1641863028,0.037859917
106,0.041947007,0.002269387,1641863028,1641863028,0.039690018
107,0.042392969,0.002822638,1641863028,1641863028,0.039579868
108,0.040253639,0.002184629,1641863028,1641863028,0.038079977
109,0.040807486,0.002315521,1641863028,1641863028,0.038500071
110,0.063904643,0.002154946,1641863028,1641863028,0.061759949
111,0.047320008,0.002198339,1641863028,1641863028,0.045140028
112,0.042262077,0.002256632,1641863028,1641863028,0.040019989
113,0.040133953,0.002177,1641863028,1641863028,0.037960052
114,0.051365614,0.002182484,1641863028,1641863028,0.049200058
115,0.04061687,0.002362609,1641863028,1641863028,0.038269997
116,0.04384625,0.00225246,1641863028,1641863028,0.041599989
117,0.041372895,0.003022552,1641863029,1641863028,0.03835988
118,0.044797778,0.002338767,1641863029,1641863029,0.042470217
119,0.040878057,0.002269983,1641863029,1641863029,0.038619995
120,0.043669224,0.002444744,1641863029,1641863029,0.041229963
121,0.040581107,0.002820373,1641863029,1641863029,0.037770033
122,0.040778995,0.002324462,1641863029,1641863029,0.03847003
123,0.054145217,0.002088666,1641863029,1641863029,0.052070141
124,0.039748788,0.002225757,1641863029,1641863029,0.037529945
125,0.11806488,0.002223015,1641863029,1641863029,0.115849972
126,0.052055359,0.002112627,1641863029,1641863029,0.049950123
127,0.04087913,0.002157092,1641863029,1641863029,0.038729906
128,0.042551041,0.002206326,1641863029,1641863029,0.04034996
129,0.044581771,0.002705693,1641863029,1641863029,0.041880131
130,0.040650845,0.002103329,1641863029,1641863029,0.038559914
131,0.040910006,0.002218246,1641863029,1641863029,0.038710117
132,0.044337869,0.00213182,1641863029,1641863029,0.042220116
133,0.046296239,0.002272248,1641863029,1641863029,0.044039965
134,0.043671012,0.002259374,1641863029,1641863029,0.041429996
135,0.040950418,0.002086759,1641863029,1641863029,0.038869858
136,0.040092945,0.00221777,1641863029,1641863029,0.037889957
137,0.040953875,0.002236128,1641863029,1641863029,0.038729906
138,0.043672681,0.002547622,1641863029,1641863029,0.041140079
139,0.045370698,0.002828956,1641863030,1641863029,0.042559862
140,0.050497413,0.002383351,1641863030,1641863030,0.048130035
141,0.04937911,0.002234936,1641863030,1641863030,0.04715991
142,0.042136431,0.002155542,1641863030,1641863030,0.039999962
143,0.041502595,0.001792073,1641863030,1641863030,0.039720058
144,0.04406321,0.002260804,1641863030,1641863030,0.041810036
145,0.052420139,0.002300262,1641863030,1641863030,0.05012989
146,0.04171896,0.002206326,1641863030,1641863030,0.039530039
147,0.04120934,0.002158523,1641863030,1641863030,0.039069891
148,0.040321946,0.002263665,1641863030,1641863030,0.038069963
149,0.040548682,0.002354026,1641863030,1641863030,0.038209915
150,0.044470191,0.0021106,1641863030,1641863030,0.042370081
151,0.053488374,0.002223849,1641863030,1641863030,0.051270008
152,0.038586736,0.002213359,1641863030,1641863030,0.036390066
153,0.040971398,0.002299905,1641863030,1641863030,0.038680077
154,0.040775299,0.003210306,1641863030,1641863030,0.037580013
155,0.124425292,0.003057122,1641863030,1641863030,0.121380091
156,0.041960001,0.003935814,1641863030,1641863030,0.038030148
157,0.041755199,0.002226591,1641863030,1641863030,0.039540052
158,0.040857196,0.002790332,1641863030,1641863030,0.038079977
159,0.039660931,0.002216101,1641863030,1641863030,0.037469864
160,0.054692507,0.002149343,1641863031,1641863030,0.052559853
161,0.055600286,0.002805829,1641863031,1641863031,0.052810192
162,0.052472234,0.002271295,1641863031,1641863031,0.050209999
163,0.041100979,0.002279043,1641863031,1641863031,0.038840055
164,0.030980229,0.002241492,1641863031,1641863031,0.028749943
165,0.045941353,0.00217104,1641863031,1641863031,0.043810129
166,0.04174602,0.004281163,1641863031,1641863031,0.037480116
167,0.052176952,0.002176523,1641863031,1641863031,0.050009966
168,0.040231824,0.002064824,1641863031,1641863031,0.038180113
169,0.041771412,0.002091408,1641863031,1641863031,0.039690018
170,0.046548367,0.002855539,1641863031,1641863031,0.04369998
171,0.037830114,0.002293348,1641863031,1641863031,0.035550117
172,0.044556737,0.002253175,1641863031,1641863031,0.042320013
173,0.041508675,0.003513813,1641863031,1641863031,0.03801012
174,0.044207573,0.002197981,1641863031,1641863031,0.042020082
175,0.049616814,0.002173901,1641863031,1641863031,0.047450066
176,0.039908648,0.002234697,1641863031,1641863031,0.037689924
177,0.051986575,0.002093434,1641863031,1641863031,0.049910069
178,0.038614154,0.002907395,1641863031,1641863031,0.035729885
179,0.042904973,0.002223372,1641863031,1641863031,0.040700197
