T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,ptp,quic
1641989846.259662391s,1641989846.269925245s,1641989846.269949466s,1641989846.260409659s,0.010263s,-0.009540s,0.000362s,0.009901,0.012695157
1641989846.260409659s,1641989846.270739901s,1641989846.270766186s,1641989846.261193130s,0.010330s,-0.009573s,0.000378s,0.009952,0.012694846
1641989846.261193130s,1641989846.271494800s,1641989846.271518369s,1641989846.261947686s,0.010302s,-0.009571s,0.000365s,0.009936,0.012695138
1641989846.261947686s,1641989846.272286151s,1641989846.272345569s,1641989846.262759101s,0.010339s,-0.009586s,0.000376s,0.009962,0.012695283
1641989846.262759101s,1641989846.273056933s,1641989846.273097092s,1641989846.263525155s,0.010298s,-0.009572s,0.000363s,0.009935,0.012695687
1641989846.263525155s,1641989846.273798766s,1641989846.273825306s,1641989846.264229881s,0.010273s,-0.009596s,0.000339s,0.009935,0.012692513
1641989846.264229881s,1641989846.274522782s,1641989846.274547351s,1641989846.264963268s,0.010293s,-0.009584s,0.000354s,0.009939,0.012696564
1641989846.264963268s,1641989846.275256067s,1641989846.275284111s,1641989846.265707079s,0.010293s,-0.009577s,0.000358s,0.009935,0.012693992
1641989846.265707079s,1641989846.275979543s,1641989846.275999718s,1641989846.266395657s,0.010273s,-0.009604s,0.000334s,0.009938,0.012697608
1641989846.266395657s,1641989846.276669231s,1641989846.276710817s,1641989846.267118940s,0.010274s,-0.009592s,0.000341s,0.009933,0.012696761
1641989846.267118940s,1641989846.277395689s,1641989846.277411711s,1641989846.271206428s,0.010277s,-0.006205s,0.002036s,0.008241,0.01270918
1641989846.271206428s,1641989846.281518531s,1641989846.281527965s,1641989846.272248072s,0.010312s,-0.009280s,0.000516s,0.009796,0.012720783
1641989846.272248072s,1641989846.282521843s,1641989846.282540175s,1641989846.272980957s,0.010274s,-0.009559s,0.000357s,0.009916,0.012720636
1641989846.272980957s,1641989846.283261789s,1641989846.283283412s,1641989846.273687174s,0.010281s,-0.009596s,0.000342s,0.009939,0.012720434
1641989846.273687174s,1641989846.283960733s,1641989846.283979617s,1641989846.274382231s,0.010274s,-0.009598s,0.000338s,0.009936,0.012723978
1641989846.274382231s,1641989846.284668621s,1641989846.284687862s,1641989846.275117967s,0.010287s,-0.009570s,0.000358s,0.009928,0.012723607
1641989846.275117967s,1641989846.285459672s,1641989846.285480557s,1641989846.275962407s,0.010342s,-0.009518s,0.000412s,0.00993,0.012724173
1641989846.275962407s,1641989846.286229767s,1641989846.286243351s,1641989846.276661191s,0.010267s,-0.009582s,0.000343s,0.009925,0.012725551
1641989846.276661191s,1641989846.286928417s,1641989846.286964265s,1641989846.277385977s,0.010267s,-0.009578s,0.000345s,0.009923,0.012724743
1641989846.277385977s,1641989846.287671967s,1641989846.287690035s,1641989846.282538459s,0.010286s,-0.005152s,0.002567s,0.007719,0.012725075
1641989846.282538459s,1641989846.292796252s,1641989846.292816784s,1641989846.283330548s,0.010258s,-0.009486s,0.000386s,0.009872,0.01272517
1641989846.283330548s,1641989846.293627764s,1641989846.293646692s,1641989846.284048691s,0.010297s,-0.009598s,0.000350s,0.009948,0.012724457
1641989846.284048691s,1641989846.294316271s,1641989846.294337286s,1641989846.284742340s,0.010267s,-0.009595s,0.000336s,0.009931,0.012723242
1641989846.284742340s,1641989846.295004125s,1641989846.295021952s,1641989846.285423801s,0.010262s,-0.009598s,0.000332s,0.00993,0.012722586
1641989846.285423801s,1641989846.295687572s,1641989846.295706859s,1641989846.286098483s,0.010264s,-0.009608s,0.000328s,0.009936,0.012722629
1641989846.286098483s,1641989846.296372027s,1641989846.296392414s,1641989846.286807435s,0.010273s,-0.009585s,0.000344s,0.009929,0.012722446
1641989846.286807435s,1641989846.297069789s,1641989846.297089515s,1641989846.287501379s,0.010262s,-0.009588s,0.000337s,0.009925,0.012721404
1641989846.287501379s,1641989846.297768068s,1641989846.297786536s,1641989846.288177353s,0.010267s,-0.009609s,0.000329s,0.009938,0.012721208
1641989846.288177353s,1641989846.298475109s,1641989846.298494331s,1641989846.288887230s,0.010298s,-0.009607s,0.000345s,0.009952,0.012720335
1641989846.288887230s,1641989846.299143883s,1641989846.299164074s,1641989846.289571769s,0.010257s,-0.009592s,0.000332s,0.009924,0.012720055
1641989846.289571769s,1641989846.299819497s,1641989846.299838555s,1641989846.290229241s,0.010248s,-0.009609s,0.000319s,0.009928,0.01271995
1641989846.290229241s,1641989846.300494258s,1641989846.300515450s,1641989846.290912985s,0.010265s,-0.009603s,0.000331s,0.009934,0.012719962
1641989846.290912985s,1641989846.301092496s,1641989846.301113155s,1641989846.291560726s,0.010180s,-0.009552s,0.000314s,0.009866,0.012719762
1641989846.291560726s,1641989846.301827751s,1641989846.301873461s,1641989846.292264977s,0.010267s,-0.009609s,0.000329s,0.009938,0.012709728
1641989846.292264977s,1641989846.302526066s,1641989846.302546759s,1641989846.292942413s,0.010261s,-0.009604s,0.000328s,0.009933,0.012706694
1641989846.292942413s,1641989846.303203191s,1641989846.303223413s,1641989846.293623455s,0.010261s,-0.009600s,0.000330s,0.00993,0.012707033
1641989846.293623455s,1641989846.303866374s,1641989846.303887447s,1641989846.294281314s,0.010243s,-0.009606s,0.000318s,0.009925,0.012706652
1641989846.294281314s,1641989846.304532575s,1641989846.304553887s,1641989846.294995398s,0.010251s,-0.009559s,0.000346s,0.009905,0.012706395
1641989846.294995398s,1641989846.305242321s,1641989846.305261748s,1641989846.295663369s,0.010247s,-0.009598s,0.000324s,0.009923,0.012706218
1641989846.295663369s,1641989846.305909302s,1641989846.305927350s,1641989846.296338293s,0.010246s,-0.009589s,0.000329s,0.009917,0.012705483
1641989846.296338293s,1641989846.306603439s,1641989846.306623074s,1641989846.297038694s,0.010265s,-0.009584s,0.000340s,0.009925,0.012705424
1641989846.297038694s,1641989846.307329926s,1641989846.307369383s,1641989846.297776646s,0.010291s,-0.009593s,0.000349s,0.009942,0.012705026
1641989846.297776646s,1641989846.308081167s,1641989846.308110524s,1641989846.298512226s,0.010304s,-0.009598s,0.000353s,0.009951,0.012705282
1641989846.298512226s,1641989846.308697014s,1641989846.308715792s,1641989846.299175468s,0.010185s,-0.009540s,0.000322s,0.009863,0.0127049
1641989846.299175468s,1641989846.309445403s,1641989846.309465310s,1641989846.299865287s,0.010270s,-0.009600s,0.000335s,0.009935,0.012705083
1641989846.299865287s,1641989846.310134475s,1641989846.310156728s,1641989846.300586796s,0.010269s,-0.009570s,0.000350s,0.00992,0.012704765
1641989846.300586796s,1641989846.310856114s,1641989846.310875712s,1641989846.301274263s,0.010269s,-0.009601s,0.000334s,0.009935,0.01270517
1641989846.301274263s,1641989846.311537887s,1641989846.311557662s,1641989846.301958925s,0.010264s,-0.009599s,0.000332s,0.009931,0.012704806
1641989846.301958925s,1641989846.312326342s,1641989846.312342411s,1641989846.306998605s,0.010367s,-0.005344s,0.002512s,0.007856,0.012705573
1641989846.306998605s,1641989846.317313035s,1641989846.317332969s,1641989846.307749214s,0.010314s,-0.009584s,0.000365s,0.009949,0.012706455
1641989846.307749214s,1641989846.318016127s,1641989846.318035985s,1641989846.308431073s,0.010267s,-0.009605s,0.000331s,0.009936,0.012707201
1641989846.308431073s,1641989846.318709354s,1641989846.318729429s,1641989846.309320962s,0.010278s,-0.009408s,0.000435s,0.009843,0.012706907
1641989846.309320962s,1641989846.319642502s,1641989846.319658083s,1641989846.310116485s,0.010322s,-0.009542s,0.000390s,0.009932,0.012706931
1641989846.310116485s,1641989846.320411150s,1641989846.320431414s,1641989846.310839392s,0.010295s,-0.009592s,0.000351s,0.009943,0.0127064
1641989846.310839392s,1641989846.321128324s,1641989846.321147423s,1641989846.311549360s,0.010289s,-0.009598s,0.000345s,0.009943,0.012710009
1641989846.311549360s,1641989846.321841806s,1641989846.321858535s,1641989846.312303311s,0.010292s,-0.009555s,0.000368s,0.009924,0.012718716
1641989846.312303311s,1641989846.322560031s,1641989846.322579710s,1641989846.312970725s,0.010257s,-0.009609s,0.000324s,0.009933,0.012717951
1641989846.312970725s,1641989846.323266644s,1641989846.323302879s,1641989846.313700301s,0.010296s,-0.009603s,0.000347s,0.009949,0.012717979
1641989846.313700301s,1641989846.323980856s,1641989846.323983293s,1641989846.318394747s,0.010281s,-0.005589s,0.002346s,0.007935,0.01271808
1641989846.318394747s,1641989846.328667740s,1641989846.328705747s,1641989846.319110612s,0.010273s,-0.009595s,0.000339s,0.009934,0.012718088
1641989846.319110612s,1641989846.329364934s,1641989846.329383832s,1641989846.319799204s,0.010254s,-0.009585s,0.000335s,0.00992,0.012718164
1641989846.319799204s,1641989846.330059923s,1641989846.330077714s,1641989846.320542198s,0.010261s,-0.009536s,0.000363s,0.009898,0.01271829
1641989846.320542198s,1641989846.330824722s,1641989846.330843326s,1641989846.321244908s,0.010283s,-0.009598s,0.000342s,0.00994,0.012718219
1641989846.321244908s,1641989846.331493260s,1641989846.331514004s,1641989846.321910926s,0.010248s,-0.009603s,0.000323s,0.009926,0.01271786
1641989846.321910926s,1641989846.332166732s,1641989846.332168613s,1641989846.322593769s,0.010256s,-0.009575s,0.000340s,0.009915,0.012717982
1641989846.322593769s,1641989846.332873761s,1641989846.332892825s,1641989846.323332312s,0.010280s,-0.009561s,0.000360s,0.00992,0.012718277
1641989846.323332312s,1641989846.333597749s,1641989846.333618224s,1641989846.324133408s,0.010265s,-0.009485s,0.000390s,0.009875,0.012717724
1641989846.324133408s,1641989846.334398790s,1641989846.334417510s,1641989846.324812920s,0.010265s,-0.009605s,0.000330s,0.009935,0.012718167
1641989846.324812920s,1641989846.335075699s,1641989846.335095279s,1641989846.325492028s,0.010263s,-0.009603s,0.000330s,0.009933,0.012716402
1641989846.325492028s,1641989846.335757486s,1641989846.335777898s,1641989846.326184172s,0.010265s,-0.009594s,0.000336s,0.00993,0.012715666
1641989846.326184172s,1641989846.336360654s,1641989846.336380022s,1641989846.326812954s,0.010176s,-0.009567s,0.000305s,0.009872,0.012715381
1641989846.326812954s,1641989846.337062304s,1641989846.337092545s,1641989846.327482711s,0.010249s,-0.009610s,0.000320s,0.00993,0.012715388
1641989846.327482711s,1641989846.337736444s,1641989846.337754480s,1641989846.328142802s,0.010254s,-0.009612s,0.000321s,0.009933,0.012715325
1641989846.328142802s,1641989846.338406318s,1641989846.338427413s,1641989846.328831920s,0.010263s,-0.009595s,0.000334s,0.009929,0.012715341
1641989846.328831920s,1641989846.339078093s,1641989846.339100114s,1641989846.329500820s,0.010246s,-0.009599s,0.000324s,0.009923,0.012715339
1641989846.329500820s,1641989846.339750052s,1641989846.339769416s,1641989846.330156497s,0.010249s,-0.009613s,0.000318s,0.009931,0.0127149
1641989846.330156497s,1641989846.340411204s,1641989846.340430744s,1641989846.330867743s,0.010255s,-0.009563s,0.000346s,0.009909,0.012714684
1641989846.330867743s,1641989846.341130640s,1641989846.341150916s,1641989846.331557560s,0.010263s,-0.009593s,0.000335s,0.009928,0.012714573
1641989846.331557560s,1641989846.341818315s,1641989846.341848685s,1641989846.332274373s,0.010261s,-0.009574s,0.000343s,0.009917,0.012714499
1641989846.332274373s,1641989846.342560577s,1641989846.342585107s,1641989846.332997011s,0.010286s,-0.009588s,0.000349s,0.009937,0.012714373
1641989846.332997011s,1641989846.343280838s,1641989846.343300776s,1641989846.333818536s,0.010284s,-0.009482s,0.000401s,0.009883,0.012714603
1641989846.333818536s,1641989846.344112417s,1641989846.344140381s,1641989846.334596732s,0.010294s,-0.009544s,0.000375s,0.009919,0.012714124
1641989846.334596732s,1641989846.344901397s,1641989846.344921570s,1641989846.335315577s,0.010305s,-0.009606s,0.000349s,0.009955,0.012713182
1641989846.335315577s,1641989846.345789844s,1641989846.345808523s,1641989846.336250442s,0.010474s,-0.009558s,0.000458s,0.010016,0.012712389
1641989846.336250442s,1641989846.346571477s,1641989846.346590256s,1641989846.337254214s,0.010321s,-0.009336s,0.000492s,0.009828,0.012713671
1641989846.337254214s,1641989846.347564783s,1641989846.347595347s,1641989846.347035205s,0.010310s,-0.000560s,0.004875s,0.005435,0.012713383
1641989846.347035205s,1641989846.357329217s,1641989846.357351930s,1641989846.347772733s,0.010294s,-0.009579s,0.000357s,0.009937,0.012719183
1641989846.347772733s,1641989846.358074232s,1641989846.358094250s,1641989846.348485773s,0.010301s,-0.009609s,0.000346s,0.009955,0.01271763
1641989846.348485773s,1641989846.358746528s,1641989846.358767366s,1641989846.349174861s,0.010261s,-0.009592s,0.000334s,0.009927,0.012716999
1641989846.349174861s,1641989846.359452343s,1641989846.359473088s,1641989846.349877340s,0.010277s,-0.009596s,0.000341s,0.009936,0.012716593
1641989846.349877340s,1641989846.360150985s,1641989846.360171672s,1641989846.350595167s,0.010274s,-0.009576s,0.000349s,0.009925,0.012715005
1641989846.350595167s,1641989846.360893637s,1641989846.360913172s,1641989846.351332450s,0.010298s,-0.009581s,0.000359s,0.00994,0.012717487
1641989846.351332450s,1641989846.361606289s,1641989846.361626171s,1641989846.352024807s,0.010274s,-0.009601s,0.000336s,0.009938,0.012717437
1641989846.352024807s,1641989846.362317707s,1641989846.362333517s,1641989846.355164415s,0.010293s,-0.007169s,0.001562s,0.008731,0.012717339
1641989846.355164415s,1641989846.365449920s,1641989846.365469943s,1641989846.355913670s,0.010285s,-0.009556s,0.000365s,0.009921,0.012716531
1641989846.355913670s,1641989846.366183574s,1641989846.366197279s,1641989846.356590528s,0.010270s,-0.009607s,0.000332s,0.009938,0.012715082
1641989846.356590528s,1641989846.366859272s,1641989846.366861144s,1641989846.357262248s,0.010269s,-0.009599s,0.000335s,0.009934,0.012715263
1641989846.357262248s,1641989846.367489054s,1641989846.367490329s,1641989846.357899254s,0.010227s,-0.009591s,0.000318s,0.009909,0.012714927
1641989846.357899254s,1641989846.368184178s,1641989846.368209742s,1641989846.358805517s,0.010285s,-0.009404s,0.000440s,0.009845,0.012714662
1641989846.358805517s,1641989846.369106394s,1641989846.369121153s,1641989846.359577420s,0.010301s,-0.009544s,0.000379s,0.009922,0.012714201
1641989846.359577420s,1641989846.369837104s,1641989846.369857395s,1641989846.360303586s,0.010260s,-0.009554s,0.000353s,0.009907,0.012714192
1641989846.360303586s,1641989846.370591535s,1641989846.370607998s,1641989846.361046633s,0.010288s,-0.009562s,0.000363s,0.009925,0.012714124
1641989846.361046633s,1641989846.371318127s,1641989846.371342268s,1641989846.361769147s,0.010272s,-0.009573s,0.000349s,0.009922,0.012714014
1641989846.361769147s,1641989846.372039261s,1641989846.372060333s,1641989846.362528092s,0.010270s,-0.009532s,0.000369s,0.009901,0.01271333
1641989846.362528092s,1641989846.372834538s,1641989846.372836361s,1641989846.363305551s,0.010306s,-0.009531s,0.000388s,0.009919,0.012713567
1641989846.363305551s,1641989846.373448085s,1641989846.373469395s,1641989846.363981593s,0.010143s,-0.009488s,0.000327s,0.009815,0.012713367
1641989846.363981593s,1641989846.374238086s,1641989846.374271667s,1641989846.364871760s,0.010257s,-0.009400s,0.000428s,0.009828,0.01271338
1641989846.364871760s,1641989846.375156621s,1641989846.375190978s,1641989846.365966512s,0.010285s,-0.009224s,0.000530s,0.009755,0.012713158
1641989846.365966512s,1641989846.376229387s,1641989846.376262009s,1641989846.366683327s,0.010263s,-0.009579s,0.000342s,0.009921,0.01271348
1641989846.366683327s,1641989846.376966496s,1641989846.376991671s,1641989846.367436864s,0.010283s,-0.009555s,0.000364s,0.009919,0.012713132
1641989846.367436864s,1641989846.377719976s,1641989846.377755308s,1641989846.368223907s,0.010283s,-0.009531s,0.000376s,0.009907,0.012712942
1641989846.368223907s,1641989846.378519399s,1641989846.378541168s,1641989846.368967894s,0.010295s,-0.009573s,0.000361s,0.009934,0.012712637
1641989846.368967894s,1641989846.379254213s,1641989846.379273733s,1641989846.369711306s,0.010286s,-0.009562s,0.000362s,0.009924,0.012712942
1641989846.369711306s,1641989846.380010033s,1641989846.380031034s,1641989846.370461628s,0.010299s,-0.009569s,0.000365s,0.009934,0.012712499
1641989846.370461628s,1641989846.380775589s,1641989846.380799521s,1641989846.371230480s,0.010314s,-0.009569s,0.000372s,0.009942,0.012717589
1641989846.371230480s,1641989846.381493690s,1641989846.381514488s,1641989846.371908587s,0.010263s,-0.009606s,0.000329s,0.009935,0.012719907
1641989846.371908587s,1641989846.382186509s,1641989846.382208255s,1641989846.372831083s,0.010278s,-0.009377s,0.000450s,0.009827,0.01272484
1641989846.372831083s,1641989846.383123008s,1641989846.383139768s,1641989846.375134898s,0.010292s,-0.008005s,0.001143s,0.009148,0.012727739
1641989846.375134898s,1641989846.385429503s,1641989846.385463200s,1641989846.375867800s,0.010295s,-0.009595s,0.000350s,0.009945,0.012726464
1641989846.375867800s,1641989846.386092921s,1641989846.386117540s,1641989846.376561138s,0.010225s,-0.009556s,0.000334s,0.009891,0.012729976
1641989846.376561138s,1641989846.386857689s,1641989846.386884769s,1641989846.377286512s,0.010297s,-0.009598s,0.000349s,0.009947,0.012729578
1641989846.377286512s,1641989846.387570031s,1641989846.387608371s,1641989846.378024187s,0.010284s,-0.009584s,0.000350s,0.009934,0.012728694
1641989846.378024187s,1641989846.388298819s,1641989846.388320478s,1641989846.378727454s,0.010275s,-0.009593s,0.000341s,0.009934,0.012727652
1641989846.378727454s,1641989846.389007547s,1641989846.389026765s,1641989846.379425444s,0.010280s,-0.009601s,0.000339s,0.009941,0.012727197
1641989846.379425444s,1641989846.389735393s,1641989846.389758676s,1641989846.380154677s,0.010310s,-0.009604s,0.000353s,0.009957,0.012728191
1641989846.380154677s,1641989846.390445038s,1641989846.390468725s,1641989846.380880776s,0.010290s,-0.009588s,0.000351s,0.009939,0.012727827
1641989846.380880776s,1641989846.391157919s,1641989846.391178638s,1641989846.381605815s,0.010277s,-0.009573s,0.000352s,0.009925,0.012727965
1641989846.381605815s,1641989846.391894638s,1641989846.391945499s,1641989846.382389457s,0.010289s,-0.009556s,0.000366s,0.009922,0.012727529
1641989846.382389457s,1641989846.392695495s,1641989846.392718466s,1641989846.383141044s,0.010306s,-0.009578s,0.000364s,0.009942,0.012726944
1641989846.383141044s,1641989846.393409749s,1641989846.393429764s,1641989846.387122517s,0.010269s,-0.006307s,0.001981s,0.008288,0.012726402
1641989846.387122517s,1641989846.397413082s,1641989846.397430484s,1641989846.387852404s,0.010290s,-0.009578s,0.000356s,0.009934,0.012726015
1641989846.387852404s,1641989846.398127953s,1641989846.398146793s,1641989846.388584369s,0.010276s,-0.009562s,0.000357s,0.009919,0.012725725
1641989846.388584369s,1641989846.398881451s,1641989846.398902925s,1641989846.389340618s,0.010297s,-0.009562s,0.000367s,0.00993,0.012723993
1641989846.389340618s,1641989846.399639049s,1641989846.399660664s,1641989846.390077552s,0.010298s,-0.009583s,0.000358s,0.009941,0.01272357
1641989846.390077552s,1641989846.400364913s,1641989846.400390796s,1641989846.390802110s,0.010287s,-0.009589s,0.000349s,0.009938,0.012722884
1641989846.390802110s,1641989846.401134069s,1641989846.401166751s,1641989846.391569907s,0.010332s,-0.009597s,0.000368s,0.009964,0.01272539
1641989846.391569907s,1641989846.401861492s,1641989846.401887156s,1641989846.392294197s,0.010292s,-0.009593s,0.000349s,0.009942,0.012725103
1641989846.392294197s,1641989846.402590783s,1641989846.402624241s,1641989846.393044159s,0.010297s,-0.009580s,0.000358s,0.009938,0.012724763
1641989846.393044159s,1641989846.403334669s,1641989846.403361431s,1641989846.393766707s,0.010290s,-0.009595s,0.000348s,0.009943,0.012731731
1641989846.393766707s,1641989846.404058448s,1641989846.404086801s,1641989846.395138158s,0.010292s,-0.008949s,0.000672s,0.00962,0.012738532
1641989846.395138158s,1641989846.405456195s,1641989846.405479995s,1641989846.395902046s,0.010318s,-0.009578s,0.000370s,0.009948,0.012738948
1641989846.395902046s,1641989846.406211750s,1641989846.406239874s,1641989846.396757493s,0.010310s,-0.009482s,0.000414s,0.009896,0.012747038
1641989846.396757493s,1641989846.407030616s,1641989846.407068669s,1641989846.397492034s,0.010273s,-0.009577s,0.000348s,0.009925,0.012746783
1641989846.397492034s,1641989846.407767993s,1641989846.407796796s,1641989846.398193932s,0.010276s,-0.009603s,0.000337s,0.00994,0.012746033
1641989846.398193932s,1641989846.408458916s,1641989846.408492467s,1641989846.398890913s,0.010265s,-0.009602s,0.000332s,0.009933,0.012745541
1641989846.398890913s,1641989846.409161076s,1641989846.409190875s,1641989846.399582888s,0.010270s,-0.009608s,0.000331s,0.009939,0.012745061
1641989846.399582888s,1641989846.409846531s,1641989846.409881645s,1641989846.400282045s,0.010264s,-0.009599s,0.000332s,0.009932,0.012743734
1641989846.400282045s,1641989846.410546184s,1641989846.410581701s,1641989846.400986842s,0.010264s,-0.009595s,0.000335s,0.009929,0.012743411
1641989846.400986842s,1641989846.411246850s,1641989846.411277576s,1641989846.401675836s,0.010260s,-0.009602s,0.000329s,0.009931,0.012742883
1641989846.401675836s,1641989846.411973711s,1641989846.412004292s,1641989846.402431391s,0.010298s,-0.009573s,0.000363s,0.009935,0.012742868
1641989846.402431391s,1641989846.412714218s,1641989846.412815265s,1641989846.403236470s,0.010283s,-0.009579s,0.000352s,0.009931,0.012742893
1641989846.403236470s,1641989846.413520438s,1641989846.413550570s,1641989846.403969294s,0.010284s,-0.009581s,0.000351s,0.009933,0.012742949
1641989846.403969294s,1641989846.414252974s,1641989846.414283160s,1641989846.404678498s,0.010284s,-0.009605s,0.000340s,0.009944,0.012742765
1641989846.404678498s,1641989846.414948242s,1641989846.414978574s,1641989846.405385830s,0.010270s,-0.009593s,0.000338s,0.009931,0.012742635
1641989846.405385830s,1641989846.415672358s,1641989846.415702213s,1641989846.406099392s,0.010287s,-0.009603s,0.000342s,0.009945,0.012743489
1641989846.406099392s,1641989846.416299020s,1641989846.416328744s,1641989846.406722070s,0.010200s,-0.009607s,0.000297s,0.009903,0.01274309
1641989846.406722070s,1641989846.417042914s,1641989846.417074045s,1641989846.407464622s,0.010321s,-0.009609s,0.000356s,0.009965,0.012743086
1641989846.407464622s,1641989846.417743817s,1641989846.417774397s,1641989846.408175964s,0.010279s,-0.009598s,0.000340s,0.009939,0.012742376
1641989846.408175964s,1641989846.418472560s,1641989846.418501923s,1641989846.411237013s,0.010297s,-0.007265s,0.001516s,0.008781,0.012749953
1641989846.411237013s,1641989846.421470929s,1641989846.421503323s,1641989846.411942496s,0.010234s,-0.009561s,0.000337s,0.009897,0.012748497
1641989846.411942496s,1641989846.422229892s,1641989846.422261575s,1641989846.412696192s,0.010288s,-0.009565s,0.000361s,0.009926,0.012747967
1641989846.412696192s,1641989846.422990051s,1641989846.423018740s,1641989846.413431982s,0.010294s,-0.009587s,0.000354s,0.00994,0.01274758
1641989846.413431982s,1641989846.423724976s,1641989846.423754280s,1641989846.414166659s,0.010293s,-0.009588s,0.000353s,0.00994,0.012752227
1641989846.414166659s,1641989846.424461862s,1641989846.424492574s,1641989846.414900284s,0.010295s,-0.009592s,0.000351s,0.009944,0.012751769
1641989846.414900284s,1641989846.425183904s,1641989846.425215478s,1641989846.415604434s,0.010284s,-0.009611s,0.000336s,0.009947,0.012751482
1641989846.415604434s,1641989846.425894651s,1641989846.425926070s,1641989846.416326019s,0.010290s,-0.009600s,0.000345s,0.009945,0.012750711
1641989846.416326019s,1641989846.426613235s,1641989846.426639027s,1641989846.417088773s,0.010287s,-0.009550s,0.000368s,0.009919,0.012749768
1641989846.417088773s,1641989846.427373546s,1641989846.427416458s,1641989846.417927846s,0.010285s,-0.009489s,0.000398s,0.009887,0.012749335
1641989846.417927846s,1641989846.428217757s,1641989846.428245761s,1641989846.418643450s,0.010290s,-0.009602s,0.000344s,0.009946,0.012754879
1641989846.418643450s,1641989846.428923146s,1641989846.428951189s,1641989846.422120630s,0.010280s,-0.006831s,0.001724s,0.008555,0.012752542
1641989846.422120630s,1641989846.432413188s,1641989846.432441955s,1641989846.422848964s,0.010293s,-0.009593s,0.000350s,0.009943,0.012752438
1641989846.422848964s,1641989846.433144895s,1641989846.433173122s,1641989846.423563799s,0.010296s,-0.009609s,0.000343s,0.009953,0.012752355
1641989846.423563799s,1641989846.433844036s,1641989846.433872131s,1641989846.424282802s,0.010280s,-0.009589s,0.000345s,0.009935,0.012752354
1641989846.424282802s,1641989846.434559000s,1641989846.434584768s,1641989846.424970426s,0.010276s,-0.009614s,0.000331s,0.009945,0.012751373
1641989846.424970426s,1641989846.435249045s,1641989846.435280592s,1641989846.425677714s,0.010279s,-0.009603s,0.000338s,0.009941,0.012755182
1641989846.425677714s,1641989846.435976544s,1641989846.436010641s,1641989846.426421281s,0.010299s,-0.009589s,0.000355s,0.009944,0.0127546
1641989846.426421281s,1641989846.436707138s,1641989846.436741886s,1641989846.427138623s,0.010286s,-0.009603s,0.000341s,0.009945,0.012756943
1641989846.427138623s,1641989846.437513296s,1641989846.437543324s,1641989846.427935094s,0.010375s,-0.009608s,0.000383s,0.009992,0.012756344
1641989846.427935094s,1641989846.438274172s,1641989846.438304619s,1641989846.428707936s,0.010339s,-0.009597s,0.000371s,0.009968,0.012755551
1641989846.428707936s,1641989846.438985306s,1641989846.439015930s,1641989846.429415598s,0.010278s,-0.009600s,0.000339s,0.009939,0.012754992
1641989846.429415598s,1641989846.439686860s,1641989846.439749378s,1641989846.430495100s,0.010271s,-0.009254s,0.000508s,0.009763,0.012754764
1641989846.430495100s,1641989846.440764189s,1641989846.440794432s,1641989846.431204339s,0.010269s,-0.009590s,0.000340s,0.00993,0.012754169
1641989846.431204339s,1641989846.441476247s,1641989846.441501855s,1641989846.431895892s,0.010272s,-0.009606s,0.000333s,0.009939,0.012754146
1641989846.431895892s,1641989846.442134784s,1641989846.442165363s,1641989846.432554103s,0.010239s,-0.009611s,0.000314s,0.009925,0.012754004
1641989846.432554103s,1641989846.442847453s,1641989846.442926768s,1641989846.433331137s,0.010293s,-0.009596s,0.000349s,0.009945,0.012753903
1641989846.433331137s,1641989846.443617501s,1641989846.443619496s,1641989846.434015776s,0.010286s,-0.009604s,0.000341s,0.009945,0.012753426
1641989846.434015776s,1641989846.444283397s,1641989846.444317487s,1641989846.434714594s,0.010268s,-0.009603s,0.000332s,0.009935,0.012753789
1641989846.434714594s,1641989846.444992441s,1641989846.445023588s,1641989846.435431861s,0.010278s,-0.009592s,0.000343s,0.009935,0.012753792
1641989846.435431861s,1641989846.445716581s,1641989846.445747441s,1641989846.436158850s,0.010285s,-0.009588s,0.000348s,0.009937,0.012752736
1641989846.436158850s,1641989846.446459064s,1641989846.446492108s,1641989846.436895322s,0.010300s,-0.009597s,0.000352s,0.009948,0.012750251
1641989846.436895322s,1641989846.447167828s,1641989846.447200978s,1641989846.437616726s,0.010273s,-0.009584s,0.000344s,0.009928,0.012748337
1641989846.437616726s,1641989846.447964903s,1641989846.448005143s,1641989846.438431411s,0.010348s,-0.009574s,0.000387s,0.009961,0.012747961
1641989846.438431411s,1641989846.448775525s,1641989846.448810610s,1641989846.439215774s,0.010344s,-0.009595s,0.000375s,0.009969,0.012747401
1641989846.439215774s,1641989846.449511788s,1641989846.449555907s,1641989846.439956146s,0.010296s,-0.009600s,0.000348s,0.009948,0.012747036
1641989846.439956146s,1641989846.450184162s,1641989846.450185674s,1641989846.440651621s,0.010228s,-0.009534s,0.000347s,0.009881,0.012746474
1641989846.440651621s,1641989846.450938369s,1641989846.450970947s,1641989846.441380827s,0.010287s,-0.009590s,0.000348s,0.009938,0.012746037
1641989846.441380827s,1641989846.451581879s,1641989846.451610416s,1641989846.442037057s,0.010201s,-0.009573s,0.000314s,0.009887,0.012745689
1641989846.442037057s,1641989846.452344980s,1641989846.452377767s,1641989846.442833430s,0.010308s,-0.009544s,0.000382s,0.009926,0.012745931
1641989846.442833430s,1641989846.453123329s,1641989846.453140142s,1641989846.447009478s,0.010290s,-0.006131s,0.002080s,0.00821,0.0127459
