T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,ptp,quic
1641989846.109496405s,1641989846.119777664s,1641989846.119799887s,1641989846.114994807s,0.010281s,-0.004805s,0.002738s,0.007543,0.012706721
1641989846.114994807s,1641989846.125283193s,1641989846.125303717s,1641989846.115712270s,0.010288s,-0.009592s,0.000348s,0.00994,0.012707672
1641989846.115712270s,1641989846.126000450s,1641989846.126034598s,1641989846.116471018s,0.010288s,-0.009563s,0.000362s,0.009926,0.012703947
1641989846.116471018s,1641989846.126748598s,1641989846.126764358s,1641989846.117202014s,0.010278s,-0.009562s,0.000358s,0.00992,0.012698917
1641989846.117202014s,1641989846.127475081s,1641989846.127494786s,1641989846.117933028s,0.010273s,-0.009562s,0.000356s,0.009917,0.012697667
1641989846.117933028s,1641989846.128210103s,1641989846.128231227s,1641989846.118676635s,0.010277s,-0.009555s,0.000361s,0.009916,0.012694563
1641989846.118676635s,1641989846.128831917s,1641989846.128850994s,1641989846.119397570s,0.010155s,-0.009453s,0.000351s,0.009804,0.012693112
1641989846.119397570s,1641989846.129694198s,1641989846.129696064s,1641989846.120107074s,0.010297s,-0.009589s,0.000354s,0.009943,0.012691429
1641989846.120107074s,1641989846.130294583s,1641989846.130317575s,1641989846.120721087s,0.010187s,-0.009597s,0.000295s,0.009892,0.012692968
1641989846.120721087s,1641989846.131068760s,1641989846.131088960s,1641989846.121593620s,0.010348s,-0.009495s,0.000426s,0.009921,0.012694449
1641989846.121593620s,1641989846.131876800s,1641989846.131945928s,1641989846.122401656s,0.010283s,-0.009544s,0.000369s,0.009914,0.012695127
1641989846.122401656s,1641989846.132667886s,1641989846.132720151s,1641989846.126605640s,0.010266s,-0.006114s,0.002076s,0.00819,0.012695044
1641989846.126605640s,1641989846.136876607s,1641989846.136899958s,1641989846.127335198s,0.010271s,-0.009565s,0.000353s,0.009918,0.012692756
1641989846.127335198s,1641989846.137674585s,1641989846.137694292s,1641989846.128111443s,0.010339s,-0.009583s,0.000378s,0.009961,0.012691716
1641989846.128111443s,1641989846.138390384s,1641989846.138412384s,1641989846.128847453s,0.010279s,-0.009565s,0.000357s,0.009922,0.012692083
1641989846.128847453s,1641989846.139056215s,1641989846.139072141s,1641989846.129524380s,0.010209s,-0.009548s,0.000331s,0.009878,0.012693119
1641989846.129524380s,1641989846.139817283s,1641989846.139846932s,1641989846.130255090s,0.010293s,-0.009592s,0.000350s,0.009942,0.012695012
1641989846.130255090s,1641989846.140549396s,1641989846.140576135s,1641989846.130987011s,0.010294s,-0.009589s,0.000353s,0.009942,0.012684255
1641989846.130987011s,1641989846.141272771s,1641989846.141295636s,1641989846.131700399s,0.010286s,-0.009595s,0.000345s,0.009941,0.012680551
1641989846.131700399s,1641989846.141992416s,1641989846.142012525s,1641989846.132424419s,0.010292s,-0.009588s,0.000352s,0.00994,0.012690863
1641989846.132424419s,1641989846.142715185s,1641989846.142734318s,1641989846.134370424s,0.010291s,-0.008364s,0.000963s,0.009327,0.012689424
1641989846.134370424s,1641989846.144688197s,1641989846.144704557s,1641989846.135163219s,0.010318s,-0.009541s,0.000388s,0.00993,0.012688451
1641989846.135163219s,1641989846.145452628s,1641989846.145511616s,1641989846.135973636s,0.010289s,-0.009538s,0.000376s,0.009914,0.012709568
1641989846.135973636s,1641989846.146290099s,1641989846.146325925s,1641989846.136785089s,0.010316s,-0.009541s,0.000388s,0.009929,0.012708352
1641989846.136785089s,1641989846.147073786s,1641989846.147095589s,1641989846.137529764s,0.010289s,-0.009566s,0.000361s,0.009927,0.012707822
1641989846.137529764s,1641989846.147833882s,1641989846.147855952s,1641989846.138297513s,0.010304s,-0.009558s,0.000373s,0.009931,0.012700297
1641989846.138297513s,1641989846.148576797s,1641989846.148614131s,1641989846.139025800s,0.010279s,-0.009588s,0.000345s,0.009934,0.012698966
1641989846.139025800s,1641989846.149326196s,1641989846.149346574s,1641989846.139818355s,0.010300s,-0.009528s,0.000386s,0.009914,0.012696129
1641989846.139818355s,1641989846.150102273s,1641989846.150123582s,1641989846.140622071s,0.010284s,-0.009501s,0.000391s,0.009893,0.012731179
1641989846.140622071s,1641989846.150890353s,1641989846.150909528s,1641989846.141353345s,0.010268s,-0.009556s,0.000356s,0.009912,0.012730745
1641989846.141353345s,1641989846.151649054s,1641989846.151650797s,1641989846.142116825s,0.010296s,-0.009534s,0.000381s,0.009915,0.012728119
1641989846.142116825s,1641989846.152408883s,1641989846.152410758s,1641989846.142832475s,0.010292s,-0.009578s,0.000357s,0.009935,0.012728026
1641989846.142832475s,1641989846.153114024s,1641989846.153150594s,1641989846.143592248s,0.010282s,-0.009558s,0.000362s,0.00992,0.01272586
1641989846.143592248s,1641989846.153868351s,1641989846.153887646s,1641989846.147131346s,0.010276s,-0.006756s,0.001760s,0.008516,0.01272399
1641989846.147131346s,1641989846.157417581s,1641989846.157436942s,1641989846.147839633s,0.010286s,-0.009597s,0.000344s,0.009942,0.012738811
1641989846.147839633s,1641989846.158137352s,1641989846.158160166s,1641989846.148567291s,0.010298s,-0.009593s,0.000352s,0.009945,0.012736052
1641989846.148567291s,1641989846.158847873s,1641989846.158871022s,1641989846.149314028s,0.010281s,-0.009557s,0.000362s,0.009919,0.012730771
1641989846.149314028s,1641989846.159590822s,1641989846.159611492s,1641989846.150217691s,0.010277s,-0.009394s,0.000442s,0.009835,0.012729406
1641989846.150217691s,1641989846.160500282s,1641989846.160522800s,1641989846.150951162s,0.010283s,-0.009572s,0.000355s,0.009927,0.01272846
1641989846.150951162s,1641989846.161209935s,1641989846.161231693s,1641989846.151665498s,0.010259s,-0.009566s,0.000346s,0.009912,0.012726755
1641989846.151665498s,1641989846.161955493s,1641989846.161980490s,1641989846.152402551s,0.010290s,-0.009578s,0.000356s,0.009934,0.012718347
1641989846.152402551s,1641989846.162684280s,1641989846.162706482s,1641989846.153130438s,0.010282s,-0.009576s,0.000353s,0.009929,0.012713983
1641989846.153130438s,1641989846.163395224s,1641989846.163409789s,1641989846.153813991s,0.010265s,-0.009596s,0.000335s,0.00993,0.012713342
1641989846.153813991s,1641989846.164091205s,1641989846.164111828s,1641989846.154556294s,0.010277s,-0.009556s,0.000361s,0.009916,0.01271275
1641989846.154556294s,1641989846.164853681s,1641989846.164875252s,1641989846.156455205s,0.010297s,-0.008420s,0.000939s,0.009359,0.01269412
1641989846.156455205s,1641989846.166760432s,1641989846.166781641s,1641989846.157255076s,0.010305s,-0.009526s,0.000389s,0.009916,0.012690404
1641989846.157255076s,1641989846.167494582s,1641989846.167515469s,1641989846.158002306s,0.010239s,-0.009513s,0.000363s,0.009876,0.012689075
1641989846.158002306s,1641989846.168269872s,1641989846.168312597s,1641989846.158768260s,0.010267s,-0.009544s,0.000362s,0.009906,0.012687883
1641989846.158768260s,1641989846.168962981s,1641989846.168989338s,1641989846.159479596s,0.010195s,-0.009510s,0.000342s,0.009852,0.012687223
1641989846.159479596s,1641989846.169762538s,1641989846.169782863s,1641989846.160235676s,0.010283s,-0.009547s,0.000368s,0.009915,0.012663709
1641989846.160235676s,1641989846.170447830s,1641989846.170472421s,1641989846.160981345s,0.010212s,-0.009491s,0.000361s,0.009852,0.012663325
1641989846.160981345s,1641989846.171264401s,1641989846.171306514s,1641989846.161702426s,0.010283s,-0.009604s,0.000339s,0.009944,0.012662876
1641989846.161702426s,1641989846.171996814s,1641989846.172017781s,1641989846.162447222s,0.010294s,-0.009571s,0.000362s,0.009933,0.01266341
1641989846.162447222s,1641989846.174101149s,1641989846.174104497s,1641989846.164649766s,0.011654s,-0.009455s,0.001100s,0.010554,0.012662363
1641989846.164649766s,1641989846.174955787s,1641989846.174976268s,1641989846.165506905s,0.010306s,-0.009470s,0.000418s,0.009888,0.012662914
1641989846.165506905s,1641989846.175786136s,1641989846.175825486s,1641989846.166304714s,0.010279s,-0.009521s,0.000379s,0.0099,0.012660255
1641989846.166304714s,1641989846.176589357s,1641989846.176609040s,1641989846.167030007s,0.010284s,-0.009579s,0.000353s,0.009932,0.012659885
1641989846.167030007s,1641989846.177346722s,1641989846.177368703s,1641989846.167773073s,0.010317s,-0.009596s,0.000360s,0.009956,0.012659729
1641989846.167773073s,1641989846.178058478s,1641989846.178080136s,1641989846.168542928s,0.010285s,-0.009537s,0.000374s,0.009911,0.012659631
1641989846.168542928s,1641989846.178827754s,1641989846.178850473s,1641989846.169260374s,0.010285s,-0.009590s,0.000347s,0.009938,0.012660257
1641989846.169260374s,1641989846.179557788s,1641989846.179579568s,1641989846.170036578s,0.010298s,-0.009543s,0.000377s,0.00992,0.012661363
1641989846.170036578s,1641989846.180328844s,1641989846.180351049s,1641989846.170780508s,0.010292s,-0.009571s,0.000361s,0.009931,0.012655579
1641989846.170780508s,1641989846.181057646s,1641989846.181078730s,1641989846.171548606s,0.010277s,-0.009530s,0.000374s,0.009904,0.012655474
1641989846.171548606s,1641989846.181829668s,1641989846.181855780s,1641989846.172258808s,0.010281s,-0.009597s,0.000342s,0.009939,0.012655188
1641989846.172258808s,1641989846.182543586s,1641989846.182561668s,1641989846.172966559s,0.010285s,-0.009595s,0.000345s,0.00994,0.012654503
1641989846.172966559s,1641989846.183251207s,1641989846.183274718s,1641989846.173678248s,0.010285s,-0.009597s,0.000344s,0.009941,0.012654192
1641989846.173678248s,1641989846.183955836s,1641989846.183974123s,1641989846.179123898s,0.010278s,-0.004850s,0.002714s,0.007564,0.012653708
1641989846.179123898s,1641989846.189422712s,1641989846.189444270s,1641989846.179916816s,0.010299s,-0.009527s,0.000386s,0.009913,0.012653731
1641989846.179916816s,1641989846.190200107s,1641989846.190242489s,1641989846.180664279s,0.010283s,-0.009578s,0.000353s,0.009931,0.012653729
1641989846.180664279s,1641989846.190930090s,1641989846.190948002s,1641989846.181412220s,0.010266s,-0.009536s,0.000365s,0.009901,0.012654049
1641989846.181412220s,1641989846.191699803s,1641989846.191720123s,1641989846.182134586s,0.010288s,-0.009585s,0.000351s,0.009936,0.012653995
1641989846.182134586s,1641989846.192424594s,1641989846.192446607s,1641989846.182869763s,0.010290s,-0.009577s,0.000356s,0.009933,0.012654387
1641989846.182869763s,1641989846.193117734s,1641989846.193138984s,1641989846.183538397s,0.010248s,-0.009601s,0.000324s,0.009924,0.012654877
1641989846.183538397s,1641989846.193807233s,1641989846.193828512s,1641989846.184233715s,0.010269s,-0.009595s,0.000337s,0.009932,0.01265504
1641989846.184233715s,1641989846.194494335s,1641989846.194515836s,1641989846.184981742s,0.010261s,-0.009534s,0.000363s,0.009897,0.012655846
1641989846.184981742s,1641989846.195251549s,1641989846.195322613s,1641989846.185716586s,0.010270s,-0.009606s,0.000332s,0.009938,0.012652358
1641989846.185716586s,1641989846.195975609s,1641989846.196009403s,1641989846.186583756s,0.010259s,-0.009426s,0.000417s,0.009842,0.012651358
1641989846.186583756s,1641989846.196846373s,1641989846.196866342s,1641989846.187267026s,0.010263s,-0.009599s,0.000332s,0.009931,0.012651582
1641989846.187267026s,1641989846.197439361s,1641989846.197460123s,1641989846.187922032s,0.010172s,-0.009538s,0.000317s,0.009855,0.012651549
1641989846.187922032s,1641989846.198205221s,1641989846.198225530s,1641989846.188641136s,0.010283s,-0.009584s,0.000349s,0.009934,0.012650714
1641989846.188641136s,1641989846.198915888s,1641989846.198942223s,1641989846.189422076s,0.010275s,-0.009520s,0.000377s,0.009897,0.012650864
1641989846.189422076s,1641989846.199697917s,1641989846.199721072s,1641989846.190231478s,0.010276s,-0.009490s,0.000393s,0.009883,0.012649861
1641989846.190231478s,1641989846.200499478s,1641989846.200519976s,1641989846.190929823s,0.010268s,-0.009590s,0.000339s,0.009929,0.012650376
1641989846.190929823s,1641989846.201223371s,1641989846.201260669s,1641989846.191767256s,0.010293s,-0.009493s,0.000400s,0.009893,0.012650708
1641989846.191767256s,1641989846.202074874s,1641989846.202095987s,1641989846.192555877s,0.010308s,-0.009540s,0.000384s,0.009924,0.012651135
1641989846.192555877s,1641989846.202915161s,1641989846.202935643s,1641989846.193360224s,0.010359s,-0.009575s,0.000392s,0.009967,0.012650461
1641989846.193360224s,1641989846.203649835s,1641989846.203688083s,1641989846.194096121s,0.010289s,-0.009592s,0.000349s,0.009941,0.012650135
1641989846.194096121s,1641989846.204375973s,1641989846.204397173s,1641989846.194830484s,0.010280s,-0.009567s,0.000357s,0.009923,0.012651459
1641989846.194830484s,1641989846.205154385s,1641989846.205174096s,1641989846.195591037s,0.010324s,-0.009583s,0.000370s,0.009954,0.012652348
1641989846.195591037s,1641989846.205871735s,1641989846.205892945s,1641989846.196310501s,0.010281s,-0.009583s,0.000349s,0.009932,0.012653681
1641989846.196310501s,1641989846.206596665s,1641989846.206616633s,1641989846.199013146s,0.010286s,-0.007603s,0.001341s,0.008945,0.012653072
1641989846.199013146s,1641989846.209292570s,1641989846.209314256s,1641989846.199772655s,0.010279s,-0.009542s,0.000369s,0.009911,0.012652251
1641989846.199772655s,1641989846.210059192s,1641989846.210079447s,1641989846.200494890s,0.010287s,-0.009584s,0.000351s,0.009935,0.012652362
1641989846.200494890s,1641989846.210849990s,1641989846.210854088s,1641989846.201258313s,0.010355s,-0.009596s,0.000380s,0.009975,0.012651747
1641989846.201258313s,1641989846.211541431s,1641989846.211543458s,1641989846.201944738s,0.010283s,-0.009599s,0.000342s,0.009941,0.012652119
1641989846.201944738s,1641989846.212256301s,1641989846.212258143s,1641989846.202676009s,0.010311s,-0.009582s,0.000365s,0.009947,0.012651685
1641989846.202676009s,1641989846.212992039s,1641989846.212994163s,1641989846.203402590s,0.010316s,-0.009592s,0.000362s,0.009954,0.012651438
1641989846.203402590s,1641989846.213703470s,1641989846.213705089s,1641989846.204117511s,0.010301s,-0.009588s,0.000357s,0.009944,0.01265078
1641989846.204117511s,1641989846.214408853s,1641989846.214425782s,1641989846.204833131s,0.010291s,-0.009593s,0.000349s,0.009942,0.012652068
1641989846.204833131s,1641989846.215144823s,1641989846.215146759s,1641989846.205556599s,0.010312s,-0.009590s,0.000361s,0.009951,0.012652452
1641989846.205556599s,1641989846.215870321s,1641989846.215872177s,1641989846.206285523s,0.010314s,-0.009587s,0.000363s,0.00995,0.012652728
1641989846.206285523s,1641989846.216547717s,1641989846.216583240s,1641989846.206998560s,0.010262s,-0.009585s,0.000339s,0.009923,0.012653432
1641989846.206998560s,1641989846.217290336s,1641989846.217292182s,1641989846.207739368s,0.010292s,-0.009553s,0.000370s,0.009922,0.01265341
1641989846.207739368s,1641989846.218016073s,1641989846.218036039s,1641989846.211029703s,0.010277s,-0.007006s,0.001635s,0.008641,0.012654823
1641989846.211029703s,1641989846.221322235s,1641989846.221347294s,1641989846.211827631s,0.010293s,-0.009520s,0.000386s,0.009906,0.012652492
1641989846.211827631s,1641989846.222109736s,1641989846.222136918s,1641989846.212574523s,0.010282s,-0.009562s,0.000360s,0.009922,0.012652515
1641989846.212574523s,1641989846.222877382s,1641989846.222902662s,1641989846.213341836s,0.010303s,-0.009561s,0.000371s,0.009932,0.012652685
1641989846.213341836s,1641989846.223610339s,1641989846.223651488s,1641989846.214077317s,0.010268s,-0.009574s,0.000347s,0.009921,0.012652252
1641989846.214077317s,1641989846.224344441s,1641989846.224371594s,1641989846.214775515s,0.010267s,-0.009596s,0.000336s,0.009932,0.012651547
1641989846.214775515s,1641989846.225051080s,1641989846.225078009s,1641989846.215558589s,0.010276s,-0.009520s,0.000378s,0.009898,0.012651907
1641989846.215558589s,1641989846.225839453s,1641989846.225864689s,1641989846.216296627s,0.010281s,-0.009568s,0.000356s,0.009924,0.01265196
1641989846.216296627s,1641989846.226618578s,1641989846.226654136s,1641989846.217051914s,0.010322s,-0.009602s,0.000360s,0.009962,0.012651821
1641989846.217051914s,1641989846.227358245s,1641989846.227396123s,1641989846.218890731s,0.010306s,-0.008505s,0.000901s,0.009406,0.01265153
1641989846.218890731s,1641989846.229164330s,1641989846.229190096s,1641989846.219611280s,0.010274s,-0.009579s,0.000347s,0.009926,0.012651525
1641989846.219611280s,1641989846.229878654s,1641989846.229898693s,1641989846.220323918s,0.010267s,-0.009575s,0.000346s,0.009921,0.01265118
1641989846.220323918s,1641989846.230573417s,1641989846.230599376s,1641989846.220999880s,0.010250s,-0.009599s,0.000325s,0.009925,0.01265159
1641989846.220999880s,1641989846.231264794s,1641989846.231291226s,1641989846.221717407s,0.010265s,-0.009574s,0.000345s,0.009919,0.012651606
1641989846.221717407s,1641989846.231973277s,1641989846.231999678s,1641989846.222427563s,0.010256s,-0.009572s,0.000342s,0.009914,0.01265192
1641989846.222427563s,1641989846.232702807s,1641989846.232727301s,1641989846.223245039s,0.010275s,-0.009482s,0.000396s,0.009879,0.01265231
1641989846.223245039s,1641989846.233442902s,1641989846.233480417s,1641989846.223947693s,0.010198s,-0.009533s,0.000332s,0.009865,0.01265178
1641989846.223947693s,1641989846.234288323s,1641989846.234315037s,1641989846.224725853s,0.010340s,-0.009589s,0.000376s,0.009965,0.012656935
1641989846.224725853s,1641989846.234982789s,1641989846.235009640s,1641989846.225420163s,0.010257s,-0.009589s,0.000334s,0.009923,0.01267456
1641989846.225420163s,1641989846.235668315s,1641989846.235695175s,1641989846.226123592s,0.010248s,-0.009572s,0.000338s,0.00991,0.012673392
1641989846.226123592s,1641989846.236409566s,1641989846.236436116s,1641989846.226849886s,0.010286s,-0.009586s,0.000350s,0.009936,0.012673084
1641989846.226849886s,1641989846.237118531s,1641989846.237143888s,1641989846.227565054s,0.010269s,-0.009579s,0.000345s,0.009924,0.012679598
1641989846.227565054s,1641989846.237833413s,1641989846.237859155s,1641989846.228287067s,0.010268s,-0.009572s,0.000348s,0.00992,0.012678909
1641989846.228287067s,1641989846.238569105s,1641989846.238595703s,1641989846.228999008s,0.010282s,-0.009597s,0.000343s,0.009939,0.012677012
1641989846.228999008s,1641989846.239282808s,1641989846.239306413s,1641989846.229716469s,0.010284s,-0.009590s,0.000347s,0.009937,0.012676358
1641989846.229716469s,1641989846.240008018s,1641989846.240034644s,1641989846.230437961s,0.010292s,-0.009597s,0.000347s,0.009944,0.012676433
1641989846.230437961s,1641989846.240728886s,1641989846.240756868s,1641989846.231185274s,0.010291s,-0.009572s,0.000360s,0.009931,0.0126764
1641989846.231185274s,1641989846.241463802s,1641989846.241489610s,1641989846.231896845s,0.010279s,-0.009593s,0.000343s,0.009936,0.012676498
1641989846.231896845s,1641989846.242162306s,1641989846.242186739s,1641989846.235142335s,0.010265s,-0.007045s,0.001610s,0.008655,0.012688987
1641989846.235142335s,1641989846.245443209s,1641989846.245466102s,1641989846.235875088s,0.010301s,-0.009591s,0.000355s,0.009946,0.012689387
1641989846.235875088s,1641989846.246117576s,1641989846.246155604s,1641989846.236627089s,0.010242s,-0.009528s,0.000357s,0.009885,0.012690119
1641989846.236627089s,1641989846.246898989s,1641989846.246925226s,1641989846.237331185s,0.010272s,-0.009594s,0.000339s,0.009933,0.01269105
1641989846.237331185s,1641989846.247629775s,1641989846.247653775s,1641989846.238052812s,0.010299s,-0.009601s,0.000349s,0.00995,0.012690308
1641989846.238052812s,1641989846.248336061s,1641989846.248362681s,1641989846.238764672s,0.010283s,-0.009598s,0.000343s,0.009941,0.012695608
1641989846.238764672s,1641989846.249053561s,1641989846.249092937s,1641989846.239500950s,0.010289s,-0.009592s,0.000348s,0.00994,0.012693511
1641989846.239500950s,1641989846.249769263s,1641989846.249793189s,1641989846.240191359s,0.010268s,-0.009602s,0.000333s,0.009935,0.012693442
1641989846.240191359s,1641989846.250471519s,1641989846.250496738s,1641989846.240928790s,0.010280s,-0.009568s,0.000356s,0.009924,0.012693461
1641989846.240928790s,1641989846.251202926s,1641989846.251228616s,1641989846.241651134s,0.010274s,-0.009578s,0.000348s,0.009926,0.012693766
1641989846.241651134s,1641989846.251948336s,1641989846.251979535s,1641989846.242405684s,0.010297s,-0.009574s,0.000362s,0.009936,0.012693769
1641989846.242405684s,1641989846.252692466s,1641989846.252716409s,1641989846.246983935s,0.010287s,-0.005732s,0.002277s,0.00801,0.012694551
1641989846.246983935s,1641989846.257283773s,1641989846.257309937s,1641989846.247762719s,0.010300s,-0.009547s,0.000376s,0.009923,0.012693722
1641989846.247762719s,1641989846.258046574s,1641989846.258072274s,1641989846.248453515s,0.010284s,-0.009619s,0.000333s,0.009951,0.012694593
1641989846.248453515s,1641989846.258711940s,1641989846.258737184s,1641989846.249158994s,0.010258s,-0.009578s,0.000340s,0.009918,0.012694746
1641989846.249158994s,1641989846.259434950s,1641989846.259470116s,1641989846.249926428s,0.010276s,-0.009544s,0.000366s,0.00991,0.012695337
1641989846.249926428s,1641989846.260199062s,1641989846.260226784s,1641989846.250635443s,0.010273s,-0.009591s,0.000341s,0.009932,0.012696178
1641989846.250635443s,1641989846.260888549s,1641989846.260922331s,1641989846.251321090s,0.010253s,-0.009601s,0.000326s,0.009927,0.012695332
1641989846.251321090s,1641989846.261462240s,1641989846.261498318s,1641989846.252019563s,0.010141s,-0.009479s,0.000331s,0.00981,0.012694957
1641989846.252019563s,1641989846.262305229s,1641989846.262328248s,1641989846.252732772s,0.010286s,-0.009595s,0.000345s,0.009941,0.012694752
1641989846.252732772s,1641989846.263007435s,1641989846.263033172s,1641989846.253674383s,0.010275s,-0.009359s,0.000458s,0.009817,0.012694636
1641989846.253674383s,1641989846.263965064s,1641989846.263989186s,1641989846.254412746s,0.010291s,-0.009577s,0.000357s,0.009934,0.012694448
1641989846.254412746s,1641989846.264701206s,1641989846.264718854s,1641989846.255170868s,0.010288s,-0.009548s,0.000370s,0.009918,0.012694414
1641989846.255170868s,1641989846.265467840s,1641989846.265493988s,1641989846.256012535s,0.010297s,-0.009481s,0.000408s,0.009889,0.012694227
1641989846.256012535s,1641989846.266289358s,1641989846.266316063s,1641989846.256973147s,0.010277s,-0.009343s,0.000467s,0.00981,0.012694795
1641989846.256973147s,1641989846.267241995s,1641989846.267268852s,1641989846.258271698s,0.010269s,-0.008997s,0.000636s,0.009633,0.012694947
1641989846.258271698s,1641989846.268529060s,1641989846.268555649s,1641989846.259662391s,0.010257s,-0.008893s,0.000682s,0.009575,0.012694961
