T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,ptp,quic
1641991208.232819646s,1641991208.234081637s,1641991208.234083880s,1641991208.233553598s,0.001262s,-0.000530s,0.000366s,0.000896,0.003791753
1641991208.233553598s,1641991208.234846114s,1641991208.234848049s,1641991208.234300934s,0.001292s,-0.000547s,0.000373s,0.00092,0.003790526
1641991208.234300934s,1641991208.235563066s,1641991208.235565018s,1641991208.235067418s,0.001262s,-0.000498s,0.000382s,0.00088,0.003789276
1641991208.235067418s,1641991208.236350392s,1641991208.236407613s,1641991208.235866777s,0.001283s,-0.000541s,0.000371s,0.000912,0.003785377
1641991208.235866777s,1641991208.237116764s,1641991208.237141988s,1641991208.236614802s,0.001250s,-0.000527s,0.000361s,0.000889,0.003784231
1641991208.236614802s,1641991208.237882327s,1641991208.237910410s,1641991208.237360613s,0.001268s,-0.000550s,0.000359s,0.000909,0.003787316
1641991208.237360613s,1641991208.238644802s,1641991208.238666970s,1641991208.242335834s,0.001284s,0.003669s,0.002476s,-0.001192,0.003786999
1641991208.242335834s,1641991208.243602950s,1641991208.243636420s,1641991208.243096098s,0.001267s,-0.000540s,0.000363s,0.000904,0.003787203
1641991208.243096098s,1641991208.244342713s,1641991208.244375788s,1641991208.243843131s,0.001247s,-0.000533s,0.000357s,0.00089,0.00378609
1641991208.243843131s,1641991208.245091942s,1641991208.245129049s,1641991208.244592115s,0.001249s,-0.000537s,0.000356s,0.000893,0.003784157
1641991208.244592115s,1641991208.245837274s,1641991208.245868234s,1641991208.245388175s,0.001245s,-0.000480s,0.000383s,0.000862,0.003783428
1641991208.245388175s,1641991208.246644171s,1641991208.246677703s,1641991208.246167654s,0.001256s,-0.000510s,0.000373s,0.000883,0.003782745
1641991208.246167654s,1641991208.247520217s,1641991208.247557431s,1641991208.247020129s,0.001353s,-0.000537s,0.000408s,0.000945,0.003782048
1641991208.247020129s,1641991208.248243944s,1641991208.248278914s,1641991208.247775417s,0.001224s,-0.000504s,0.000360s,0.000864,0.003781361
1641991208.247775417s,1641991208.249028514s,1641991208.249046680s,1641991208.248505736s,0.001253s,-0.000541s,0.000356s,0.000897,0.003778914
1641991208.248505736s,1641991208.249750909s,1641991208.249752638s,1641991208.249223231s,0.001245s,-0.000529s,0.000358s,0.000887,0.003777587
1641991208.249223231s,1641991208.250482412s,1641991208.250484294s,1641991208.249937965s,0.001259s,-0.000546s,0.000356s,0.000903,0.003777263
1641991208.249937965s,1641991208.251158094s,1641991208.251178150s,1641991208.250677313s,0.001220s,-0.000501s,0.000360s,0.00086,0.00377645
1641991208.250677313s,1641991208.251910461s,1641991208.251929254s,1641991208.251377261s,0.001233s,-0.000552s,0.000341s,0.000893,0.003775129
1641991208.251377261s,1641991208.252593869s,1641991208.252618244s,1641991208.252101597s,0.001216s,-0.000517s,0.000350s,0.000867,0.00377487
1641991208.252101597s,1641991208.253351633s,1641991208.253378725s,1641991208.252867755s,0.001250s,-0.000511s,0.000370s,0.00088,0.003774269
1641991208.252867755s,1641991208.254109673s,1641991208.254136542s,1641991208.253605835s,0.001242s,-0.000531s,0.000356s,0.000886,0.003773005
1641991208.253605835s,1641991208.254830744s,1641991208.254855706s,1641991208.254350421s,0.001225s,-0.000505s,0.000360s,0.000865,0.003772837
1641991208.254350421s,1641991208.255588297s,1641991208.255616379s,1641991208.255160150s,0.001238s,-0.000456s,0.000391s,0.000847,0.003771917
1641991208.255160150s,1641991208.256876319s,1641991208.256877907s,1641991208.256448828s,0.001716s,-0.000429s,0.000643s,0.001073,0.003771583
1641991208.256448828s,1641991208.257684195s,1641991208.257686151s,1641991208.257175820s,0.001235s,-0.000510s,0.000363s,0.000873,0.003771237
1641991208.257175820s,1641991208.258443548s,1641991208.258446136s,1641991208.257920207s,0.001268s,-0.000526s,0.000371s,0.000897,0.003770379
1641991208.257920207s,1641991208.259215431s,1641991208.259255874s,1641991208.258746532s,0.001295s,-0.000509s,0.000393s,0.000902,0.003770094
1641991208.258746532s,1641991208.260017702s,1641991208.260044074s,1641991208.259509012s,0.001271s,-0.000535s,0.000368s,0.000903,0.00376964
1641991208.259509012s,1641991208.260644676s,1641991208.260675331s,1641991208.260165190s,0.001136s,-0.000510s,0.000313s,0.000823,0.003768802
1641991208.260165190s,1641991208.261420280s,1641991208.261443476s,1641991208.260903129s,0.001255s,-0.000540s,0.000357s,0.000898,0.003768494
1641991208.260903129s,1641991208.262130242s,1641991208.262152049s,1641991208.261730106s,0.001227s,-0.000422s,0.000403s,0.000824,0.003767595
1641991208.261730106s,1641991208.263013431s,1641991208.263036297s,1641991208.266857140s,0.001283s,0.003821s,0.002552s,-0.001269,0.003766894
1641991208.266857140s,1641991208.268147989s,1641991208.268176055s,1641991208.267626182s,0.001291s,-0.000550s,0.000371s,0.00092,0.00376638
1641991208.267626182s,1641991208.268925328s,1641991208.268956888s,1641991208.268415388s,0.001299s,-0.000541s,0.000379s,0.00092,0.003765809
1641991208.268415388s,1641991208.269647717s,1641991208.269672314s,1641991208.269126783s,0.001232s,-0.000546s,0.000343s,0.000889,0.003764608
1641991208.269126783s,1641991208.270390899s,1641991208.270434237s,1641991208.269905343s,0.001264s,-0.000529s,0.000368s,0.000896,0.003763815
1641991208.269905343s,1641991208.271156979s,1641991208.271193462s,1641991208.270642410s,0.001252s,-0.000551s,0.000350s,0.000901,0.003763867
1641991208.270642410s,1641991208.271893827s,1641991208.271937882s,1641991208.271402678s,0.001251s,-0.000535s,0.000358s,0.000893,0.003766676
1641991208.271402678s,1641991208.272719565s,1641991208.272740675s,1641991208.272186689s,0.001317s,-0.000554s,0.000382s,0.000935,0.003766016
1641991208.272186689s,1641991208.273428053s,1641991208.273451399s,1641991208.272910342s,0.001241s,-0.000541s,0.000350s,0.000891,0.003765559
1641991208.272910342s,1641991208.274160465s,1641991208.274195487s,1641991208.273662449s,0.001250s,-0.000533s,0.000359s,0.000891,0.003765406
1641991208.273662449s,1641991208.274942927s,1641991208.274986818s,1641991208.274464137s,0.001280s,-0.000523s,0.000379s,0.000901,0.003765017
1641991208.274464137s,1641991208.275752084s,1641991208.275783738s,1641991208.278310034s,0.001288s,0.002526s,0.001907s,-0.000619,0.003765061
1641991208.278310034s,1641991208.279558898s,1641991208.279577169s,1641991208.279035030s,0.001249s,-0.000542s,0.000353s,0.000896,0.003764842
1641991208.279035030s,1641991208.280263462s,1641991208.280282992s,1641991208.279747362s,0.001228s,-0.000536s,0.000346s,0.000882,0.003764001
1641991208.279747362s,1641991208.280987856s,1641991208.281029616s,1641991208.280469222s,0.001240s,-0.000561s,0.000340s,0.000901,0.003762847
1641991208.280469222s,1641991208.281723258s,1641991208.281743763s,1641991208.281176726s,0.001254s,-0.000567s,0.000344s,0.000911,0.003757961
1641991208.281176726s,1641991208.282396892s,1641991208.282416840s,1641991208.281846667s,0.001220s,-0.000570s,0.000325s,0.000895,0.003757847
1641991208.281846667s,1641991208.283066461s,1641991208.283096309s,1641991208.282538190s,0.001220s,-0.000558s,0.000331s,0.000889,0.003757267
1641991208.282538190s,1641991208.283777811s,1641991208.283801948s,1641991208.283290035s,0.001240s,-0.000512s,0.000364s,0.000876,0.003756517
1641991208.283290035s,1641991208.284504425s,1641991208.284526372s,1641991208.284075391s,0.001214s,-0.000451s,0.000382s,0.000833,0.003755786
1641991208.284075391s,1641991208.285476490s,1641991208.285480435s,1641991208.284952230s,0.001401s,-0.000528s,0.000436s,0.000965,0.003755268
1641991208.284952230s,1641991208.286194839s,1641991208.286250018s,1641991208.285707540s,0.001243s,-0.000543s,0.000350s,0.000893,0.003754433
1641991208.285707540s,1641991208.286971982s,1641991208.287009780s,1641991208.286494256s,0.001265s,-0.000515s,0.000375s,0.00089,0.003754041
1641991208.286494256s,1641991208.287743500s,1641991208.287771070s,1641991208.287239930s,0.001249s,-0.000531s,0.000359s,0.00089,0.003753413
1641991208.287239930s,1641991208.288426453s,1641991208.288453608s,1641991208.287894204s,0.001186s,-0.000559s,0.000314s,0.000873,0.003753346
1641991208.287894204s,1641991208.289130128s,1641991208.289166029s,1641991208.288605143s,0.001236s,-0.000561s,0.000338s,0.000898,0.003752945
1641991208.288605143s,1641991208.289817697s,1641991208.289845399s,1641991208.289304450s,0.001213s,-0.000541s,0.000336s,0.000877,0.003751801
1641991208.289304450s,1641991208.290550902s,1641991208.290594382s,1641991208.290062024s,0.001246s,-0.000532s,0.000357s,0.000889,0.003767722
1641991208.290062024s,1641991208.291298018s,1641991208.291330439s,1641991208.290798074s,0.001236s,-0.000532s,0.000352s,0.000884,0.003765805
1641991208.290798074s,1641991208.293299045s,1641991208.293320673s,1641991208.292788794s,0.002501s,-0.000532s,0.000984s,0.001516,0.003762578
1641991208.292788794s,1641991208.294052005s,1641991208.294080492s,1641991208.293594948s,0.001263s,-0.000486s,0.000389s,0.000875,0.003768127
1641991208.293594948s,1641991208.294871636s,1641991208.294892935s,1641991208.294347546s,0.001277s,-0.000546s,0.000366s,0.000911,0.003767253
1641991208.294347546s,1641991208.295581296s,1641991208.295601475s,1641991208.295140564s,0.001234s,-0.000461s,0.000386s,0.000847,0.003776494
1641991208.295140564s,1641991208.296407047s,1641991208.296428188s,1641991208.295886412s,0.001266s,-0.000542s,0.000362s,0.000904,0.003775224
1641991208.295886412s,1641991208.297162393s,1641991208.297181959s,1641991208.296651547s,0.001276s,-0.000530s,0.000373s,0.000903,0.003774569
1641991208.296651547s,1641991208.297904336s,1641991208.297920349s,1641991208.298594181s,0.001253s,0.000674s,0.000963s,0.000289,0.003774794
1641991208.298594181s,1641991208.299902525s,1641991208.299936702s,1641991208.299401562s,0.001308s,-0.000535s,0.000386s,0.000922,0.003777997
1641991208.299401562s,1641991208.300686408s,1641991208.300718517s,1641991208.300209517s,0.001285s,-0.000509s,0.000388s,0.000897,0.003776132
1641991208.300209517s,1641991208.301518490s,1641991208.301553195s,1641991208.301006747s,0.001309s,-0.000546s,0.000381s,0.000928,0.003775068
1641991208.301006747s,1641991208.302280081s,1641991208.302285018s,1641991208.301793456s,0.001273s,-0.000492s,0.000391s,0.000883,0.00377458
1641991208.301793456s,1641991208.303066022s,1641991208.303093676s,1641991208.302562873s,0.001273s,-0.000531s,0.000371s,0.000902,0.003774243
1641991208.302562873s,1641991208.303803641s,1641991208.303828902s,1641991208.303280279s,0.001241s,-0.000549s,0.000346s,0.000895,0.003773359
1641991208.303280279s,1641991208.304566290s,1641991208.304568337s,1641991208.304037941s,0.001286s,-0.000530s,0.000378s,0.000908,0.00377692
1641991208.304037941s,1641991208.305326977s,1641991208.305328409s,1641991208.304848533s,0.001289s,-0.000480s,0.000404s,0.000884,0.00377618
1641991208.304848533s,1641991208.306128751s,1641991208.306130854s,1641991208.305617729s,0.001280s,-0.000513s,0.000384s,0.000897,0.003775831
1641991208.305617729s,1641991208.306882777s,1641991208.306914076s,1641991208.306417543s,0.001265s,-0.000497s,0.000384s,0.000881,0.003775309
1641991208.306417543s,1641991208.307675487s,1641991208.307713404s,1641991208.307239080s,0.001258s,-0.000474s,0.000392s,0.000866,0.003774698
1641991208.307239080s,1641991208.308558124s,1641991208.308560188s,1641991208.309050183s,0.001319s,0.000490s,0.000905s,0.000415,0.003774178
1641991208.309050183s,1641991208.310364578s,1641991208.310379108s,1641991208.309898190s,0.001314s,-0.000481s,0.000417s,0.000898,0.003773679
1641991208.309898190s,1641991208.311204937s,1641991208.311229901s,1641991208.310689166s,0.001307s,-0.000541s,0.000383s,0.000924,0.003772649
1641991208.310689166s,1641991208.312025141s,1641991208.312072233s,1641991208.311550664s,0.001336s,-0.000522s,0.000407s,0.000929,0.003772119
1641991208.311550664s,1641991208.312834829s,1641991208.312880691s,1641991208.312413182s,0.001284s,-0.000468s,0.000408s,0.000876,0.003771882
1641991208.312413182s,1641991208.313695122s,1641991208.313742359s,1641991208.313217268s,0.001282s,-0.000525s,0.000378s,0.000904,0.003771343
1641991208.313217268s,1641991208.314488112s,1641991208.314518591s,1641991208.314022386s,0.001271s,-0.000496s,0.000387s,0.000884,0.003771453
1641991208.314022386s,1641991208.315295863s,1641991208.315298215s,1641991208.314785154s,0.001274s,-0.000513s,0.000380s,0.000893,0.003770595
1641991208.314785154s,1641991208.316032395s,1641991208.316055540s,1641991208.315570330s,0.001247s,-0.000485s,0.000381s,0.000866,0.003773739
1641991208.315570330s,1641991208.316844561s,1641991208.316846567s,1641991208.316320318s,0.001274s,-0.000526s,0.000374s,0.0009,0.003773502
1641991208.316320318s,1641991208.317595206s,1641991208.317597121s,1641991208.317111564s,0.001275s,-0.000486s,0.000395s,0.00088,0.00377263
1641991208.317111564s,1641991208.318356862s,1641991208.318395220s,1641991208.317868929s,0.001245s,-0.000526s,0.000360s,0.000886,0.003775052
1641991208.317868929s,1641991208.319105866s,1641991208.319130897s,1641991208.318598669s,0.001237s,-0.000532s,0.000352s,0.000885,0.003773899
1641991208.318598669s,1641991208.319827026s,1641991208.319850864s,1641991208.319299469s,0.001228s,-0.000551s,0.000338s,0.00089,0.003772536
1641991208.319299469s,1641991208.320529239s,1641991208.320565634s,1641991208.320541787s,0.001230s,-0.000024s,0.000603s,0.000627,0.003771979
1641991208.320541787s,1641991208.321764980s,1641991208.321789163s,1641991208.321239059s,0.001223s,-0.000550s,0.000336s,0.000887,0.003771296
1641991208.321239059s,1641991208.322500096s,1641991208.322578691s,1641991208.322033583s,0.001261s,-0.000545s,0.000358s,0.000903,0.003770187
1641991208.322033583s,1641991208.323249813s,1641991208.323284152s,1641991208.322758298s,0.001216s,-0.000526s,0.000345s,0.000871,0.0037758
1641991208.322758298s,1641991208.324004184s,1641991208.324037638s,1641991208.323506693s,0.001246s,-0.000531s,0.000358s,0.000888,0.003778675
1641991208.323506693s,1641991208.324742296s,1641991208.324768887s,1641991208.324240117s,0.001236s,-0.000529s,0.000354s,0.000882,0.003777554
1641991208.324240117s,1641991208.325443424s,1641991208.325470105s,1641991208.324906603s,0.001203s,-0.000564s,0.000320s,0.000883,0.003777233
1641991208.324906603s,1641991208.326126936s,1641991208.326152203s,1641991208.325618352s,0.001220s,-0.000534s,0.000343s,0.000877,0.003776584
1641991208.325618352s,1641991208.326862900s,1641991208.326888840s,1641991208.326327985s,0.001245s,-0.000561s,0.000342s,0.000903,0.003768846
1641991208.326327985s,1641991208.327562883s,1641991208.327587620s,1641991208.327092888s,0.001235s,-0.000495s,0.000370s,0.000865,0.003768672
1641991208.327092888s,1641991208.328328073s,1641991208.328358334s,1641991208.327879192s,0.001235s,-0.000479s,0.000378s,0.000857,0.003767899
1641991208.327879192s,1641991208.329130426s,1641991208.329159367s,1641991208.329405700s,0.001251s,0.000247s,0.000749s,0.000502,0.003768366
1641991208.329405700s,1641991208.331831433s,1641991208.331858316s,1641991208.331438154s,0.002426s,-0.000420s,0.001003s,0.001423,0.003774019
1641991208.331438154s,1641991208.332749359s,1641991208.332800071s,1641991208.332677578s,0.001311s,-0.000123s,0.000594s,0.000717,0.00377245
1641991208.332677578s,1641991208.333962225s,1641991208.333990726s,1641991208.334843539s,0.001285s,0.000853s,0.001069s,0.000216,0.003778985
1641991208.334843539s,1641991208.336132352s,1641991208.336157256s,1641991208.335678957s,0.001289s,-0.000478s,0.000405s,0.000883,0.003783985
1641991208.335678957s,1641991208.336957245s,1641991208.336982336s,1641991208.336444585s,0.001278s,-0.000538s,0.000370s,0.000908,0.003783172
1641991208.336444585s,1641991208.337689106s,1641991208.337708696s,1641991208.337180371s,0.001245s,-0.000528s,0.000358s,0.000886,0.003782353
1641991208.337180371s,1641991208.338446448s,1641991208.338448454s,1641991208.337940245s,0.001266s,-0.000508s,0.000379s,0.000887,0.003789202
1641991208.337940245s,1641991208.339201301s,1641991208.339232669s,1641991208.338681066s,0.001261s,-0.000552s,0.000355s,0.000906,0.003788783
1641991208.338681066s,1641991208.339942631s,1641991208.339963482s,1641991208.339436353s,0.001262s,-0.000527s,0.000367s,0.000894,0.003791186
1641991208.339436353s,1641991208.340695888s,1641991208.340716726s,1641991208.340187811s,0.001260s,-0.000529s,0.000365s,0.000894,0.003789491
1641991208.340187811s,1641991208.341468291s,1641991208.341470206s,1641991208.340965492s,0.001281s,-0.000505s,0.000388s,0.000893,0.003796569
1641991208.340965492s,1641991208.342264907s,1641991208.342266907s,1641991208.341724617s,0.001299s,-0.000542s,0.000379s,0.000921,0.003799729
1641991208.341724617s,1641991208.342997766s,1641991208.342999702s,1641991208.342486619s,0.001273s,-0.000513s,0.000380s,0.000893,0.00379803
1641991208.342486619s,1641991208.343764325s,1641991208.343765760s,1641991208.343261850s,0.001278s,-0.000504s,0.000387s,0.000891,0.003797036
1641991208.343261850s,1641991208.344568643s,1641991208.344592503s,1641991208.346856578s,0.001307s,0.002264s,0.001785s,-0.000479,0.003796263
1641991208.346856578s,1641991208.348138538s,1641991208.348162687s,1641991208.347662282s,0.001282s,-0.000500s,0.000391s,0.000891,0.003798097
1641991208.347662282s,1641991208.348921005s,1641991208.348962763s,1641991208.349639176s,0.001259s,0.000676s,0.000968s,0.000291,0.003802431
1641991208.349639176s,1641991208.350890507s,1641991208.350935700s,1641991208.350453849s,0.001251s,-0.000482s,0.000385s,0.000867,0.003801773
1641991208.350453849s,1641991208.351735321s,1641991208.351766702s,1641991208.351259793s,0.001281s,-0.000507s,0.000387s,0.000894,0.003801113
1641991208.351259793s,1641991208.352593533s,1641991208.352638127s,1641991208.352131984s,0.001334s,-0.000506s,0.000414s,0.00092,0.00380002
1641991208.352131984s,1641991208.353409430s,1641991208.353411338s,1641991208.352874379s,0.001277s,-0.000537s,0.000370s,0.000907,0.003799367
1641991208.352874379s,1641991208.354106910s,1641991208.354127592s,1641991208.353591796s,0.001233s,-0.000536s,0.000348s,0.000884,0.003798759
1641991208.353591796s,1641991208.354853965s,1641991208.354856186s,1641991208.354344402s,0.001262s,-0.000512s,0.000375s,0.000887,0.00379824
1641991208.354344402s,1641991208.355596245s,1641991208.355621878s,1641991208.355157143s,0.001252s,-0.000465s,0.000394s,0.000858,0.003798004
1641991208.355157143s,1641991208.356405738s,1641991208.356428046s,1641991208.356087839s,0.001249s,-0.000340s,0.000454s,0.000794,0.003797345
1641991208.356087839s,1641991208.357348015s,1641991208.357373896s,1641991208.356870299s,0.001260s,-0.000504s,0.000378s,0.000882,0.003797146
1641991208.356870299s,1641991208.358255506s,1641991208.358291000s,1641991208.357803519s,0.001385s,-0.000487s,0.000449s,0.000936,0.003796799
1641991208.357803519s,1641991208.359081857s,1641991208.359099875s,1641991208.358560182s,0.001278s,-0.000540s,0.000369s,0.000909,0.003796368
1641991208.358560182s,1641991208.359791024s,1641991208.359793128s,1641991208.359262470s,0.001231s,-0.000531s,0.000350s,0.000881,0.003796097
1641991208.359262470s,1641991208.360406089s,1641991208.360424475s,1641991208.359939858s,0.001144s,-0.000485s,0.000329s,0.000814,0.003793819
1641991208.359939858s,1641991208.361190887s,1641991208.361211801s,1641991208.360687556s,0.001251s,-0.000524s,0.000363s,0.000888,0.003793455
1641991208.360687556s,1641991208.361811349s,1641991208.361830863s,1641991208.361353535s,0.001124s,-0.000477s,0.000323s,0.000801,0.003786573
1641991208.361353535s,1641991208.362730020s,1641991208.362731815s,1641991208.362200937s,0.001376s,-0.000531s,0.000423s,0.000954,0.003784516
1641991208.362200937s,1641991208.363465920s,1641991208.363485728s,1641991208.366821892s,0.001265s,0.003336s,0.002301s,-0.001036,0.003784332
1641991208.366821892s,1641991208.368117083s,1641991208.368137463s,1641991208.367637290s,0.001295s,-0.000500s,0.000398s,0.000898,0.003783908
1641991208.367637290s,1641991208.368900962s,1641991208.368929339s,1641991208.368403370s,0.001264s,-0.000526s,0.000369s,0.000895,0.003783634
1641991208.368403370s,1641991208.369656485s,1641991208.369688311s,1641991208.369165861s,0.001253s,-0.000522s,0.000365s,0.000888,0.003783304
1641991208.369165861s,1641991208.370528778s,1641991208.370560745s,1641991208.370046121s,0.001363s,-0.000515s,0.000424s,0.000939,0.003782774
1641991208.370046121s,1641991208.371305681s,1641991208.371328215s,1641991208.370779534s,0.001260s,-0.000549s,0.000355s,0.000904,0.003782827
1641991208.370779534s,1641991208.372033258s,1641991208.372058098s,1641991208.371545375s,0.001254s,-0.000513s,0.000371s,0.000883,0.003782248
1641991208.371545375s,1641991208.372827240s,1641991208.372855876s,1641991208.372344443s,0.001282s,-0.000511s,0.000385s,0.000897,0.003781745
1641991208.372344443s,1641991208.373625269s,1641991208.373658433s,1641991208.373147044s,0.001281s,-0.000511s,0.000385s,0.000896,0.00378143
1641991208.373147044s,1641991208.374412834s,1641991208.374443538s,1641991208.374846502s,0.001266s,0.000403s,0.000834s,0.000431,0.003780692
1641991208.374846502s,1641991208.376108302s,1641991208.376153194s,1641991208.375637489s,0.001262s,-0.000516s,0.000373s,0.000889,0.003780123
1641991208.375637489s,1641991208.376901502s,1641991208.376935372s,1641991208.376437978s,0.001264s,-0.000498s,0.000383s,0.000881,0.0037795
1641991208.376437978s,1641991208.377692649s,1641991208.377710976s,1641991208.377283566s,0.001255s,-0.000427s,0.000414s,0.000841,0.003778864
1641991208.377283566s,1641991208.378541420s,1641991208.378560468s,1641991208.378023222s,0.001258s,-0.000537s,0.000360s,0.000898,0.003778247
1641991208.378023222s,1641991208.379283942s,1641991208.379305190s,1641991208.378795706s,0.001261s,-0.000510s,0.000376s,0.000885,0.003777989
1641991208.378795706s,1641991208.380051899s,1641991208.380086537s,1641991208.379556088s,0.001256s,-0.000530s,0.000363s,0.000893,0.003777235
1641991208.379556088s,1641991208.381053554s,1641991208.381080667s,1641991208.380550744s,0.001497s,-0.000530s,0.000484s,0.001014,0.003770796
1641991208.380550744s,1641991208.381798259s,1641991208.381810119s,1641991208.381296914s,0.001247s,-0.000513s,0.000367s,0.00088,0.003767984
1641991208.381296914s,1641991208.382551681s,1641991208.382553602s,1641991208.382040168s,0.001255s,-0.000513s,0.000371s,0.000884,0.003767739
1641991208.382040168s,1641991208.383275694s,1641991208.383296960s,1641991208.382766892s,0.001235s,-0.000530s,0.000353s,0.000883,0.003767209
1641991208.382766892s,1641991208.384017277s,1641991208.384038734s,1641991208.383521141s,0.001250s,-0.000518s,0.000366s,0.000884,0.003766854
1641991208.383521141s,1641991208.384738639s,1641991208.384759936s,1641991208.384308834s,0.001218s,-0.000451s,0.000383s,0.000834,0.003766258
1641991208.384308834s,1641991208.385552547s,1641991208.385587827s,1641991208.385185279s,0.001244s,-0.000403s,0.000421s,0.000823,0.003765846
1641991208.385185279s,1641991208.386432432s,1641991208.386461661s,1641991208.385928058s,0.001247s,-0.000534s,0.000357s,0.00089,0.003765983
1641991208.385928058s,1641991208.387801245s,1641991208.387827978s,1641991208.387379755s,0.001873s,-0.000448s,0.000712s,0.001161,0.003765341
1641991208.387379755s,1641991208.388606733s,1641991208.388651943s,1641991208.388119680s,0.001227s,-0.000532s,0.000347s,0.00088,0.003764799
1641991208.388119680s,1641991208.389341188s,1641991208.389371170s,1641991208.388842120s,0.001221s,-0.000529s,0.000346s,0.000875,0.003764636
1641991208.388842120s,1641991208.390071226s,1641991208.390101804s,1641991208.389568492s,0.001229s,-0.000533s,0.000348s,0.000881,0.003764011
1641991208.389568492s,1641991208.390860675s,1641991208.390890991s,1641991208.390364802s,0.001292s,-0.000526s,0.000383s,0.000909,0.003763753
1641991208.390364802s,1641991208.391628148s,1641991208.391660753s,1641991208.391145520s,0.001263s,-0.000515s,0.000374s,0.000889,0.003763196
1641991208.391145520s,1641991208.392382649s,1641991208.392412609s,1641991208.391941182s,0.001237s,-0.000472s,0.000383s,0.000854,0.003762938
1641991208.391941182s,1641991208.393191516s,1641991208.393235129s,1641991208.392717250s,0.001251s,-0.000518s,0.000366s,0.000884,0.00376263
1641991208.392717250s,1641991208.394006059s,1641991208.394050203s,1641991208.393518549s,0.001289s,-0.000532s,0.000378s,0.00091,0.003762886
1641991208.393518549s,1641991208.394769077s,1641991208.394806243s,1641991208.394325424s,0.001251s,-0.000481s,0.000385s,0.000866,0.003762612
1641991208.394325424s,1641991208.395577766s,1641991208.395609996s,1641991208.395145032s,0.001252s,-0.000465s,0.000394s,0.000859,0.003762397
1641991208.395145032s,1641991208.396424844s,1641991208.396426855s,1641991208.395920164s,0.001280s,-0.000507s,0.000387s,0.000893,0.003761953
1641991208.395920164s,1641991208.397165226s,1641991208.397191092s,1641991208.396666967s,0.001245s,-0.000524s,0.000360s,0.000885,0.003761347
1641991208.396666967s,1641991208.397934344s,1641991208.397936272s,1641991208.397399450s,0.001267s,-0.000537s,0.000365s,0.000902,0.003761557
1641991208.397399450s,1641991208.399285236s,1641991208.399307789s,1641991208.402831805s,0.001886s,0.003524s,0.002705s,-0.000819,0.003760907
1641991208.402831805s,1641991208.404171931s,1641991208.404200888s,1641991208.403725708s,0.001340s,-0.000475s,0.000432s,0.000908,0.003760354
1641991208.403725708s,1641991208.404997312s,1641991208.405024892s,1641991208.404499709s,0.001272s,-0.000525s,0.000373s,0.000898,0.003760127
1641991208.404499709s,1641991208.405759120s,1641991208.405785611s,1641991208.405244822s,0.001259s,-0.000541s,0.000359s,0.0009,0.00376231
1641991208.405244822s,1641991208.406495902s,1641991208.406527365s,1641991208.406001107s,0.001251s,-0.000526s,0.000362s,0.000889,0.003767561
1641991208.406001107s,1641991208.407238639s,1641991208.407268592s,1641991208.406729687s,0.001238s,-0.000539s,0.000349s,0.000888,0.003767421
1641991208.406729687s,1641991208.408007602s,1641991208.408033931s,1641991208.407537104s,0.001278s,-0.000497s,0.000391s,0.000887,0.003774164
1641991208.407537104s,1641991208.408805536s,1641991208.408845655s,1641991208.408335975s,0.001268s,-0.000510s,0.000379s,0.000889,0.003772904
1641991208.408335975s,1641991208.409582823s,1641991208.409615871s,1641991208.409094287s,0.001247s,-0.000521s,0.000363s,0.000884,0.003772666
1641991208.409094287s,1641991208.410329458s,1641991208.410366244s,1641991208.409868655s,0.001235s,-0.000498s,0.000369s,0.000866,0.003772105
1641991208.409868655s,1641991208.411136551s,1641991208.411154649s,1641991208.414095164s,0.001268s,0.002940s,0.002104s,-0.000836,0.003774754
1641991208.414095164s,1641991208.415331142s,1641991208.415353589s,1641991208.414867980s,0.001236s,-0.000486s,0.000375s,0.000861,0.003773337
1641991208.414867980s,1641991208.416130039s,1641991208.416151717s,1641991208.415619165s,0.001262s,-0.000533s,0.000365s,0.000897,0.003772846
1641991208.415619165s,1641991208.416846566s,1641991208.416875009s,1641991208.416347575s,0.001227s,-0.000528s,0.000350s,0.000877,0.003772377
1641991208.416347575s,1641991208.417580621s,1641991208.417626142s,1641991208.417119471s,0.001233s,-0.000507s,0.000363s,0.00087,0.003774941
1641991208.417119471s,1641991208.418389636s,1641991208.418418493s,1641991208.417890493s,0.001270s,-0.000528s,0.000371s,0.000899,0.003774009
1641991208.417890493s,1641991208.419126362s,1641991208.419146780s,1641991208.418620202s,0.001236s,-0.000527s,0.000355s,0.000881,0.003774003
1641991208.418620202s,1641991208.419833695s,1641991208.419854708s,1641991208.419340747s,0.001214s,-0.000514s,0.000350s,0.000864,0.003773513
1641991208.419340747s,1641991208.420589445s,1641991208.420622029s,1641991208.420108197s,0.001249s,-0.000514s,0.000367s,0.000881,0.003780417
1641991208.420108197s,1641991208.421364692s,1641991208.421386271s,1641991208.420856662s,0.001257s,-0.000530s,0.000364s,0.000893,0.003783882
1641991208.420856662s,1641991208.422080780s,1641991208.422082889s,1641991208.421583771s,0.001224s,-0.000499s,0.000362s,0.000862,0.003790323
1641991208.421583771s,1641991208.422806211s,1641991208.422827040s,1641991208.422300296s,0.001223s,-0.000527s,0.000348s,0.000875,0.003788085
1641991208.422300296s,1641991208.423758930s,1641991208.423787983s,1641991208.423260316s,0.001459s,-0.000528s,0.000465s,0.000993,0.003787648
