T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641512163.841084446s,1641512163.842426623s,1641512163.842563070s,1641512163.841379036s,0.001342s,-0.001184s,0.000079s,0.001263s
1641512163.841630760s,1641512163.842973212s,1641512163.843114139s,1641512163.841936757s,0.001343s,-0.001177s,0.000083s,0.001260s
1641512163.842189836s,1641512163.843536345s,1641512163.843676824s,1641512163.842582657s,0.001347s,-0.001094s,0.000126s,0.001220s
1641512163.842836309s,1641512163.844183349s,1641512163.844325044s,1641512163.843147774s,0.001347s,-0.001177s,0.000085s,0.001262s
1641512163.843405020s,1641512163.844691410s,1641512163.844946833s,1641512163.843766695s,0.001287s,-0.001180s,0.000053s,0.001233s
1641512163.844019461s,1641512163.845284271s,1641512163.845482510s,1641512163.844370823s,0.001265s,-0.001112s,0.000077s,0.001188s
1641512163.844638277s,1641512163.845982987s,1641512163.846120938s,1641512163.844940211s,0.001345s,-0.001181s,0.000082s,0.001263s
1641512163.845196623s,1641512163.846543912s,1641512163.846687591s,1641512163.845508974s,0.001347s,-0.001179s,0.000084s,0.001263s
1641512163.845763251s,1641512163.847105381s,1641512163.847244100s,1641512163.846141541s,0.001342s,-0.001102s,0.000120s,0.001222s
1641512163.846400818s,1641512163.847749953s,1641512163.847889633s,1641512163.846716085s,0.001349s,-0.001173s,0.000088s,0.001261s
1641512163.846970726s,1641512163.848318334s,1641512163.848456318s,1641512163.847285057s,0.001348s,-0.001171s,0.000088s,0.001259s
1641512163.847541104s,1641512163.848883867s,1641512163.849027418s,1641512163.847925905s,0.001343s,-0.001101s,0.000121s,0.001222s
1641512163.848180338s,1641512163.849538360s,1641512163.849679287s,1641512163.848562846s,0.001358s,-0.001116s,0.000121s,0.001237s
1641512163.848858634s,1641512163.850205460s,1641512163.850345907s,1641512163.849235831s,0.001347s,-0.001110s,0.000118s,0.001228s
1641512163.849535212s,1641512163.850879152s,1641512163.851018704s,1641512163.849875324s,0.001344s,-0.001143s,0.000100s,0.001244s
1641512163.850074235s,1641512163.851423437s,1641512163.851560557s,1641512163.850437577s,0.001349s,-0.001123s,0.000113s,0.001236s
1641512163.850691020s,1641512163.852039370s,1641512163.852178377s,1641512163.851067591s,0.001348s,-0.001111s,0.000119s,0.001230s
1641512163.851323951s,1641512163.852675943s,1641512163.852896229s,1641512163.851735211s,0.001352s,-0.001161s,0.000095s,0.001257s
1641512163.851988498s,1641512163.853342563s,1641512163.853542626s,1641512163.852441217s,0.001354s,-0.001101s,0.000126s,0.001228s
1641512163.852702108s,1641512163.854053919s,1641512163.854261470s,1641512163.853220714s,0.001352s,-0.001041s,0.000156s,0.001196s
1641512163.853477022s,1641512163.854839099s,1641512163.855133529s,1641512163.854071046s,0.001362s,-0.001062s,0.000150s,0.001212s
1641512163.854320635s,1641512163.855722934s,1641512163.855911765s,1641512163.854792260s,0.001402s,-0.001119s,0.000142s,0.001261s
1641512163.855049922s,1641512163.856403218s,1641512163.856582641s,1641512163.855526444s,0.001353s,-0.001056s,0.000149s,0.001205s
1641512163.855782439s,1641512163.857118798s,1641512163.857297901s,1641512163.856183229s,0.001336s,-0.001115s,0.000111s,0.001225s
1641512163.856440215s,1641512163.857767627s,1641512163.857949098s,1641512163.856829390s,0.001327s,-0.001120s,0.000104s,0.001223s
1641512163.857088302s,1641512163.858417639s,1641512163.858559366s,1641512163.857485603s,0.001329s,-0.001074s,0.000128s,0.001202s
1641512163.857743474s,1641512163.859111907s,1641512163.859253443s,1641512163.858144629s,0.001369s,-0.001109s,0.000130s,0.001239s
1641512163.858398020s,1641512163.859744032s,1641512163.859882527s,1641512163.858785216s,0.001346s,-0.001097s,0.000124s,0.001222s
1641512163.859040483s,1641512163.860383708s,1641512163.860524476s,1641512163.859415543s,0.001343s,-0.001109s,0.000117s,0.001226s
1641512163.859673830s,1641512163.861031193s,1641512163.861171480s,1641512163.860057902s,0.001358s,-0.001114s,0.000122s,0.001236s
1641512163.860310980s,1641512163.861658965s,1641512163.861797077s,1641512163.860631717s,0.001348s,-0.001165s,0.000091s,0.001257s
1641512163.860889744s,1641512163.862238738s,1641512163.862387057s,1641512163.861202668s,0.001349s,-0.001184s,0.000082s,0.001267s
1641512163.861453038s,1641512163.862799439s,1641512163.862938990s,1641512163.861756222s,0.001346s,-0.001183s,0.000082s,0.001264s
1641512163.862022530s,1641512163.863370092s,1641512163.863513323s,1641512163.862325454s,0.001348s,-0.001188s,0.000080s,0.001268s
1641512163.862578012s,1641512163.863925705s,1641512163.864065928s,1641512163.862894165s,0.001348s,-0.001172s,0.000088s,0.001260s
1641512163.863150160s,1641512163.864498470s,1641512163.864667205s,1641512163.863562097s,0.001348s,-0.001105s,0.000122s,0.001227s
1641512163.863816634s,1641512163.865109987s,1641512163.865359457s,1641512163.864226904s,0.001293s,-0.001133s,0.000080s,0.001213s
1641512163.864482899s,1641512163.865832063s,1641512163.865978494s,1641512163.864899419s,0.001349s,-0.001079s,0.000135s,0.001214s
1641512163.865155415s,1641512163.866498779s,1641512163.866638938s,1641512163.865514069s,0.001343s,-0.001125s,0.000109s,0.001234s
1641512163.865764595s,1641512163.867107032s,1641512163.867246167s,1641512163.866096009s,0.001342s,-0.001150s,0.000096s,0.001246s
1641512163.866346015s,1641512163.867695220s,1641512163.867833876s,1641512163.866659095s,0.001349s,-0.001175s,0.000087s,0.001262s
1641512163.866913059s,1641512163.868260433s,1641512163.868398609s,1641512163.867225827s,0.001347s,-0.001173s,0.000087s,0.001260s
1641512163.867484687s,1641512163.868832174s,1641512163.868977645s,1641512163.867814069s,0.001348s,-0.001163s,0.000092s,0.001256s
1641512163.868068763s,1641512163.869421195s,1641512163.869558826s,1641512163.868454761s,0.001353s,-0.001104s,0.000124s,0.001228s
1641512163.868682891s,1641512163.869957512s,1641512163.870224423s,1641512163.869121183s,0.001275s,-0.001103s,0.000086s,0.001189s
1641512163.869375668s,1641512163.870721156s,1641512163.870928067s,1641512163.869778073s,0.001345s,-0.001150s,0.000098s,0.001248s
1641512163.870031568s,1641512163.871384000s,1641512163.871587647s,1641512163.870406733s,0.001352s,-0.001181s,0.000086s,0.001267s
1641512163.870659812s,1641512163.872019165s,1641512163.872225404s,1641512163.871162896s,0.001359s,-0.001063s,0.000148s,0.001211s
1641512163.871416027s,1641512163.872776601s,1641512163.873064247s,1641512163.872027135s,0.001360s,-0.001037s,0.000162s,0.001199s
1641512163.872282557s,1641512163.873678068s,1641512163.873861875s,1641512163.872759495s,0.001395s,-0.001102s,0.000147s,0.001249s
1641512163.873017834s,1641512163.874386288s,1641512163.874571599s,1641512163.873497116s,0.001369s,-0.001075s,0.000147s,0.001222s
1641512163.873720924s,1641512163.875094156s,1641512163.875274539s,1641512163.874144631s,0.001373s,-0.001130s,0.000122s,0.001252s
1641512163.874330729s,1641512163.875692777s,1641512163.875868040s,1641512163.874752978s,0.001362s,-0.001115s,0.000124s,0.001239s
1641512163.874954077s,1641512163.876315717s,1641512163.876486532s,1641512163.875377837s,0.001362s,-0.001109s,0.000127s,0.001235s
1641512163.875582320s,1641512163.876871522s,1641512163.877058113s,1641512163.875891077s,0.001289s,-0.001167s,0.000061s,0.001228s
1641512163.876095718s,1641512163.877360832s,1641512163.877557822s,1641512163.876438225s,0.001265s,-0.001120s,0.000073s,0.001192s
1641512163.876666252s,1641512163.878013756s,1641512163.878159643s,1641512163.877028916s,0.001348s,-0.001131s,0.000108s,0.001239s
1641512163.877226994s,1641512163.878496121s,1641512163.878671352s,1641512163.877531219s,0.001269s,-0.001140s,0.000064s,0.001205s
1641512163.877766121s,1641512163.879113878s,1641512163.879253589s,1641512163.878109410s,0.001348s,-0.001144s,0.000102s,0.001246s
1641512163.878361499s,1641512163.879708947s,1641512163.879852018s,1641512163.878662183s,0.001348s,-0.001190s,0.000079s,0.001269s
1641512163.878908126s,1641512163.880250672s,1641512163.880389327s,1641512163.879286728s,0.001343s,-0.001102s,0.000120s,0.001222s
1641512163.879535536s,1641512163.880882860s,1641512163.881021004s,1641512163.879864294s,0.001348s,-0.001157s,0.000095s,0.001252s
1641512163.880114664s,1641512163.881462505s,1641512163.881602984s,1641512163.880449984s,0.001348s,-0.001153s,0.000098s,0.001251s
1641512163.880695459s,1641512163.882043270s,1641512163.882191781s,1641512163.881088540s,0.001348s,-0.001103s,0.000122s,0.001226s
1641512163.881346046s,1641512163.882699138s,1641512163.882838722s,1641512163.881736003s,0.001353s,-0.001103s,0.000125s,0.001228s
1641512163.882043510s,1641512163.883392447s,1641512163.883650141s,1641512163.882486385s,0.001349s,-0.001164s,0.000093s,0.001256s
1641512163.882778319s,1641512163.884125851s,1641512163.884263802s,1641512163.883139629s,0.001348s,-0.001124s,0.000112s,0.001236s
1641512163.883435105s,1641512163.884781943s,1641512163.884925462s,1641512163.883785529s,0.001347s,-0.001140s,0.000103s,0.001243s
1641512163.884090849s,1641512163.885372404s,1641512163.885742642s,1641512163.884556537s,0.001281s,-0.001186s,0.000048s,0.001234s
1641512163.884841179s,1641512163.886131408s,1641512163.886444046s,1641512163.885293845s,0.001290s,-0.001150s,0.000070s,0.001220s
1641512163.885567914s,1641512163.886851660s,1641512163.887277993s,1641512163.886219960s,0.001284s,-0.001058s,0.000113s,0.001171s
1641512163.886541009s,1641512163.887882726s,1641512163.888212996s,1641512163.887154773s,0.001342s,-0.001058s,0.000142s,0.001200s
1641512163.887458843s,1641512163.888834753s,1641512163.889119103s,1641512163.888010158s,0.001376s,-0.001109s,0.000134s,0.001242s
1641512163.888283445s,1641512163.889647420s,1641512163.889824763s,1641512163.888742362s,0.001364s,-0.001082s,0.000141s,0.001223s
1641512163.889018097s,1641512163.890381528s,1641512163.890524472s,1641512163.889475452s,0.001364s,-0.001049s,0.000157s,0.001206s
1641512163.889781032s,1641512163.891056821s,1641512163.891357299s,1641512163.890215625s,0.001276s,-0.001142s,0.000067s,0.001209s
1641512163.890511725s,1641512163.891788529s,1641512163.892153359s,1641512163.890979392s,0.001277s,-0.001174s,0.000051s,0.001225s
1641512163.891304400s,1641512163.892652876s,1641512163.892863147s,1641512163.891746077s,0.001348s,-0.001117s,0.000116s,0.001233s
1641512163.892094470s,1641512163.893510631s,1641512163.893777702s,1641512163.892715995s,0.001416s,-0.001062s,0.000177s,0.001239s
1641512163.893034492s,1641512163.894463874s,1641512163.894667105s,1641512163.893561952s,0.001429s,-0.001105s,0.000162s,0.001267s
1641512163.893892324s,1641512163.895316829s,1641512163.895512668s,1641512163.894424836s,0.001425s,-0.001088s,0.000168s,0.001256s
1641512163.894741041s,1641512163.896061209s,1641512163.896327384s,1641512163.895275220s,0.001320s,-0.001052s,0.000134s,0.001186s
1641512163.895575331s,1641512163.896891509s,1641512163.897145331s,1641512163.896018466s,0.001316s,-0.001127s,0.000095s,0.001222s
1641512163.896320557s,1641512163.897667376s,1641512163.897807632s,1641512163.896709524s,0.001347s,-0.001098s,0.000124s,0.001222s
1641512163.896992916s,1641512163.898289197s,1641512163.898572268s,1641512163.897461937s,0.001296s,-0.001110s,0.000093s,0.001203s
1641512163.897751683s,1641512163.899097705s,1641512163.899242664s,1641512163.898125286s,0.001346s,-0.001117s,0.000114s,0.001232s
1641512163.898424355s,1641512163.899771493s,1641512163.899910852s,1641512163.898766759s,0.001347s,-0.001144s,0.000101s,0.001246s
1641512163.899070463s,1641512163.900413985s,1641512163.900553665s,1641512163.899391669s,0.001343s,-0.001162s,0.000091s,0.001253s
1641512163.899716937s,1641512163.901062366s,1641512163.901202237s,1641512163.900052673s,0.001345s,-0.001149s,0.000098s,0.001247s
1641512163.900378150s,1641512163.901736986s,1641512163.901879929s,1641512163.900786440s,0.001359s,-0.001094s,0.000133s,0.001226s
1641512163.901121969s,1641512163.902469654s,1641512163.902608853s,1641512163.901435726s,0.001348s,-0.001173s,0.000087s,0.001261s
1641512163.901761931s,1641512163.903110451s,1641512163.903247698s,1641512163.902109648s,0.001348s,-0.001138s,0.000105s,0.001243s
1641512163.902426322s,1641512163.903770671s,1641512163.903908814s,1641512163.902755183s,0.001344s,-0.001153s,0.000095s,0.001249s
1641512163.902970553s,1641512163.904318380s,1641512163.904456235s,1641512163.903280768s,0.001348s,-0.001175s,0.000086s,0.001262s
1641512163.903560410s,1641512163.904861065s,1641512163.905086504s,1641512163.903917241s,0.001301s,-0.001169s,0.000066s,0.001235s
1641512163.904227665s,1641512163.905579781s,1641512163.905808228s,1641512163.904668613s,0.001352s,-0.001140s,0.000106s,0.001246s
1641512163.905003933s,1641512163.906325281s,1641512163.906668511s,1641512163.905545977s,0.001321s,-0.001122s,0.000099s,0.001222s
1641512163.905870359s,1641512163.907209084s,1641512163.907532635s,1641512163.906487665s,0.001339s,-0.001045s,0.000147s,0.001192s
1641512163.906810224s,1641512163.908132631s,1641512163.908432022s,1641512163.907321486s,0.001322s,-0.001111s,0.000106s,0.001216s
1641512163.907642535s,1641512163.909032914s,1641512163.909240561s,1641512163.908204788s,0.001390s,-0.001036s,0.000177s,0.001213s
1641512163.908526930s,1641512163.909933517s,1641512163.910146412s,1641512163.909057984s,0.001407s,-0.001088s,0.000159s,0.001248s
1641512163.909350439s,1641512163.910664681s,1641512163.910842248s,1641512163.909665811s,0.001314s,-0.001176s,0.000069s,0.001245s
1641512163.909983631s,1641512163.911331590s,1641512163.911472645s,1641512163.910300304s,0.001348s,-0.001172s,0.000088s,0.001260s
1641512163.910639323s,1641512163.911986722s,1641512163.912125569s,1641512163.910962403s,0.001348s,-0.001163s,0.000092s,0.001255s
1641512163.911282931s,1641512163.912630879s,1641512163.912785502s,1641512163.911645804s,0.001348s,-0.001140s,0.000104s,0.001244s
1641512163.911977791s,1641512163.913326363s,1641512163.913464730s,1641512163.912290663s,0.001348s,-0.001174s,0.000087s,0.001261s
1641512163.912590774s,1641512163.913933624s,1641512163.914227158s,1641512163.913109275s,0.001343s,-0.001118s,0.000112s,0.001230s
1641512163.913316676s,1641512163.914595796s,1641512163.914875890s,1641512163.913730696s,0.001279s,-0.001145s,0.000067s,0.001212s
1641512163.914007889s,1641512163.915284112s,1641512163.915461519s,1641512163.914363523s,0.001276s,-0.001098s,0.000089s,0.001187s
1641512163.914590820s,1641512163.915861613s,1641512163.916171019s,1641512163.915006402s,0.001271s,-0.001165s,0.000053s,0.001218s
1641512163.915292294s,1641512163.916635113s,1641512163.916782664s,1641512163.915628604s,0.001343s,-0.001154s,0.000094s,0.001248s
1641512163.915895589s,1641512163.917245765s,1641512163.917389669s,1641512163.916293202s,0.001350s,-0.001096s,0.000127s,0.001223s
1641512163.916574198s,1641512163.917922594s,1641512163.918163072s,1641512163.917069887s,0.001348s,-0.001093s,0.000128s,0.001221s
1641512163.917376717s,1641512163.918728445s,1641512163.918869117s,1641512163.917710214s,0.001352s,-0.001159s,0.000096s,0.001255s
1641512163.917942355s,1641512163.919213083s,1641512163.919405498s,1641512163.918243872s,0.001271s,-0.001162s,0.000055s,0.001216s
1641512163.918512732s,1641512163.919860535s,1641512163.920003766s,1641512163.918877689s,0.001348s,-0.001126s,0.000111s,0.001237s
1641512163.919159206s,1641512163.920446068s,1641512163.920720530s,1641512163.919600778s,0.001287s,-0.001120s,0.000084s,0.001203s
1641512163.919866513s,1641512163.921133424s,1641512163.921434414s,1641512163.920299753s,0.001267s,-0.001135s,0.000066s,0.001201s
1641512163.920572988s,1641512163.921839820s,1641512163.922116907s,1641512163.920938726s,0.001267s,-0.001178s,0.000044s,0.001222s
1641512163.921191336s,1641512163.922535784s,1641512163.922676008s,1641512163.921575824s,0.001344s,-0.001100s,0.000122s,0.001222s
1641512163.921802495s,1641512163.923150405s,1641512163.923288868s,1641512163.922124065s,0.001348s,-0.001165s,0.000092s,0.001256s
1641512163.922320268s,1641512163.923595363s,1641512163.923776450s,1641512163.922666838s,0.001275s,-0.001110s,0.000083s,0.001192s
1641512163.922867780s,1641512163.924144896s,1641512163.924331391s,1641512163.923203778s,0.001277s,-0.001128s,0.000075s,0.001202s
1641512163.923401178s,1641512163.924677725s,1641512163.924863772s,1641512163.923745352s,0.001276s,-0.001118s,0.000079s,0.001197s
1641512163.923946243s,1641512163.925222650s,1641512163.925409625s,1641512163.924281927s,0.001276s,-0.001128s,0.000074s,0.001202s
1641512163.924480265s,1641512163.925757335s,1641512163.925939542s,1641512163.924834596s,0.001277s,-0.001105s,0.000086s,0.001191s
1641512163.925031684s,1641512163.926309236s,1641512163.926491123s,1641512163.925370234s,0.001278s,-0.001121s,0.000078s,0.001199s
1641512163.925569821s,1641512163.926916721s,1641512163.927075440s,1641512163.925907954s,0.001347s,-0.001168s,0.000090s,0.001257s
1641512163.926105927s,1641512163.927383086s,1641512163.927575117s,1641512163.926442706s,0.001277s,-0.001132s,0.000072s,0.001205s
1641512163.926641252s,1641512163.927917707s,1641512163.928103786s,1641512163.926958655s,0.001276s,-0.001145s,0.000066s,0.001211s
1641512163.927159597s,1641512163.928434184s,1641512163.928622503s,1641512163.927483720s,0.001275s,-0.001139s,0.000068s,0.001207s
1641512163.927678932s,1641512163.928962085s,1641512163.929144836s,1641512163.928011075s,0.001283s,-0.001134s,0.000075s,0.001208s
1641512163.928203424s,1641512163.929483394s,1641512163.929663713s,1641512163.928529681s,0.001280s,-0.001134s,0.000073s,0.001207s
1641512163.928854949s,1641512163.930199711s,1641512163.930344254s,1641512163.929206624s,0.001345s,-0.001138s,0.000103s,0.001241s
1641512163.929465536s,1641512163.930808219s,1641512163.930951482s,1641512163.929817783s,0.001343s,-0.001134s,0.000104s,0.001238s
