T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,ptp,quic
1641992398.992124999s,1641992398.992569787s,1641992398.992590173s,1641992398.992873832s,0.000445s,0.000284s,0.000364s,0.00008,0.002964685
1641992398.992873832s,1641992398.993306903s,1641992398.993328696s,1641992398.993599010s,0.000433s,0.000270s,0.000352s,0.000081,0.002963993
1641992398.993599010s,1641992398.994049084s,1641992398.994067680s,1641992398.998115724s,0.000450s,0.004048s,0.002249s,-0.001799,0.002963314
1641992398.998115724s,1641992398.998538468s,1641992398.998558715s,1641992398.998827510s,0.000423s,0.000269s,0.000346s,0.000077,0.002962852
1641992398.998827510s,1641992398.999262029s,1641992398.999298460s,1641992398.999560824s,0.000435s,0.000262s,0.000348s,0.000086,0.002955446
1641992398.999560824s,1641992399.000025759s,1641992399.000071928s,1641992399.000356428s,0.000465s,0.000284s,0.000375s,0.00009,0.002954854
1641992399.000356428s,1641992399.000777268s,1641992399.000798293s,1641992399.001064568s,0.000421s,0.000266s,0.000344s,0.000077,0.002954296
1641992399.001064568s,1641992399.001470680s,1641992399.001492275s,1641992399.001751707s,0.000406s,0.000259s,0.000333s,0.000073,0.0029538
1641992399.001751707s,1641992399.002167418s,1641992399.002190850s,1641992399.002461625s,0.000416s,0.000271s,0.000343s,0.000072,0.002953479
1641992399.002461625s,1641992399.002891395s,1641992399.002910038s,1641992399.003213565s,0.000430s,0.000304s,0.000367s,0.000063,0.002952666
1641992399.003213565s,1641992399.003684279s,1641992399.003725438s,1641992399.004082935s,0.000471s,0.000357s,0.000414s,0.000057,0.002951682
1641992399.004082935s,1641992399.004532998s,1641992399.004535926s,1641992399.009147662s,0.000450s,0.004612s,0.002531s,-0.002081,0.002950948
1641992399.009147662s,1641992399.009568512s,1641992399.009591489s,1641992399.009852025s,0.000421s,0.000260s,0.000341s,0.00008,0.002951065
1641992399.009852025s,1641992399.010294118s,1641992399.010323740s,1641992399.010588974s,0.000442s,0.000265s,0.000354s,0.000089,0.002949924
1641992399.010588974s,1641992399.011065352s,1641992399.011095791s,1641992399.011358927s,0.000476s,0.000263s,0.000370s,0.000107,0.00295903
1641992399.011358927s,1641992399.011785893s,1641992399.011819283s,1641992399.012091887s,0.000427s,0.000273s,0.000350s,0.000077,0.002958233
1641992399.012091887s,1641992399.012500607s,1641992399.012523920s,1641992399.012779320s,0.000409s,0.000255s,0.000332s,0.000077,0.002962421
1641992399.012779320s,1641992399.013215822s,1641992399.013234247s,1641992399.013499996s,0.000437s,0.000266s,0.000351s,0.000085,0.002959971
1641992399.013499996s,1641992399.013963825s,1641992399.013987172s,1641992399.014264252s,0.000464s,0.000277s,0.000371s,0.000093,0.002969992
1641992399.014264252s,1641992399.014701585s,1641992399.014724072s,1641992399.015028254s,0.000437s,0.000304s,0.000371s,0.000067,0.002973588
1641992399.015028254s,1641992399.015476290s,1641992399.015498382s,1641992399.015855942s,0.000448s,0.000358s,0.000403s,0.000045,0.002972776
1641992399.015855942s,1641992399.016275205s,1641992399.016295533s,1641992399.018133809s,0.000419s,0.001838s,0.001129s,-0.00071,0.002980616
1641992399.018133809s,1641992399.018565451s,1641992399.018585869s,1641992399.018870390s,0.000432s,0.000284s,0.000358s,0.000074,0.002979488
1641992399.018870390s,1641992399.019491307s,1641992399.019521856s,1641992399.019776832s,0.000621s,0.000255s,0.000438s,0.000183,0.002978255
1641992399.019776832s,1641992399.020203454s,1641992399.020225426s,1641992399.020504491s,0.000427s,0.000279s,0.000353s,0.000074,0.002977668
1641992399.020504491s,1641992399.020927638s,1641992399.020948251s,1641992399.021237354s,0.000423s,0.000289s,0.000356s,0.000067,0.002977197
1641992399.021237354s,1641992399.021687688s,1641992399.021719364s,1641992399.021995549s,0.000450s,0.000276s,0.000363s,0.000087,0.002976823
1641992399.021995549s,1641992399.022456088s,1641992399.022477848s,1641992399.022756550s,0.000461s,0.000279s,0.000370s,0.000091,0.00297437
1641992399.022756550s,1641992399.023265957s,1641992399.023354784s,1641992399.023603232s,0.000509s,0.000248s,0.000379s,0.00013,0.002973672
1641992399.023603232s,1641992399.024099327s,1641992399.024122666s,1641992399.024409561s,0.000496s,0.000287s,0.000391s,0.000105,0.002972223
1641992399.024409561s,1641992399.025112680s,1641992399.025136065s,1641992399.025441317s,0.000703s,0.000305s,0.000504s,0.000199,0.002982767
1641992399.025441317s,1641992399.026265129s,1641992399.026303259s,1641992399.026653901s,0.000824s,0.000351s,0.000587s,0.000237,0.002989276
1641992399.026653901s,1641992399.027294733s,1641992399.027329086s,1641992399.027868340s,0.000641s,0.000539s,0.000590s,0.000051,0.002993429
1641992399.027868340s,1641992399.028320727s,1641992399.028341388s,1641992399.033013039s,0.000453s,0.004672s,0.002562s,-0.00211,0.00299178
1641992399.033013039s,1641992399.033467935s,1641992399.033488930s,1641992399.033789311s,0.000455s,0.000300s,0.000378s,0.000077,0.002991208
1641992399.033789311s,1641992399.034220252s,1641992399.034242473s,1641992399.034527208s,0.000431s,0.000285s,0.000358s,0.000073,0.00299062
1641992399.034527208s,1641992399.034956948s,1641992399.034980398s,1641992399.035269959s,0.000430s,0.000290s,0.000360s,0.00007,0.002989916
1641992399.035269959s,1641992399.035730370s,1641992399.035773707s,1641992399.036085228s,0.000460s,0.000311s,0.000386s,0.000075,0.002989489
1641992399.036085228s,1641992399.036501097s,1641992399.036522117s,1641992399.036851147s,0.000416s,0.000329s,0.000373s,0.000044,0.002988733
1641992399.036851147s,1641992399.037266004s,1641992399.037288223s,1641992399.037571756s,0.000415s,0.000283s,0.000349s,0.000066,0.00298833
1641992399.037571756s,1641992399.037998612s,1641992399.038019740s,1641992399.038291880s,0.000427s,0.000272s,0.000350s,0.000077,0.002987601
1641992399.038291880s,1641992399.038728160s,1641992399.038757914s,1641992399.039045894s,0.000436s,0.000288s,0.000362s,0.000074,0.002986561
1641992399.039045894s,1641992399.039476165s,1641992399.039498606s,1641992399.039789528s,0.000430s,0.000291s,0.000361s,0.00007,0.002986046
1641992399.039789528s,1641992399.040225524s,1641992399.040228604s,1641992399.046109070s,0.000436s,0.005880s,0.003158s,-0.002722,0.002982895
1641992399.046109070s,1641992399.046620129s,1641992399.046640622s,1641992399.048541985s,0.000511s,0.001901s,0.001206s,-0.000695,0.002981383
1641992399.048541985s,1641992399.048993241s,1641992399.049025768s,1641992399.049394364s,0.000451s,0.000369s,0.000410s,0.000041,0.002979752
1641992399.049394364s,1641992399.049815960s,1641992399.049854559s,1641992399.050275916s,0.000422s,0.000421s,0.000421s,0,0.00298007
1641992399.050275916s,1641992399.050719653s,1641992399.050741794s,1641992399.051031267s,0.000444s,0.000289s,0.000367s,0.000077,0.002980329
1641992399.051031267s,1641992399.051474550s,1641992399.051497629s,1641992399.051823085s,0.000443s,0.000325s,0.000384s,0.000059,0.002979079
1641992399.051823085s,1641992399.052277392s,1641992399.052301359s,1641992399.052577016s,0.000454s,0.000276s,0.000365s,0.000089,0.002975137
1641992399.052577016s,1641992399.053004122s,1641992399.053025151s,1641992399.053313727s,0.000427s,0.000288s,0.000358s,0.000069,0.002974006
1641992399.053313727s,1641992399.053737963s,1641992399.053760288s,1641992399.056043381s,0.000424s,0.002283s,0.001354s,-0.000929,0.002973473
1641992399.056043381s,1641992399.056461010s,1641992399.056483636s,1641992399.056811698s,0.000418s,0.000328s,0.000373s,0.000045,0.002973089
1641992399.056811698s,1641992399.057303953s,1641992399.057325617s,1641992399.057609930s,0.000492s,0.000284s,0.000388s,0.000104,0.002971797
1641992399.057609930s,1641992399.058048372s,1641992399.058073325s,1641992399.058390263s,0.000438s,0.000317s,0.000378s,0.000061,0.002973714
1641992399.058390263s,1641992399.058827288s,1641992399.058848940s,1641992399.059171719s,0.000437s,0.000323s,0.000380s,0.000057,0.002974042
1641992399.059171719s,1641992399.059610047s,1641992399.059641991s,1641992399.059945337s,0.000438s,0.000303s,0.000371s,0.000068,0.002973768
1641992399.059945337s,1641992399.060370942s,1641992399.060396772s,1641992399.060694139s,0.000426s,0.000298s,0.000362s,0.000064,0.002973558
1641992399.060694139s,1641992399.061193162s,1641992399.061214223s,1641992399.061504014s,0.000499s,0.000290s,0.000394s,0.000105,0.002973513
1641992399.061504014s,1641992399.062015097s,1641992399.062037254s,1641992399.066031475s,0.000511s,0.003994s,0.002253s,-0.001742,0.0029729
1641992399.066031475s,1641992399.066476408s,1641992399.066512284s,1641992399.066854776s,0.000445s,0.000342s,0.000394s,0.000051,0.002972206
1641992399.066854776s,1641992399.067314944s,1641992399.067337919s,1641992399.067638936s,0.000460s,0.000301s,0.000381s,0.00008,0.002972284
1641992399.067638936s,1641992399.068076408s,1641992399.068100280s,1641992399.068424339s,0.000437s,0.000324s,0.000381s,0.000057,0.002971285
1641992399.068424339s,1641992399.068929434s,1641992399.068953321s,1641992399.069232544s,0.000505s,0.000279s,0.000392s,0.000113,0.002972674
1641992399.069232544s,1641992399.069651917s,1641992399.069672091s,1641992399.069951289s,0.000419s,0.000279s,0.000349s,0.00007,0.002972009
1641992399.069951289s,1641992399.070398346s,1641992399.070421483s,1641992399.070738580s,0.000447s,0.000317s,0.000382s,0.000065,0.002969822
1641992399.070738580s,1641992399.071154331s,1641992399.071177238s,1641992399.071462060s,0.000416s,0.000285s,0.000350s,0.000065,0.0029695
1641992399.071462060s,1641992399.071879594s,1641992399.071902031s,1641992399.072209225s,0.000417s,0.000307s,0.000362s,0.000055,0.002970212
1641992399.072209225s,1641992399.072631083s,1641992399.072658893s,1641992399.072961541s,0.000422s,0.000303s,0.000362s,0.00006,0.002966541
1641992399.072961541s,1641992399.073380781s,1641992399.073402792s,1641992399.073684323s,0.000419s,0.000281s,0.000350s,0.000069,0.002966545
1641992399.073684323s,1641992399.074104302s,1641992399.074130530s,1641992399.078120665s,0.000420s,0.003990s,0.002205s,-0.001785,0.002966387
1641992399.078120665s,1641992399.078547164s,1641992399.078568454s,1641992399.078868561s,0.000427s,0.000300s,0.000363s,0.000063,0.002966156
1641992399.078868561s,1641992399.079315744s,1641992399.079340053s,1641992399.079640091s,0.000447s,0.000300s,0.000374s,0.000073,0.002964572
1641992399.079640091s,1641992399.080053564s,1641992399.080073904s,1641992399.080375576s,0.000413s,0.000302s,0.000358s,0.000056,0.002963528
1641992399.080375576s,1641992399.080819827s,1641992399.080864010s,1641992399.081171780s,0.000444s,0.000308s,0.000376s,0.000068,0.002963438
1641992399.081171780s,1641992399.081598354s,1641992399.081614657s,1641992399.081881532s,0.000427s,0.000267s,0.000347s,0.00008,0.002962688
1641992399.081881532s,1641992399.082307030s,1641992399.082328552s,1641992399.082634322s,0.000426s,0.000306s,0.000366s,0.00006,0.002961907
1641992399.082634322s,1641992399.082979290s,1641992399.083000585s,1641992399.083319191s,0.000345s,0.000319s,0.000332s,0.000013,0.00296159
1641992399.083319191s,1641992399.083738632s,1641992399.083761705s,1641992399.084044437s,0.000419s,0.000283s,0.000351s,0.000068,0.002959413
1641992399.084044437s,1641992399.084481821s,1641992399.084503368s,1641992399.086091182s,0.000437s,0.001588s,0.001013s,-0.000575,0.002958784
1641992399.086091182s,1641992399.086525101s,1641992399.086546180s,1641992399.086851085s,0.000434s,0.000305s,0.000369s,0.000064,0.002958687
1641992399.086851085s,1641992399.087292078s,1641992399.087309358s,1641992399.087569756s,0.000441s,0.000260s,0.000351s,0.00009,0.002958131
1641992399.087569756s,1641992399.087998916s,1641992399.088018632s,1641992399.088283040s,0.000429s,0.000264s,0.000347s,0.000082,0.002957619
1641992399.088283040s,1641992399.088712529s,1641992399.088727224s,1641992399.089009256s,0.000429s,0.000282s,0.000356s,0.000074,0.002967297
1641992399.089009256s,1641992399.089315843s,1641992399.089337605s,1641992399.089677057s,0.000307s,0.000340s,0.000323s,-0.000016,0.002975042
1641992399.089677057s,1641992399.090107390s,1641992399.090131339s,1641992399.090407986s,0.000430s,0.000277s,0.000354s,0.000077,0.002973932
1641992399.090407986s,1641992399.090840204s,1641992399.090861308s,1641992399.091127004s,0.000432s,0.000266s,0.000349s,0.000083,0.002973759
1641992399.091127004s,1641992399.091560636s,1641992399.091583153s,1641992399.091839853s,0.000434s,0.000257s,0.000345s,0.000089,0.002977018
1641992399.091839853s,1641992399.092266794s,1641992399.092290325s,1641992399.092545588s,0.000427s,0.000255s,0.000341s,0.000086,0.002975939
1641992399.092545588s,1641992399.092987354s,1641992399.093009616s,1641992399.093299934s,0.000442s,0.000290s,0.000366s,0.000076,0.002979964
1641992399.093299934s,1641992399.093736737s,1641992399.093758454s,1641992399.094078605s,0.000437s,0.000320s,0.000378s,0.000058,0.002978611
1641992399.094078605s,1641992399.094523251s,1641992399.094563404s,1641992399.094889647s,0.000445s,0.000326s,0.000385s,0.000059,0.002981696
1641992399.094889647s,1641992399.095308917s,1641992399.095331059s,1641992399.095622180s,0.000419s,0.000291s,0.000355s,0.000064,0.002980942
1641992399.095622180s,1641992399.096038834s,1641992399.096061896s,1641992399.096337514s,0.000417s,0.000276s,0.000346s,0.000071,0.002980536
1641992399.096337514s,1641992399.096741478s,1641992399.096766641s,1641992399.101337935s,0.000404s,0.004571s,0.002488s,-0.002084,0.002979907
1641992399.101337935s,1641992399.101749713s,1641992399.101769724s,1641992399.102079288s,0.000412s,0.000310s,0.000361s,0.000051,0.002983459
1641992399.102079288s,1641992399.102499962s,1641992399.102522926s,1641992399.102821394s,0.000421s,0.000299s,0.000360s,0.000061,0.002981354
1641992399.102821394s,1641992399.103258057s,1641992399.103280299s,1641992399.103587257s,0.000437s,0.000307s,0.000372s,0.000065,0.002984189
1641992399.103587257s,1641992399.104010046s,1641992399.104028055s,1641992399.104350517s,0.000423s,0.000323s,0.000373s,0.00005,0.002992337
1641992399.104350517s,1641992399.104766144s,1641992399.104786436s,1641992399.105138899s,0.000416s,0.000353s,0.000384s,0.000031,0.002991722
1641992399.105138899s,1641992399.105536361s,1641992399.105559245s,1641992399.105837300s,0.000397s,0.000278s,0.000338s,0.00006,0.002996632
1641992399.105837300s,1641992399.106257696s,1641992399.106287805s,1641992399.106580644s,0.000420s,0.000293s,0.000357s,0.000064,0.002996242
1641992399.106580644s,1641992399.106994834s,1641992399.107017463s,1641992399.107308996s,0.000414s,0.000292s,0.000353s,0.000061,0.002995646
1641992399.107308996s,1641992399.107715465s,1641992399.107734160s,1641992399.109972120s,0.000406s,0.002238s,0.001322s,-0.000916,0.002994974
1641992399.109972120s,1641992399.110376706s,1641992399.110397729s,1641992399.110691557s,0.000404s,0.000294s,0.000349s,0.000055,0.002994722
1641992399.110691557s,1641992399.111136375s,1641992399.111156772s,1641992399.111444262s,0.000445s,0.000288s,0.000366s,0.000079,0.002994557
1641992399.111444262s,1641992399.111857841s,1641992399.111874703s,1641992399.112191294s,0.000414s,0.000316s,0.000365s,0.000049,0.002994113
1641992399.112191294s,1641992399.112615876s,1641992399.112638291s,1641992399.112935072s,0.000425s,0.000297s,0.000361s,0.000064,0.002993281
1641992399.112935072s,1641992399.113357832s,1641992399.113383203s,1641992399.113665033s,0.000423s,0.000282s,0.000352s,0.00007,0.002992278
1641992399.113665033s,1641992399.114078085s,1641992399.114100810s,1641992399.114396367s,0.000413s,0.000296s,0.000354s,0.000059,0.002994727
1641992399.114396367s,1641992399.114822762s,1641992399.114845456s,1641992399.115139780s,0.000427s,0.000294s,0.000360s,0.000066,0.002993511
1641992399.115139780s,1641992399.115631505s,1641992399.115632417s,1641992399.116067361s,0.000492s,0.000435s,0.000463s,0.000028,0.002992781
1641992399.116067361s,1641992399.116495752s,1641992399.116546447s,1641992399.116833552s,0.000428s,0.000287s,0.000358s,0.000071,0.002992123
1641992399.116833552s,1641992399.117229929s,1641992399.117247026s,1641992399.117527510s,0.000396s,0.000280s,0.000338s,0.000058,0.002991796
1641992399.117527510s,1641992399.117922550s,1641992399.117944280s,1641992399.118224289s,0.000395s,0.000280s,0.000338s,0.000057,0.002991499
1641992399.118224289s,1641992399.118644790s,1641992399.118664495s,1641992399.122134320s,0.000420s,0.003470s,0.001945s,-0.001525,0.002991453
1641992399.122134320s,1641992399.122615170s,1641992399.122619212s,1641992399.122928044s,0.000481s,0.000309s,0.000395s,0.000086,0.002998085
1641992399.122928044s,1641992399.123342244s,1641992399.123392718s,1641992399.123756615s,0.000414s,0.000364s,0.000389s,0.000025,0.003000223
1641992399.123756615s,1641992399.124173841s,1641992399.124195545s,1641992399.124536004s,0.000417s,0.000340s,0.000379s,0.000038,0.002998868
1641992399.124536004s,1641992399.125005031s,1641992399.125007174s,1641992399.125326788s,0.000469s,0.000320s,0.000394s,0.000075,0.002997921
1641992399.125326788s,1641992399.125736081s,1641992399.125781767s,1641992399.126081053s,0.000409s,0.000299s,0.000354s,0.000055,0.002997084
1641992399.126081053s,1641992399.126499106s,1641992399.126523691s,1641992399.126851717s,0.000418s,0.000328s,0.000373s,0.000045,0.003000534
1641992399.126851717s,1641992399.127255111s,1641992399.127283134s,1641992399.127583194s,0.000403s,0.000300s,0.000352s,0.000052,0.002999028
1641992399.127583194s,1641992399.127991827s,1641992399.128020741s,1641992399.128300472s,0.000409s,0.000280s,0.000344s,0.000064,0.002998143
1641992399.128300472s,1641992399.128702030s,1641992399.128729492s,1641992399.129035698s,0.000401s,0.000306s,0.000354s,0.000048,0.00299722
1641992399.129035698s,1641992399.129448588s,1641992399.129479373s,1641992399.130695501s,0.000413s,0.001216s,0.000815s,-0.000402,0.002996157
1641992399.130695501s,1641992399.131133203s,1641992399.131144179s,1641992399.131509914s,0.000438s,0.000366s,0.000402s,0.000036,0.002996436
1641992399.131509914s,1641992399.131951016s,1641992399.131981140s,1641992399.132268920s,0.000441s,0.000288s,0.000364s,0.000077,0.002996311
1641992399.132268920s,1641992399.132671296s,1641992399.132700846s,1641992399.133001296s,0.000402s,0.000300s,0.000351s,0.000051,0.002996229
1641992399.133001296s,1641992399.133444827s,1641992399.133474202s,1641992399.133744607s,0.000443s,0.000271s,0.000357s,0.000086,0.002996174
1641992399.133744607s,1641992399.134154442s,1641992399.134182951s,1641992399.134469937s,0.000410s,0.000287s,0.000348s,0.000061,0.002995752
1641992399.134469937s,1641992399.134884363s,1641992399.134911665s,1641992399.135343040s,0.000414s,0.000431s,0.000423s,-0.000008,0.002995932
1641992399.135343040s,1641992399.135757075s,1641992399.135785470s,1641992399.136065264s,0.000414s,0.000280s,0.000347s,0.000067,0.002996314
1641992399.136065264s,1641992399.136414946s,1641992399.136444304s,1641992399.140335308s,0.000350s,0.003891s,0.002120s,-0.001771,0.002996576
1641992399.140335308s,1641992399.140766562s,1641992399.140784429s,1641992399.141058078s,0.000431s,0.000273s,0.000352s,0.000079,0.002996579
1641992399.141058078s,1641992399.141472384s,1641992399.141493498s,1641992399.141786545s,0.000414s,0.000293s,0.000354s,0.000061,0.002989477
1641992399.141786545s,1641992399.142216292s,1641992399.142255234s,1641992399.142588625s,0.000430s,0.000333s,0.000381s,0.000048,0.002985069
1641992399.142588625s,1641992399.143043173s,1641992399.143083845s,1641992399.143443409s,0.000455s,0.000360s,0.000407s,0.000048,0.002985036
1641992399.143443409s,1641992399.143857516s,1641992399.143896087s,1641992399.144199426s,0.000414s,0.000303s,0.000359s,0.000055,0.00298445
1641992399.144199426s,1641992399.144607638s,1641992399.144643679s,1641992399.144966118s,0.000408s,0.000322s,0.000365s,0.000043,0.002984536
1641992399.144966118s,1641992399.145369490s,1641992399.145394954s,1641992399.145752940s,0.000403s,0.000358s,0.000381s,0.000023,0.002984462
1641992399.145752940s,1641992399.146167243s,1641992399.146188850s,1641992399.146479117s,0.000414s,0.000290s,0.000352s,0.000062,0.002984662
1641992399.146479117s,1641992399.146888853s,1641992399.146908444s,1641992399.147176387s,0.000410s,0.000268s,0.000339s,0.000071,0.002984626
1641992399.147176387s,1641992399.147577204s,1641992399.147599172s,1641992399.148930136s,0.000401s,0.001331s,0.000866s,-0.000465,0.002984402
1641992399.148930136s,1641992399.149327545s,1641992399.149346922s,1641992399.149790298s,0.000397s,0.000443s,0.000420s,-0.000023,0.002984263
1641992399.149790298s,1641992399.150195455s,1641992399.150214710s,1641992399.150496458s,0.000405s,0.000282s,0.000343s,0.000062,0.002984083
1641992399.150496458s,1641992399.150900529s,1641992399.150919623s,1641992399.151209852s,0.000404s,0.000290s,0.000347s,0.000057,0.002984111
1641992399.151209852s,1641992399.151614326s,1641992399.151636966s,1641992399.151917784s,0.000405s,0.000281s,0.000343s,0.000062,0.002984078
1641992399.151917784s,1641992399.152321261s,1641992399.152342348s,1641992399.152638561s,0.000404s,0.000296s,0.000350s,0.000054,0.002984
1641992399.152638561s,1641992399.153038351s,1641992399.153059463s,1641992399.153365424s,0.000400s,0.000306s,0.000353s,0.000047,0.002984008
1641992399.153365424s,1641992399.153773291s,1641992399.153811456s,1641992399.154068900s,0.000408s,0.000257s,0.000333s,0.000075,0.002983769
1641992399.154068900s,1641992399.154459223s,1641992399.154480478s,1641992399.154796566s,0.000390s,0.000316s,0.000353s,0.000037,0.002983736
1641992399.154796566s,1641992399.155205124s,1641992399.155243580s,1641992399.155548327s,0.000408s,0.000305s,0.000357s,0.000052,0.002983482
1641992399.155548327s,1641992399.155953902s,1641992399.155975909s,1641992399.156278343s,0.000406s,0.000303s,0.000354s,0.000051,0.002982802
1641992399.156278343s,1641992399.156697642s,1641992399.156721857s,1641992399.157019121s,0.000419s,0.000297s,0.000358s,0.000061,0.002982203
1641992399.157019121s,1641992399.157412751s,1641992399.157433085s,1641992399.157719462s,0.000394s,0.000286s,0.000340s,0.000054,0.002981595
1641992399.157719462s,1641992399.158119475s,1641992399.158140728s,1641992399.158440996s,0.000400s,0.000300s,0.000350s,0.00005,0.002981318
1641992399.158440996s,1641992399.158844565s,1641992399.158863117s,1641992399.160199513s,0.000403s,0.001336s,0.000870s,-0.000466,0.00298112
1641992399.160199513s,1641992399.160602900s,1641992399.160624269s,1641992399.161106464s,0.000403s,0.000482s,0.000443s,-0.000039,0.002980846
1641992399.161106464s,1641992399.161516132s,1641992399.161534408s,1641992399.161833111s,0.000410s,0.000299s,0.000354s,0.000056,0.002980767
1641992399.161833111s,1641992399.162253690s,1641992399.162272687s,1641992399.162582760s,0.000421s,0.000310s,0.000365s,0.000055,0.002980313
1641992399.162582760s,1641992399.162985344s,1641992399.163008550s,1641992399.163343153s,0.000402s,0.000335s,0.000369s,0.000034,0.002980023
1641992399.163343153s,1641992399.163756131s,1641992399.163786929s,1641992399.164089844s,0.000413s,0.000303s,0.000358s,0.000055,0.002979504
1641992399.164089844s,1641992399.164503703s,1641992399.164524860s,1641992399.164830522s,0.000414s,0.000306s,0.000360s,0.000054,0.002979447
1641992399.164830522s,1641992399.165253635s,1641992399.165274722s,1641992399.165586300s,0.000423s,0.000312s,0.000367s,0.000056,0.002979185
1641992399.165586300s,1641992399.165985639s,1641992399.166004239s,1641992399.170020726s,0.000399s,0.004017s,0.002208s,-0.001809,0.002979075
1641992399.170020726s,1641992399.170443132s,1641992399.170472219s,1641992399.170779930s,0.000422s,0.000308s,0.000365s,0.000057,0.002978773
1641992399.170779930s,1641992399.171198268s,1641992399.171220386s,1641992399.171521300s,0.000418s,0.000301s,0.000360s,0.000059,0.002978223
1641992399.171521300s,1641992399.171963690s,1641992399.171986916s,1641992399.172308121s,0.000443s,0.000321s,0.000382s,0.000061,0.002978234
1641992399.172308121s,1641992399.172712789s,1641992399.172733423s,1641992399.173015865s,0.000405s,0.000283s,0.000344s,0.000061,0.002977651
1641992399.173015865s,1641992399.173410191s,1641992399.173436230s,1641992399.173744991s,0.000394s,0.000309s,0.000352s,0.000043,0.002980051
1641992399.173744991s,1641992399.174144216s,1641992399.174165298s,1641992399.174462663s,0.000399s,0.000297s,0.000348s,0.000051,0.002986597
1641992399.174462663s,1641992399.174869697s,1641992399.174931529s,1641992399.175242352s,0.000407s,0.000311s,0.000359s,0.000048,0.002988593
1641992399.175242352s,1641992399.175694065s,1641992399.175715165s,1641992399.176088751s,0.000452s,0.000374s,0.000413s,0.000039,0.002988362
1641992399.176088751s,1641992399.176504916s,1641992399.176525734s,1641992399.176850464s,0.000416s,0.000325s,0.000370s,0.000046,0.002988175
1641992399.176850464s,1641992399.177259279s,1641992399.177294420s,1641992399.179271789s,0.000409s,0.001977s,0.001193s,-0.000784,0.002987864
1641992399.179271789s,1641992399.179730983s,1641992399.179747815s,1641992399.180066555s,0.000459s,0.000319s,0.000389s,0.00007,0.002987437
1641992399.180066555s,1641992399.180468971s,1641992399.180482635s,1641992399.180840654s,0.000402s,0.000358s,0.000380s,0.000022,0.002986875
1641992399.180840654s,1641992399.181262664s,1641992399.181282921s,1641992399.181575991s,0.000422s,0.000293s,0.000358s,0.000064,0.002986601
1641992399.181575991s,1641992399.181848696s,1641992399.181873631s,1641992399.182270261s,0.000273s,0.000397s,0.000335s,-0.000062,0.002986108
1641992399.182270261s,1641992399.182673116s,1641992399.182697286s,1641992399.183002643s,0.000403s,0.000305s,0.000354s,0.000049,0.002985746
1641992399.183002643s,1641992399.183417614s,1641992399.183439909s,1641992399.183735569s,0.000415s,0.000296s,0.000355s,0.00006,0.002984993
1641992399.183735569s,1641992399.184184634s,1641992399.184207788s,1641992399.184550629s,0.000449s,0.000343s,0.000396s,0.000053,0.002984737
1641992399.184550629s,1641992399.184982000s,1641992399.185012165s,1641992399.185313930s,0.000432s,0.000302s,0.000367s,0.000065,0.002984427
1641992399.185313930s,1641992399.185712571s,1641992399.185735589s,1641992399.186113185s,0.000399s,0.000377s,0.000388s,0.000011,0.002984037
1641992399.186113185s,1641992399.186522417s,1641992399.186545130s,1641992399.186912973s,0.000409s,0.000368s,0.000389s,0.000021,0.002983703
1641992399.186912973s,1641992399.187313305s,1641992399.187336288s,1641992399.187677002s,0.000400s,0.000341s,0.000371s,0.00003,0.002983232
1641992399.187677002s,1641992399.188098856s,1641992399.188117639s,1641992399.189277741s,0.000422s,0.001160s,0.000791s,-0.000369,0.002982498
1641992399.189277741s,1641992399.189682300s,1641992399.189706313s,1641992399.190130438s,0.000405s,0.000424s,0.000414s,-0.00001,0.002981663
1641992399.190130438s,1641992399.190532642s,1641992399.190557941s,1641992399.190863666s,0.000402s,0.000306s,0.000354s,0.000048,0.002981164
1641992399.190863666s,1641992399.191277372s,1641992399.191298775s,1641992399.191597321s,0.000414s,0.000299s,0.000356s,0.000058,0.002980908
1641992399.191597321s,1641992399.192012252s,1641992399.192037424s,1641992399.192334952s,0.000415s,0.000298s,0.000356s,0.000059,0.002980532
1641992399.192334952s,1641992399.192744712s,1641992399.192767322s,1641992399.193094872s,0.000410s,0.000328s,0.000369s,0.000041,0.002979986
1641992399.193094872s,1641992399.193499066s,1641992399.193522711s,1641992399.193865015s,0.000404s,0.000342s,0.000373s,0.000031,0.002979744
1641992399.193865015s,1641992399.194263814s,1641992399.194286574s,1641992399.194607918s,0.000399s,0.000321s,0.000360s,0.000039,0.002979122
1641992399.194607918s,1641992399.195037650s,1641992399.195058917s,1641992399.197983510s,0.000430s,0.002925s,0.001677s,-0.001248,0.002978747
1641992399.197983510s,1641992399.198385363s,1641992399.198404765s,1641992399.198687661s,0.000402s,0.000283s,0.000342s,0.00006,0.002978045
1641992399.198687661s,1641992399.199117265s,1641992399.199145917s,1641992399.199448595s,0.000430s,0.000303s,0.000366s,0.000064,0.002977783
1641992399.199448595s,1641992399.199877152s,1641992399.199898529s,1641992399.200197541s,0.000429s,0.000299s,0.000364s,0.000065,0.002977541
1641992399.200197541s,1641992399.200603520s,1641992399.200625078s,1641992399.200960937s,0.000406s,0.000336s,0.000371s,0.000035,0.0029772
1641992399.200960937s,1641992399.201387277s,1641992399.201408753s,1641992399.201723862s,0.000426s,0.000315s,0.000371s,0.000056,0.002977415
1641992399.201723862s,1641992399.202164839s,1641992399.202191991s,1641992399.202496100s,0.000441s,0.000304s,0.000373s,0.000069,0.002976879
