T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,ptp,quic
1641992399.202496100s,1641992399.202891774s,1641992399.202913780s,1641992399.203210256s,0.000396s,0.000297s,0.000346s,0.00005,0.002976687
1641992399.203210256s,1641992399.203613626s,1641992399.203635083s,1641992399.203930244s,0.000403s,0.000295s,0.000349s,0.000054,0.002976459
1641992399.203930244s,1641992399.204349317s,1641992399.204371080s,1641992399.209527663s,0.000419s,0.005157s,0.002788s,-0.002369,0.002976108
1641992399.209527663s,1641992399.209946434s,1641992399.209968151s,1641992399.210298403s,0.000419s,0.000330s,0.000374s,0.000044,0.002975934
1641992399.210298403s,1641992399.210711647s,1641992399.210733763s,1641992399.211089939s,0.000413s,0.000356s,0.000385s,0.000029,0.002975399
1641992399.211089939s,1641992399.211506252s,1641992399.211528940s,1641992399.211860354s,0.000417s,0.000331s,0.000374s,0.000043,0.002975385
1641992399.211860354s,1641992399.212273167s,1641992399.212298184s,1641992399.212588970s,0.000413s,0.000291s,0.000352s,0.000061,0.00297499
1641992399.212588970s,1641992399.212999542s,1641992399.213031178s,1641992399.213328457s,0.000411s,0.000297s,0.000354s,0.000057,0.002974731
1641992399.213328457s,1641992399.213746239s,1641992399.213768227s,1641992399.214044761s,0.000418s,0.000277s,0.000347s,0.000071,0.002974507
1641992399.214044761s,1641992399.214457073s,1641992399.214482356s,1641992399.214794472s,0.000412s,0.000312s,0.000362s,0.00005,0.002974197
1641992399.214794472s,1641992399.215210856s,1641992399.215234446s,1641992399.215541637s,0.000417s,0.000307s,0.000362s,0.000055,0.002973374
1641992399.215541637s,1641992399.215966884s,1641992399.216004006s,1641992399.216312005s,0.000425s,0.000308s,0.000367s,0.000059,0.002973065
1641992399.216312005s,1641992399.216801951s,1641992399.216828988s,1641992399.217126754s,0.000490s,0.000298s,0.000394s,0.000096,0.002972435
1641992399.217126754s,1641992399.217544007s,1641992399.217562794s,1641992399.222144994s,0.000417s,0.004582s,0.002500s,-0.002083,0.002974216
1641992399.222144994s,1641992399.222567076s,1641992399.222590237s,1641992399.223024442s,0.000422s,0.000434s,0.000428s,-0.000006,0.002968937
1641992399.223024442s,1641992399.223466958s,1641992399.223508268s,1641992399.223812175s,0.000443s,0.000304s,0.000373s,0.000069,0.002968535
1641992399.223812175s,1641992399.224256346s,1641992399.224278935s,1641992399.224567431s,0.000444s,0.000288s,0.000366s,0.000078,0.002968245
1641992399.224567431s,1641992399.224971441s,1641992399.224994733s,1641992399.225323242s,0.000404s,0.000329s,0.000366s,0.000038,0.002967785
1641992399.225323242s,1641992399.225765910s,1641992399.225797037s,1641992399.226108270s,0.000443s,0.000311s,0.000377s,0.000066,0.002967483
1641992399.226108270s,1641992399.226599807s,1641992399.226638028s,1641992399.226946145s,0.000491s,0.000308s,0.000400s,0.000092,0.002966766
1641992399.226946145s,1641992399.227354571s,1641992399.227381904s,1641992399.227707097s,0.000408s,0.000325s,0.000367s,0.000042,0.002966578
1641992399.227707097s,1641992399.228126299s,1641992399.228146470s,1641992399.228438189s,0.000419s,0.000292s,0.000355s,0.000064,0.002966406
1641992399.228438189s,1641992399.228876024s,1641992399.228903893s,1641992399.233051373s,0.000438s,0.004147s,0.002293s,-0.001855,0.002966152
1641992399.233051373s,1641992399.233453862s,1641992399.233475323s,1641992399.233876550s,0.000402s,0.000401s,0.000402s,0.000001,0.002965941
1641992399.233876550s,1641992399.234281704s,1641992399.234301944s,1641992399.234607316s,0.000405s,0.000305s,0.000355s,0.00005,0.002965675
1641992399.234607316s,1641992399.235023366s,1641992399.235048933s,1641992399.235333045s,0.000416s,0.000284s,0.000350s,0.000066,0.002965496
1641992399.235333045s,1641992399.235751493s,1641992399.235775401s,1641992399.236048309s,0.000418s,0.000273s,0.000346s,0.000073,0.00296541
1641992399.236048309s,1641992399.236469152s,1641992399.236493463s,1641992399.236771569s,0.000421s,0.000278s,0.000350s,0.000071,0.002965158
1641992399.236771569s,1641992399.237180066s,1641992399.237203152s,1641992399.237485214s,0.000408s,0.000282s,0.000345s,0.000063,0.002964599
1641992399.237485214s,1641992399.237987732s,1641992399.238010560s,1641992399.238316990s,0.000503s,0.000306s,0.000404s,0.000098,0.00296393
1641992399.238316990s,1641992399.238736746s,1641992399.238764449s,1641992399.239046552s,0.000420s,0.000282s,0.000351s,0.000069,0.002963779
1641992399.239046552s,1641992399.239342364s,1641992399.239363042s,1641992399.242190021s,0.000296s,0.002827s,0.001562s,-0.001266,0.002963438
1641992399.242190021s,1641992399.242651810s,1641992399.242673237s,1641992399.242970562s,0.000462s,0.000297s,0.000379s,0.000082,0.002962954
1641992399.242970562s,1641992399.243413754s,1641992399.243432480s,1641992399.243705215s,0.000443s,0.000273s,0.000358s,0.000085,0.002962569
1641992399.243705215s,1641992399.244113385s,1641992399.244133495s,1641992399.244482643s,0.000408s,0.000349s,0.000379s,0.000029,0.002962254
1641992399.244482643s,1641992399.244904169s,1641992399.244925038s,1641992399.245215118s,0.000422s,0.000290s,0.000356s,0.000066,0.002961951
1641992399.245215118s,1641992399.245667622s,1641992399.245695750s,1641992399.245977810s,0.000453s,0.000282s,0.000367s,0.000085,0.00296153
1641992399.245977810s,1641992399.246403633s,1641992399.246436453s,1641992399.246722877s,0.000426s,0.000287s,0.000356s,0.00007,0.002960796
1641992399.246722877s,1641992399.247126402s,1641992399.247148965s,1641992399.247456082s,0.000403s,0.000307s,0.000355s,0.000048,0.002960776
1641992399.247456082s,1641992399.247896128s,1641992399.247898122s,1641992399.248381060s,0.000440s,0.000483s,0.000462s,-0.000021,0.002960566
1641992399.248381060s,1641992399.248835227s,1641992399.248860733s,1641992399.250189707s,0.000454s,0.001329s,0.000892s,-0.000437,0.002960318
1641992399.250189707s,1641992399.250628160s,1641992399.250651164s,1641992399.254224480s,0.000438s,0.003573s,0.002006s,-0.001567,0.002959632
1641992399.254224480s,1641992399.254675632s,1641992399.254718678s,1641992399.255008892s,0.000451s,0.000290s,0.000371s,0.00008,0.002959967
1641992399.255008892s,1641992399.255417879s,1641992399.255440560s,1641992399.255729404s,0.000409s,0.000289s,0.000349s,0.00006,0.00295861
1641992399.255729404s,1641992399.256184545s,1641992399.256214190s,1641992399.256499945s,0.000455s,0.000286s,0.000371s,0.000085,0.002960366
1641992399.256499945s,1641992399.256926412s,1641992399.256947590s,1641992399.257222467s,0.000426s,0.000275s,0.000351s,0.000076,0.002955799
1641992399.257222467s,1641992399.257646427s,1641992399.257665257s,1641992399.257991636s,0.000424s,0.000326s,0.000375s,0.000049,0.002955482
1641992399.257991636s,1641992399.258388184s,1641992399.258411247s,1641992399.258701674s,0.000397s,0.000290s,0.000344s,0.000053,0.00295536
1641992399.258701674s,1641992399.259114760s,1641992399.259143298s,1641992399.259466522s,0.000413s,0.000323s,0.000368s,0.000045,0.002955094
1641992399.259466522s,1641992399.259874324s,1641992399.259915854s,1641992399.261377816s,0.000408s,0.001462s,0.000935s,-0.000527,0.002954752
1641992399.261377816s,1641992399.261758930s,1641992399.261778639s,1641992399.262259481s,0.000381s,0.000481s,0.000431s,-0.00005,0.002954355
1641992399.262259481s,1641992399.262699547s,1641992399.262723945s,1641992399.263011295s,0.000440s,0.000287s,0.000364s,0.000076,0.002954217
1641992399.263011295s,1641992399.263436187s,1641992399.263455816s,1641992399.263767409s,0.000425s,0.000312s,0.000368s,0.000057,0.002953995
1641992399.263767409s,1641992399.264110709s,1641992399.264130791s,1641992399.264458357s,0.000343s,0.000328s,0.000335s,0.000008,0.002953689
1641992399.264458357s,1641992399.264857480s,1641992399.264895934s,1641992399.265189786s,0.000399s,0.000294s,0.000347s,0.000053,0.002953426
1641992399.265189786s,1641992399.265626288s,1641992399.265649535s,1641992399.265942003s,0.000436s,0.000293s,0.000364s,0.000072,0.002953285
1641992399.265942003s,1641992399.266357666s,1641992399.266381013s,1641992399.266656583s,0.000416s,0.000276s,0.000346s,0.00007,0.002953235
1641992399.266656583s,1641992399.267093747s,1641992399.267097304s,1641992399.270004811s,0.000437s,0.002908s,0.001672s,-0.001235,0.002953154
1641992399.270004811s,1641992399.270436263s,1641992399.270457178s,1641992399.270745088s,0.000432s,0.000288s,0.000360s,0.000072,0.002952951
1641992399.270745088s,1641992399.271175378s,1641992399.271179090s,1641992399.271471551s,0.000430s,0.000292s,0.000361s,0.000069,0.002952454
1641992399.271471551s,1641992399.271879886s,1641992399.271902843s,1641992399.272184547s,0.000408s,0.000282s,0.000345s,0.000063,0.002951942
1641992399.272184547s,1641992399.272593112s,1641992399.272619960s,1641992399.272898131s,0.000408s,0.000278s,0.000343s,0.000065,0.002951641
1641992399.272898131s,1641992399.273305279s,1641992399.273328042s,1641992399.273626004s,0.000407s,0.000298s,0.000353s,0.000054,0.002951178
1641992399.273626004s,1641992399.274033922s,1641992399.274055682s,1641992399.274334658s,0.000408s,0.000279s,0.000343s,0.000064,0.0029509
1641992399.274334658s,1641992399.274758006s,1641992399.274793897s,1641992399.275108676s,0.000423s,0.000315s,0.000369s,0.000054,0.002950609
1641992399.275108676s,1641992399.275519101s,1641992399.275554336s,1641992399.275846220s,0.000411s,0.000292s,0.000351s,0.000059,0.002950253
1641992399.275846220s,1641992399.276281209s,1641992399.276319041s,1641992399.276600490s,0.000435s,0.000282s,0.000358s,0.000077,0.002950035
1641992399.276600490s,1641992399.277001644s,1641992399.277024276s,1641992399.277313928s,0.000401s,0.000290s,0.000345s,0.000056,0.002949752
1641992399.277313928s,1641992399.277711786s,1641992399.277733256s,1641992399.282151739s,0.000398s,0.004418s,0.002408s,-0.00201,0.002949388
1641992399.282151739s,1641992399.282575230s,1641992399.282597189s,1641992399.282892926s,0.000423s,0.000296s,0.000360s,0.000064,0.002949121
1641992399.282892926s,1641992399.283300338s,1641992399.283321786s,1641992399.283680083s,0.000407s,0.000358s,0.000383s,0.000025,0.002949069
1641992399.283680083s,1641992399.284080183s,1641992399.284104009s,1641992399.284412383s,0.000400s,0.000308s,0.000354s,0.000046,0.002948878
1641992399.284412383s,1641992399.284859181s,1641992399.284882189s,1641992399.285220535s,0.000447s,0.000338s,0.000393s,0.000054,0.002948341
1641992399.285220535s,1641992399.285648600s,1641992399.285669982s,1641992399.285965770s,0.000428s,0.000296s,0.000362s,0.000066,0.002950955
1641992399.285965770s,1641992399.286416011s,1641992399.286441838s,1641992399.286741966s,0.000450s,0.000300s,0.000375s,0.000075,0.002952949
1641992399.286741966s,1641992399.287156941s,1641992399.287178627s,1641992399.287468683s,0.000415s,0.000290s,0.000353s,0.000062,0.00295827
1641992399.287468683s,1641992399.287910951s,1641992399.287927471s,1641992399.288200910s,0.000442s,0.000273s,0.000358s,0.000084,0.002958187
1641992399.288200910s,1641992399.288602346s,1641992399.288624078s,1641992399.288924700s,0.000401s,0.000301s,0.000351s,0.00005,0.002960266
1641992399.288924700s,1641992399.289357028s,1641992399.289378511s,1641992399.289966257s,0.000432s,0.000588s,0.000510s,-0.000078,0.002959798
1641992399.289966257s,1641992399.290387689s,1641992399.290408709s,1641992399.290732051s,0.000421s,0.000324s,0.000372s,0.000049,0.002959487
1641992399.290732051s,1641992399.291170072s,1641992399.291192029s,1641992399.291469068s,0.000438s,0.000277s,0.000358s,0.00008,0.002959325
1641992399.291469068s,1641992399.291902194s,1641992399.291924584s,1641992399.292195388s,0.000433s,0.000271s,0.000352s,0.000081,0.002959838
1641992399.292195388s,1641992399.292607260s,1641992399.292628465s,1641992399.292900230s,0.000412s,0.000272s,0.000342s,0.00007,0.00296066
1641992399.292900230s,1641992399.293306003s,1641992399.293327290s,1641992399.293634250s,0.000406s,0.000307s,0.000356s,0.000049,0.002960806
1641992399.293634250s,1641992399.294054721s,1641992399.294074743s,1641992399.294361268s,0.000421s,0.000287s,0.000354s,0.000067,0.00296085
1641992399.294361268s,1641992399.294793104s,1641992399.294817567s,1641992399.295122819s,0.000432s,0.000305s,0.000368s,0.000063,0.00296058
1641992399.295122819s,1641992399.295537702s,1641992399.295559436s,1641992399.295853263s,0.000415s,0.000294s,0.000354s,0.00006,0.002960344
1641992399.295853263s,1641992399.296269193s,1641992399.296290834s,1641992399.296665492s,0.000416s,0.000375s,0.000395s,0.000021,0.002958931
1641992399.296665492s,1641992399.297070924s,1641992399.297089035s,1641992399.306036633s,0.000406s,0.008948s,0.004677s,-0.004271,0.002958608
1641992399.306036633s,1641992399.306547985s,1641992399.306550216s,1641992399.306937842s,0.000511s,0.000388s,0.000449s,0.000062,0.002958326
1641992399.306937842s,1641992399.307370494s,1641992399.307392117s,1641992399.307723757s,0.000432s,0.000332s,0.000382s,0.00005,0.002958593
1641992399.307723757s,1641992399.308148307s,1641992399.308169832s,1641992399.308470526s,0.000425s,0.000301s,0.000363s,0.000062,0.002958301
1641992399.308470526s,1641992399.308891844s,1641992399.308915787s,1641992399.309224854s,0.000421s,0.000309s,0.000365s,0.000056,0.002958008
1641992399.309224854s,1641992399.309647462s,1641992399.309687394s,1641992399.310001779s,0.000423s,0.000314s,0.000369s,0.000054,0.002957616
1641992399.310001779s,1641992399.310434620s,1641992399.310454756s,1641992399.310758181s,0.000433s,0.000303s,0.000368s,0.000065,0.002957309
1641992399.310758181s,1641992399.311217350s,1641992399.311220112s,1641992399.312451531s,0.000459s,0.001231s,0.000845s,-0.000386,0.002957298
1641992399.312451531s,1641992399.312899546s,1641992399.312919332s,1641992399.313250950s,0.000448s,0.000332s,0.000390s,0.000058,0.002957172
1641992399.313250950s,1641992399.313660276s,1641992399.313681371s,1641992399.313993463s,0.000409s,0.000312s,0.000361s,0.000049,0.002956978
1641992399.313993463s,1641992399.314464759s,1641992399.314496548s,1641992399.314792797s,0.000471s,0.000296s,0.000384s,0.000087,0.002956794
1641992399.314792797s,1641992399.315235916s,1641992399.315283950s,1641992399.315556684s,0.000443s,0.000273s,0.000358s,0.000085,0.002956637
1641992399.315556684s,1641992399.315982742s,1641992399.316005696s,1641992399.316276838s,0.000426s,0.000271s,0.000349s,0.000077,0.002955507
1641992399.316276838s,1641992399.316694136s,1641992399.316712856s,1641992399.317028139s,0.000417s,0.000315s,0.000366s,0.000051,0.002955236
1641992399.317028139s,1641992399.317467368s,1641992399.317490604s,1641992399.317833327s,0.000439s,0.000343s,0.000391s,0.000048,0.002954754
1641992399.317833327s,1641992399.318234087s,1641992399.318259590s,1641992399.318564641s,0.000401s,0.000305s,0.000353s,0.000048,0.00295468
1641992399.318564641s,1641992399.319018816s,1641992399.319043649s,1641992399.319316736s,0.000454s,0.000273s,0.000364s,0.000091,0.00295423
1641992399.319316736s,1641992399.319746019s,1641992399.319776596s,1641992399.320093566s,0.000429s,0.000317s,0.000373s,0.000056,0.002953939
1641992399.320093566s,1641992399.320516017s,1641992399.320548608s,1641992399.320843334s,0.000422s,0.000295s,0.000359s,0.000064,0.002953535
1641992399.320843334s,1641992399.321284337s,1641992399.321307892s,1641992399.321581046s,0.000441s,0.000273s,0.000357s,0.000084,0.002953275
1641992399.321581046s,1641992399.322024757s,1641992399.322044881s,1641992399.323038535s,0.000444s,0.000994s,0.000719s,-0.000275,0.00295296
1641992399.323038535s,1641992399.323484299s,1641992399.323519462s,1641992399.323819690s,0.000446s,0.000300s,0.000373s,0.000073,0.002952349
1641992399.323819690s,1641992399.324422006s,1641992399.324444398s,1641992399.324733987s,0.000602s,0.000290s,0.000446s,0.000156,0.002951888
1641992399.324733987s,1641992399.325208343s,1641992399.325239121s,1641992399.325549106s,0.000474s,0.000310s,0.000392s,0.000082,0.002951502
1641992399.325549106s,1641992399.325996383s,1641992399.326018531s,1641992399.326323870s,0.000447s,0.000305s,0.000376s,0.000071,0.002950922
1641992399.326323870s,1641992399.326795056s,1641992399.326797117s,1641992399.327114350s,0.000471s,0.000317s,0.000394s,0.000077,0.002950782
1641992399.327114350s,1641992399.327589494s,1641992399.327592130s,1641992399.327904396s,0.000475s,0.000312s,0.000394s,0.000081,0.002954494
1641992399.327904396s,1641992399.328350602s,1641992399.328352680s,1641992399.328676313s,0.000446s,0.000324s,0.000385s,0.000061,0.002954353
1641992399.328676313s,1641992399.329052323s,1641992399.329053810s,1641992399.329384818s,0.000376s,0.000331s,0.000353s,0.000023,0.002953781
1641992399.329384818s,1641992399.329837241s,1641992399.329864982s,1641992399.334134423s,0.000453s,0.004269s,0.002361s,-0.001908,0.002953696
1641992399.334134423s,1641992399.334577575s,1641992399.334597048s,1641992399.334905955s,0.000443s,0.000309s,0.000376s,0.000067,0.002953328
1641992399.334905955s,1641992399.335336852s,1641992399.335355486s,1641992399.335657991s,0.000431s,0.000303s,0.000367s,0.000064,0.002953183
1641992399.335657991s,1641992399.336074868s,1641992399.336095314s,1641992399.336410622s,0.000417s,0.000315s,0.000366s,0.000051,0.002953082
1641992399.336410622s,1641992399.336831718s,1641992399.336854831s,1641992399.337140747s,0.000421s,0.000286s,0.000354s,0.000068,0.002948893
1641992399.337140747s,1641992399.337565313s,1641992399.337582777s,1641992399.337845370s,0.000425s,0.000262s,0.000344s,0.000081,0.00295162
1641992399.337845370s,1641992399.338263128s,1641992399.338283773s,1641992399.338588409s,0.000418s,0.000305s,0.000361s,0.000057,0.002951496
1641992399.338588409s,1641992399.338995228s,1641992399.339016847s,1641992399.339302958s,0.000407s,0.000286s,0.000346s,0.00006,0.002951269
1641992399.339302958s,1641992399.339724729s,1641992399.339745438s,1641992399.340065861s,0.000422s,0.000320s,0.000371s,0.000051,0.002951009
1641992399.340065861s,1641992399.340473640s,1641992399.340495037s,1641992399.340796567s,0.000408s,0.000301s,0.000355s,0.000053,0.002950597
1641992399.340796567s,1641992399.341215467s,1641992399.341232132s,1641992399.342598138s,0.000419s,0.001366s,0.000893s,-0.000474,0.002950372
1641992399.342598138s,1641992399.343024771s,1641992399.343059524s,1641992399.343388558s,0.000427s,0.000329s,0.000378s,0.000049,0.002950193
1641992399.343388558s,1641992399.343804617s,1641992399.343821792s,1641992399.344163613s,0.000416s,0.000342s,0.000379s,0.000037,0.002949374
1641992399.344163613s,1641992399.344450707s,1641992399.344470068s,1641992399.344862870s,0.000287s,0.000393s,0.000340s,-0.000053,0.002949298
1641992399.344862870s,1641992399.345284270s,1641992399.345301754s,1641992399.345626867s,0.000421s,0.000325s,0.000373s,0.000048,0.00294894
1641992399.345626867s,1641992399.346078300s,1641992399.346102613s,1641992399.346382637s,0.000452s,0.000280s,0.000366s,0.000086,0.002948806
1641992399.346382637s,1641992399.346838887s,1641992399.346857960s,1641992399.347425273s,0.000456s,0.000567s,0.000512s,-0.000055,0.002948925
1641992399.347425273s,1641992399.347874289s,1641992399.347903542s,1641992399.348225587s,0.000449s,0.000322s,0.000386s,0.000064,0.002948793
1641992399.348225587s,1641992399.348642743s,1641992399.348669012s,1641992399.349019383s,0.000417s,0.000350s,0.000384s,0.000033,0.002948697
1641992399.349019383s,1641992399.349437251s,1641992399.349455766s,1641992399.349801874s,0.000418s,0.000346s,0.000382s,0.000036,0.002948597
1641992399.349801874s,1641992399.350215687s,1641992399.350244008s,1641992399.350571498s,0.000414s,0.000327s,0.000371s,0.000043,0.002947477
1641992399.350571498s,1641992399.350990355s,1641992399.351019154s,1641992399.351366464s,0.000419s,0.000347s,0.000383s,0.000036,0.002946148
1641992399.351366464s,1641992399.351774574s,1641992399.351792997s,1641992399.353218265s,0.000408s,0.001425s,0.000917s,-0.000509,0.002949308
1641992399.353218265s,1641992399.353645372s,1641992399.353664483s,1641992399.353967251s,0.000427s,0.000303s,0.000365s,0.000062,0.002945854
1641992399.353967251s,1641992399.354500651s,1641992399.354521993s,1641992399.354875916s,0.000533s,0.000354s,0.000444s,0.00009,0.002945644
1641992399.354875916s,1641992399.355392527s,1641992399.355414105s,1641992399.355721406s,0.000517s,0.000307s,0.000412s,0.000105,0.002944308
1641992399.355721406s,1641992399.356141632s,1641992399.356161332s,1641992399.356463056s,0.000420s,0.000302s,0.000361s,0.000059,0.002943862
1641992399.356463056s,1641992399.356891664s,1641992399.356912944s,1641992399.357198566s,0.000429s,0.000286s,0.000357s,0.000072,0.00294382
1641992399.357198566s,1641992399.357615503s,1641992399.357637437s,1641992399.357930962s,0.000417s,0.000293s,0.000355s,0.000062,0.002943468
1641992399.357930962s,1641992399.358339434s,1641992399.358362651s,1641992399.358667870s,0.000409s,0.000305s,0.000357s,0.000052,0.002943301
1641992399.358667870s,1641992399.359116061s,1641992399.359143731s,1641992399.362013606s,0.000448s,0.002870s,0.001659s,-0.001211,0.002943187
1641992399.362013606s,1641992399.362462352s,1641992399.362480810s,1641992399.362779742s,0.000449s,0.000299s,0.000374s,0.000075,0.00294308
1641992399.362779742s,1641992399.363219359s,1641992399.363240630s,1641992399.363544269s,0.000439s,0.000304s,0.000371s,0.000068,0.002943295
1641992399.363544269s,1641992399.363961869s,1641992399.363999406s,1641992399.364291640s,0.000418s,0.000292s,0.000355s,0.000063,0.002942884
1641992399.364291640s,1641992399.364718447s,1641992399.364738297s,1641992399.365053263s,0.000427s,0.000315s,0.000371s,0.000056,0.002942629
1641992399.365053263s,1641992399.365488187s,1641992399.365508283s,1641992399.365785462s,0.000435s,0.000277s,0.000356s,0.000079,0.002944173
1641992399.365785462s,1641992399.366208166s,1641992399.366234529s,1641992399.366535273s,0.000423s,0.000301s,0.000362s,0.000061,0.002943801
1641992399.366535273s,1641992399.366954108s,1641992399.366980440s,1641992399.367258804s,0.000419s,0.000278s,0.000349s,0.00007,0.002943651
1641992399.367258804s,1641992399.367710018s,1641992399.367732825s,1641992399.367997328s,0.000451s,0.000265s,0.000358s,0.000093,0.002944085
1641992399.367997328s,1641992399.368403091s,1641992399.368443935s,1641992399.368741485s,0.000406s,0.000298s,0.000352s,0.000054,0.002947212
1641992399.368741485s,1641992399.369154953s,1641992399.369177807s,1641992399.369483687s,0.000413s,0.000306s,0.000360s,0.000054,0.002951133
1641992399.369483687s,1641992399.369897510s,1641992399.369905787s,1641992399.372746178s,0.000414s,0.002841s,0.001627s,-0.001213,0.00295048
1641992399.372746178s,1641992399.373223045s,1641992399.373254349s,1641992399.373555793s,0.000477s,0.000302s,0.000389s,0.000088,0.002950129
1641992399.373555793s,1641992399.374043706s,1641992399.374095776s,1641992399.374406561s,0.000488s,0.000311s,0.000399s,0.000088,0.002954218
1641992399.374406561s,1641992399.374823080s,1641992399.374848087s,1641992399.375163693s,0.000417s,0.000316s,0.000366s,0.00005,0.002954037
1641992399.375163693s,1641992399.375610289s,1641992399.375632788s,1641992399.375905159s,0.000447s,0.000273s,0.000360s,0.000087,0.002953567
1641992399.375905159s,1641992399.376315146s,1641992399.376338580s,1641992399.376611876s,0.000410s,0.000273s,0.000342s,0.000068,0.002955522
1641992399.376611876s,1641992399.377050364s,1641992399.377081069s,1641992399.377360408s,0.000438s,0.000279s,0.000359s,0.00008,0.002955026
1641992399.377360408s,1641992399.377788871s,1641992399.377819948s,1641992399.378099735s,0.000428s,0.000280s,0.000354s,0.000074,0.002953973
1641992399.378099735s,1641992399.378509293s,1641992399.378531915s,1641992399.378806005s,0.000410s,0.000274s,0.000342s,0.000068,0.002953648
1641992399.378806005s,1641992399.379215460s,1641992399.379236446s,1641992399.379499979s,0.000409s,0.000263s,0.000336s,0.000073,0.002953186
1641992399.379499979s,1641992399.379901974s,1641992399.379923710s,1641992399.380194327s,0.000402s,0.000271s,0.000336s,0.000066,0.002952797
1641992399.380194327s,1641992399.380600204s,1641992399.380620777s,1641992399.382028713s,0.000406s,0.001408s,0.000907s,-0.000501,0.002954944
1641992399.382028713s,1641992399.382459658s,1641992399.382480717s,1641992399.382761866s,0.000431s,0.000281s,0.000356s,0.000075,0.002958906
1641992399.382761866s,1641992399.383356912s,1641992399.383379549s,1641992399.383651213s,0.000595s,0.000272s,0.000433s,0.000162,0.002958542
1641992399.383651213s,1641992399.384070436s,1641992399.384106015s,1641992399.384373438s,0.000419s,0.000268s,0.000343s,0.000076,0.002958
1641992399.384373438s,1641992399.384723952s,1641992399.384745828s,1641992399.385021270s,0.000350s,0.000275s,0.000313s,0.000038,0.002957779
1641992399.385021270s,1641992399.385442946s,1641992399.385467877s,1641992399.385737572s,0.000422s,0.000270s,0.000346s,0.000076,0.002957879
1641992399.385737572s,1641992399.386154291s,1641992399.386177962s,1641992399.386443161s,0.000417s,0.000265s,0.000341s,0.000076,0.002957546
1641992399.386443161s,1641992399.386862845s,1641992399.386880690s,1641992399.387168607s,0.000420s,0.000288s,0.000354s,0.000066,0.002957059
1641992399.387168607s,1641992399.387602124s,1641992399.387622243s,1641992399.387887420s,0.000433s,0.000265s,0.000349s,0.000084,0.002956946
1641992399.387887420s,1641992399.388294799s,1641992399.388315852s,1641992399.398014748s,0.000407s,0.009699s,0.005053s,-0.004646,0.002958398
1641992399.398014748s,1641992399.398455989s,1641992399.398477777s,1641992399.398777336s,0.000441s,0.000299s,0.000370s,0.000071,0.002962156
1641992399.398777336s,1641992399.399199370s,1641992399.399263847s,1641992399.399590366s,0.000422s,0.000326s,0.000374s,0.000048,0.00296251
1641992399.399590366s,1641992399.400005436s,1641992399.400031155s,1641992399.400333803s,0.000415s,0.000303s,0.000359s,0.000056,0.00296263
1641992399.400333803s,1641992399.400753719s,1641992399.400777076s,1641992399.401059911s,0.000420s,0.000283s,0.000351s,0.000069,0.002962233
1641992399.401059911s,1641992399.401489108s,1641992399.401517199s,1641992399.401795754s,0.000429s,0.000279s,0.000354s,0.000075,0.002963273
1641992399.401795754s,1641992399.402216885s,1641992399.402238560s,1641992399.402528884s,0.000421s,0.000290s,0.000356s,0.000065,0.002962849
1641992399.402528884s,1641992399.402954848s,1641992399.402979701s,1641992399.405986621s,0.000426s,0.003007s,0.001716s,-0.001291,0.002962358
1641992399.405986621s,1641992399.406412389s,1641992399.406431713s,1641992399.406731388s,0.000426s,0.000300s,0.000363s,0.000063,0.002961922
1641992399.406731388s,1641992399.407270015s,1641992399.407291808s,1641992399.407574264s,0.000539s,0.000282s,0.000410s,0.000128,0.002961731
1641992399.407574264s,1641992399.407988155s,1641992399.408010168s,1641992399.408273771s,0.000414s,0.000263s,0.000339s,0.000075,0.002957939
1641992399.408273771s,1641992399.408744100s,1641992399.408764993s,1641992399.409037383s,0.000470s,0.000272s,0.000371s,0.000099,0.002957242
1641992399.409037383s,1641992399.409461881s,1641992399.409483421s,1641992399.409747530s,0.000425s,0.000264s,0.000344s,0.00008,0.002956938
1641992399.409747530s,1641992399.410226039s,1641992399.410263430s,1641992399.410574861s,0.000479s,0.000311s,0.000395s,0.000084,0.002956707
1641992399.410574861s,1641992399.411000752s,1641992399.411025116s,1641992399.411334202s,0.000426s,0.000309s,0.000368s,0.000058,0.002956394
1641992399.411334202s,1641992399.411743279s,1641992399.411764708s,1641992399.412071330s,0.000409s,0.000307s,0.000358s,0.000051,0.002956206
1641992399.412071330s,1641992399.412490046s,1641992399.412509774s,1641992399.414125383s,0.000419s,0.001616s,0.001017s,-0.000598,0.002956037
1641992399.414125383s,1641992399.414550837s,1641992399.414572392s,1641992399.414878588s,0.000425s,0.000306s,0.000366s,0.00006,0.002955622
1641992399.414878588s,1641992399.415187544s,1641992399.415207955s,1641992399.415629942s,0.000309s,0.000422s,0.000365s,-0.000057,0.002955108
1641992399.415629942s,1641992399.416044691s,1641992399.416090795s,1641992399.416376092s,0.000415s,0.000285s,0.000350s,0.000065,0.002954835
1641992399.416376092s,1641992399.416786188s,1641992399.416805801s,1641992399.417097890s,0.000410s,0.000292s,0.000351s,0.000059,0.002956356
1641992399.417097890s,1641992399.417515153s,1641992399.417536805s,1641992399.417842953s,0.000417s,0.000306s,0.000362s,0.000056,0.002956046
1641992399.417842953s,1641992399.418265984s,1641992399.418286355s,1641992399.418564593s,0.000423s,0.000278s,0.000351s,0.000072,0.00295574
