frame,time,offset,recv time,send,the,raw,time_2
1,0.099798918,0,1641993476,1641993476,0.089809885,80.3535,0.102798918
2,0.084137321,0.012309194,1641993476,1641993476,0.086460104,80.3535,0.087137321
3,0.086799741,0.01204145,1641993476,1641993476,0.088850012,80.3535,0.089799741
4,0.084130764,0.012086153,1641993476,1641993476,0.08623003,80.3535,0.087130764
5,0.08408316,0.012107531,1641993476,1641993476,0.086199989,80.3535,0.08708316
6,0.083212227,0.012121826,1641993476,1641993476,0.085360041,80.3535,0.086212227
7,0.086720872,0.012114358,1641993476,1641993476,0.088839998,80.3535,0.089720872
8,0.085912923,0.012123366,1641993477,1641993476,0.088050117,80.3535,0.088912923
9,0.084920849,0.012136732,1641993477,1641993477,0.087069979,80.3535,0.087920849
10,0.084225208,0.012147397,1641993477,1641993477,0.086380234,80.3535,0.087225208
11,0.083101961,0.01215246,1641993477,1641993477,0.085260143,80.3535,0.086101961
12,0.08325783,0.012153709,1641993477,1641993477,0.085419884,80.3535,0.08625783
13,0.084160382,0.012146896,1641993477,1641993477,0.086319914,80.3535,0.087160382
14,0.083296279,0.012152215,1641993477,1641993477,0.085459938,80.3535,0.086296279
15,0.086824848,0.012150333,1641993477,1641993477,0.088980188,80.3535,0.089824848
16,0.08314641,0.012144966,1641993477,1641993477,0.085300198,80.3535,0.08614641
17,0.08324519,0.012152521,1641993477,1641993477,0.085399857,80.3535,0.08624519
18,0.083971158,0.012147769,1641993477,1641993477,0.086130133,80.3535,0.086971158
19,0.083236084,0.012145414,1641993478,1641993477,0.085390081,80.3535,0.086236084
20,0.083216402,0.012142446,1641993478,1641993478,0.085359802,80.3535,0.086216402
21,0.083319614,0.012140086,1641993478,1641993478,0.085469952,80.3535,0.086319614
22,0.083339906,0.01214149,1641993478,1641993478,0.085489979,80.3535,0.086339906
23,0.083164385,0.012143918,1641993478,1641993478,0.085319986,80.3535,0.086164385
24,0.085014993,0.012137716,1641993478,1641993478,0.087160101,80.3535,0.088014993
25,0.087500645,0.012133526,1641993478,1641993478,0.089639893,80.3535,0.090500645
26,0.083119377,0.012134328,1641993478,1641993478,0.085260143,80.3535,0.086119377
27,0.08308692,0.012132454,1641993478,1641993478,0.085220089,80.3535,0.08608692
28,0.086891404,0.012133131,1641993478,1641993478,0.089030018,80.3535,0.089891404
29,0.087438455,0.012131819,1641993478,1641993478,0.08958005,80.3535,0.090438455
30,0.083902155,0.012134756,1641993478,1641993478,0.086050024,80.3535,0.086902155
31,0.084102462,0.012132336,1641993479,1641993478,0.086250057,80.3535,0.087102462
32,0.083229542,0.012133837,1641993479,1641993479,0.085370054,80.3535,0.086229542
33,0.083196375,0.012135056,1641993479,1641993479,0.085340014,80.3535,0.086196375
34,0.085010231,0.012133896,1641993479,1641993479,0.087160101,80.3535,0.088010231
35,0.083867767,0.012134574,1641993479,1641993479,0.086019983,80.3535,0.086867767
36,0.084879037,0.012138251,1641993479,1641993479,0.087020149,80.3535,0.087879037
37,0.086701877,0.012139314,1641993479,1641993479,0.088850012,80.3535,0.089701877
38,0.083168228,0.012140552,1641993479,1641993479,0.085319986,80.3535,0.086168228
39,0.084935701,0.012142623,1641993479,1641993479,0.087079992,80.3535,0.087935701
40,0.085706221,0.012143624,1641993479,1641993479,0.087860098,80.3535,0.088706221
41,0.083193284,0.012145299,1641993479,1641993479,0.085340014,80.3535,0.086193284
42,0.084756812,0.012144604,1641993480,1641993479,0.08691,80.3535,0.087756812
43,0.087454168,0.012141856,1641993480,1641993480,0.089609852,80.3535,0.090454168
44,0.084037355,0.012144276,1641993480,1641993480,0.086189976,80.3535,0.087037355
45,0.087577548,0.012142692,1641993480,1641993480,0.089730015,80.3535,0.090577548
46,0.086771933,0.012081417,1641993480,1641993480,0.088860025,80.3535,0.089771933
47,0.087559862,0.012077885,1641993480,1641993480,0.089649906,80.3535,0.090559862
48,0.086836817,0.01208019,1641993480,1641993480,0.08893012,80.3535,0.089836817
49,0.083202101,0.0120795,1641993480,1641993480,0.085289946,80.3535,0.086202101
50,0.083249182,0.012082249,1641993480,1641993480,0.085340014,80.3535,0.086249182
51,0.087538422,0.012082874,1641993480,1641993480,0.089629879,80.3535,0.090538422
52,0.083169143,0.012084801,1641993480,1641993480,0.085259905,80.3535,0.086169143
53,0.087540061,0.012084335,1641993481,1641993480,0.089640131,80.3535,0.090540061
54,0.086666573,0.012085688,1641993481,1641993481,0.08875989,80.3535,0.089666573
55,0.086789032,0.012085537,1641993481,1641993481,0.088880053,80.3535,0.089789032
56,0.083202989,0.012087672,1641993481,1641993481,0.085300198,80.3535,0.086202989
57,0.086800304,0.012088808,1641993481,1641993481,0.088899841,80.3535,0.089800304
58,0.087507797,0.012089895,1641993481,1641993481,0.089600077,80.3535,0.090507797
59,0.086782547,0.012091783,1641993481,1641993481,0.088879814,80.3535,0.089782547
60,0.086775153,0.012091787,1641993481,1641993481,0.088880053,80.3535,0.089775153
61,0.087528847,0.012094118,1641993481,1641993481,0.089630117,80.3535,0.090528847
62,0.087474334,0.012096417,1641993481,1641993481,0.08958005,80.3535,0.090474334
63,0.084143361,0.012095014,1641993481,1641993481,0.086249819,80.3535,0.087143361
64,0.087617715,0.012094657,1641993481,1641993481,0.089720001,80.3535,0.090617715
65,0.083148947,0.012095222,1641993482,1641993481,0.085260143,80.3535,0.086148947
66,0.083218606,0.012094466,1641993482,1641993482,0.08533,80.3535,0.086218606
67,0.087537397,0.012095343,1641993482,1641993482,0.089640131,80.3535,0.090537397
68,0.086779168,0.012095878,1641993482,1641993482,0.088889828,80.3535,0.089779168
69,0.087740854,0.012094304,1641993482,1641993482,0.089840164,80.3535,0.090740854
70,0.086745066,0.012095886,1641993482,1641993482,0.088850012,80.3535,0.089745066
71,0.087632634,0.012095474,1641993482,1641993482,0.089750042,80.3535,0.090632634
72,0.086849242,0.012095661,1641993482,1641993482,0.088950148,80.3535,0.089849242
73,0.08295171,0.012096479,1641993482,1641993482,0.085050097,80.3535,0.08595171
74,0.086685058,0.012097243,1641993482,1641993482,0.088800182,80.3535,0.089685058
