T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,ptp,quic
1641990854.244160682s,1641990854.234404448s,1641990854.234429456s,1641990854.248956869s,-0.009756s,0.014528s,0.002386s,-0.012142,-0.007122058
1641990854.248956869s,1641990854.239197728s,1641990854.239223389s,1641990854.249644827s,-0.009759s,0.010421s,0.000331s,-0.01009,-0.007123133
1641990854.249644827s,1641990854.239876598s,1641990854.239909759s,1641990854.250425513s,-0.009768s,0.010516s,0.000374s,-0.010142,-0.00712465
1641990854.250425513s,1641990854.240664410s,1641990854.240745544s,1641990854.251193727s,-0.009761s,0.010448s,0.000344s,-0.010105,-0.007126135
1641990854.251193727s,1641990854.241442495s,1641990854.241468761s,1641990854.251914862s,-0.009751s,0.010446s,0.000347s,-0.010099,-0.007127121
1641990854.251914862s,1641990854.242158655s,1641990854.242185608s,1641990854.252612817s,-0.009756s,0.010427s,0.000335s,-0.010092,-0.007129323
1641990854.252612817s,1641990854.242868145s,1641990854.242910280s,1641990854.253382924s,-0.009745s,0.010473s,0.000364s,-0.010109,-0.00713024
1641990854.253382924s,1641990854.243632365s,1641990854.243658683s,1641990854.254138936s,-0.009751s,0.010480s,0.000365s,-0.010115,-0.007131912
1641990854.254138936s,1641990854.244390660s,1641990854.244416529s,1641990854.254855110s,-0.009748s,0.010439s,0.000345s,-0.010093,-0.007132625
1641990854.254855110s,1641990854.245113717s,1641990854.245139631s,1641990854.255630904s,-0.009742s,0.010491s,0.000375s,-0.010116,-0.007134144
1641990854.255630904s,1641990854.245890702s,1641990854.245915749s,1641990854.260004213s,-0.009740s,0.014089s,0.002174s,-0.011914,-0.007135617
1641990854.260004213s,1641990854.250329597s,1641990854.250331916s,1641990854.260817737s,-0.009675s,0.010486s,0.000406s,-0.01008,-0.007136968
1641990854.260817737s,1641990854.251102311s,1641990854.251104482s,1641990854.261588737s,-0.009716s,0.010484s,0.000384s,-0.0101,-0.007138427
1641990854.261588737s,1641990854.251884441s,1641990854.251886567s,1641990854.262321852s,-0.009704s,0.010435s,0.000365s,-0.01007,-0.007139858
1641990854.262321852s,1641990854.252571230s,1641990854.252573193s,1641990854.263060277s,-0.009751s,0.010487s,0.000368s,-0.010119,-0.007141108
1641990854.263060277s,1641990854.253322522s,1641990854.253324408s,1641990854.263760103s,-0.009738s,0.010436s,0.000349s,-0.010087,-0.007142153
1641990854.263760103s,1641990854.254034345s,1641990854.254036273s,1641990854.264466607s,-0.009726s,0.010430s,0.000352s,-0.010078,-0.007143681
1641990854.264466607s,1641990854.254722251s,1641990854.254724694s,1641990854.265299822s,-0.009744s,0.010575s,0.000415s,-0.01016,-0.007144428
1641990854.265299822s,1641990854.255553092s,1641990854.255555040s,1641990854.266034616s,-0.009747s,0.010479s,0.000366s,-0.010113,-0.007145261
1641990854.266034616s,1641990854.256274174s,1641990854.256290112s,1641990854.266802694s,-0.009760s,0.010513s,0.000376s,-0.010136,-0.007145736
1641990854.266802694s,1641990854.257033957s,1641990854.257054052s,1641990854.267525339s,-0.009769s,0.010471s,0.000351s,-0.01012,-0.007146721
1641990854.267525339s,1641990854.257772976s,1641990854.257794832s,1641990854.268248427s,-0.009753s,0.010453s,0.000350s,-0.010103,-0.007147415
1641990854.268248427s,1641990854.258509917s,1641990854.258542332s,1641990854.268990374s,-0.009738s,0.010448s,0.000355s,-0.010093,-0.007148712
1641990854.268990374s,1641990854.259226395s,1641990854.259245532s,1641990854.269680219s,-0.009764s,0.010435s,0.000335s,-0.010099,-0.007149362
1641990854.269680219s,1641990854.259908576s,1641990854.259938257s,1641990854.270387570s,-0.009772s,0.010449s,0.000339s,-0.01011,-0.007150905
1641990854.270387570s,1641990854.260636910s,1641990854.260661585s,1641990854.271098538s,-0.009751s,0.010437s,0.000343s,-0.010094,-0.007153873
1641990854.271098538s,1641990854.261339534s,1641990854.261366160s,1641990854.271803176s,-0.009759s,0.010437s,0.000339s,-0.010098,-0.007154776
1641990854.271803176s,1641990854.262057025s,1641990854.262087540s,1641990854.272530689s,-0.009746s,0.010443s,0.000349s,-0.010095,-0.007155409
1641990854.272530689s,1641990854.262775320s,1641990854.262807013s,1641990854.273257629s,-0.009755s,0.010451s,0.000348s,-0.010103,-0.007156581
1641990854.273257629s,1641990854.263426597s,1641990854.263471780s,1641990854.273917200s,-0.009831s,0.010445s,0.000307s,-0.010138,-0.007157667
1641990854.273917200s,1641990854.264231788s,1641990854.264263581s,1641990854.274717723s,-0.009686s,0.010454s,0.000384s,-0.01007,-0.007158197
1641990854.274717723s,1641990854.264981848s,1641990854.265009210s,1641990854.275734177s,-0.009736s,0.010725s,0.000494s,-0.010231,-0.00715888
1641990854.275734177s,1641990854.265851928s,1641990854.265880055s,1641990854.276367803s,-0.009882s,0.010488s,0.000303s,-0.010185,-0.007159084
1641990854.276367803s,1641990854.266626554s,1641990854.266654285s,1641990854.277087582s,-0.009741s,0.010433s,0.000346s,-0.010087,-0.007159909
1641990854.277087582s,1641990854.267346532s,1641990854.267372157s,1641990854.277815729s,-0.009741s,0.010444s,0.000351s,-0.010092,-0.007160817
1641990854.277815729s,1641990854.268086615s,1641990854.268133663s,1641990854.278562903s,-0.009729s,0.010429s,0.000350s,-0.010079,-0.007161868
1641990854.278562903s,1641990854.268835995s,1641990854.268875160s,1641990854.279350825s,-0.009727s,0.010476s,0.000374s,-0.010101,-0.007162597
1641990854.279350825s,1641990854.269614899s,1641990854.269642966s,1641990854.285007772s,-0.009736s,0.015365s,0.002814s,-0.01255,-0.007163029
1641990854.285007772s,1641990854.275281957s,1641990854.275313366s,1641990854.285763929s,-0.009726s,0.010451s,0.000362s,-0.010088,-0.007164194
1641990854.285763929s,1641990854.276015112s,1641990854.276044445s,1641990854.286528235s,-0.009749s,0.010484s,0.000368s,-0.010116,-0.007165163
1641990854.286528235s,1641990854.276807431s,1641990854.276826021s,1641990854.287299344s,-0.009721s,0.010473s,0.000376s,-0.010097,-0.007166078
1641990854.287299344s,1641990854.277565255s,1641990854.277586129s,1641990854.288017027s,-0.009734s,0.010431s,0.000348s,-0.010082,-0.007167013
1641990854.288017027s,1641990854.278279755s,1641990854.278310809s,1641990854.288771128s,-0.009737s,0.010460s,0.000362s,-0.010099,-0.007168148
1641990854.288771128s,1641990854.279039531s,1641990854.279061401s,1641990854.289509557s,-0.009732s,0.010448s,0.000358s,-0.01009,-0.007169063
1641990854.289509557s,1641990854.279880729s,1641990854.279902496s,1641990854.290369896s,-0.009629s,0.010468s,0.000419s,-0.010048,-0.007170233
1641990854.290369896s,1641990854.280637318s,1641990854.280674798s,1641990854.291164575s,-0.009733s,0.010490s,0.000379s,-0.010111,-0.007171329
1641990854.291164575s,1641990854.281436902s,1641990854.281499161s,1641990854.291941772s,-0.009728s,0.010443s,0.000358s,-0.010085,-0.007172012
1641990854.291941772s,1641990854.282225653s,1641990854.282252294s,1641990854.292737387s,-0.009716s,0.010485s,0.000384s,-0.010101,-0.007172356
1641990854.292737387s,1641990854.283031434s,1641990854.283046796s,1641990854.296307152s,-0.009706s,0.013260s,0.001777s,-0.011483,-0.007172799
1641990854.296307152s,1641990854.286690094s,1641990854.286709606s,1641990854.297153109s,-0.009617s,0.010443s,0.000413s,-0.01003,-0.007173681
1641990854.297153109s,1641990854.287388586s,1641990854.287427258s,1641990854.297872127s,-0.009764s,0.010445s,0.000340s,-0.010105,-0.007174037
1641990854.297872127s,1641990854.288150861s,1641990854.288172126s,1641990854.298620127s,-0.009721s,0.010448s,0.000363s,-0.010085,-0.007173699
1641990854.298620127s,1641990854.288892996s,1641990854.288926027s,1641990854.299366033s,-0.009727s,0.010440s,0.000356s,-0.010084,-0.007173741
1641990854.299366033s,1641990854.289664743s,1641990854.289666722s,1641990854.300164448s,-0.009701s,0.010498s,0.000398s,-0.0101,-0.007174358
1641990854.300164448s,1641990854.290429090s,1641990854.290478933s,1641990854.300907900s,-0.009735s,0.010429s,0.000347s,-0.010082,-0.007178102
1641990854.300907900s,1641990854.291162707s,1641990854.291164734s,1641990854.301614298s,-0.009745s,0.010450s,0.000352s,-0.010097,-0.007178988
1641990854.301614298s,1641990854.291903773s,1641990854.291930750s,1641990854.302397887s,-0.009711s,0.010467s,0.000378s,-0.010089,-0.007179858
1641990854.302397887s,1641990854.292745782s,1641990854.292765386s,1641990854.303200486s,-0.009652s,0.010435s,0.000391s,-0.010044,-0.007180623
1641990854.303200486s,1641990854.293451520s,1641990854.293474355s,1641990854.303905510s,-0.009749s,0.010431s,0.000341s,-0.01009,-0.007186441
1641990854.303905510s,1641990854.294165373s,1641990854.294185888s,1641990854.304634253s,-0.009740s,0.010448s,0.000354s,-0.010094,-0.007186434
1641990854.304634253s,1641990854.294980821s,1641990854.294991816s,1641990854.305427458s,-0.009654s,0.010436s,0.000391s,-0.010045,-0.007187035
1641990854.305427458s,1641990854.295716108s,1641990854.295732610s,1641990854.306285098s,-0.009712s,0.010553s,0.000421s,-0.010132,-0.007187605
1641990854.306285098s,1641990854.296561877s,1641990854.296587895s,1641990854.307021638s,-0.009723s,0.010434s,0.000355s,-0.010078,-0.007188667
1641990854.307021638s,1641990854.297280337s,1641990854.297282277s,1641990854.307766186s,-0.009741s,0.010484s,0.000371s,-0.010113,-0.007189295
1641990854.307766186s,1641990854.298073611s,1641990854.298098965s,1641990854.308559099s,-0.009693s,0.010460s,0.000384s,-0.010076,-0.007189488
1641990854.308559099s,1641990854.298796330s,1641990854.298815321s,1641990854.309257933s,-0.009763s,0.010443s,0.000340s,-0.010103,-0.007193707
1641990854.309257933s,1641990854.299797167s,1641990854.299841578s,1641990854.310270410s,-0.009461s,0.010429s,0.000484s,-0.009945,-0.007194307
1641990854.310270410s,1641990854.300524752s,1641990854.300551210s,1641990854.310991347s,-0.009746s,0.010440s,0.000347s,-0.010093,-0.007194901
1641990854.310991347s,1641990854.301265087s,1641990854.301291216s,1641990854.311782777s,-0.009726s,0.010492s,0.000383s,-0.010109,-0.007196879
1641990854.311782777s,1641990854.302164675s,1641990854.302166606s,1641990854.312616979s,-0.009618s,0.010450s,0.000416s,-0.010034,-0.007197652
1641990854.312616979s,1641990854.302889546s,1641990854.302891514s,1641990854.313360855s,-0.009727s,0.010469s,0.000371s,-0.010098,-0.007198539
1641990854.313360855s,1641990854.303601737s,1641990854.303647088s,1641990854.314085223s,-0.009759s,0.010438s,0.000340s,-0.010099,-0.007198869
1641990854.314085223s,1641990854.304339273s,1641990854.304359136s,1641990854.314811032s,-0.009746s,0.010452s,0.000353s,-0.010099,-0.007199386
1641990854.314811032s,1641990854.305092078s,1641990854.305129261s,1641990854.317019494s,-0.009719s,0.011890s,0.001086s,-0.010805,-0.007199876
1641990854.317019494s,1641990854.307307454s,1641990854.307338269s,1641990854.317762343s,-0.009712s,0.010424s,0.000356s,-0.010068,-0.007200004
1641990854.317762343s,1641990854.308006509s,1641990854.308024076s,1641990854.318468544s,-0.009756s,0.010444s,0.000344s,-0.0101,-0.007200271
1641990854.318468544s,1641990854.308713066s,1641990854.308728021s,1641990854.319223914s,-0.009756s,0.010496s,0.000370s,-0.010126,-0.007201187
1641990854.319223914s,1641990854.309424500s,1641990854.309443091s,1641990854.319911813s,-0.009799s,0.010469s,0.000335s,-0.010134,-0.007201334
1641990854.319911813s,1641990854.310149987s,1641990854.310169378s,1641990854.320624223s,-0.009762s,0.010455s,0.000346s,-0.010108,-0.007201634
1641990854.320624223s,1641990854.310878020s,1641990854.310897413s,1641990854.321391396s,-0.009746s,0.010494s,0.000374s,-0.01012,-0.007201879
1641990854.321391396s,1641990854.311644049s,1641990854.311664662s,1641990854.322165935s,-0.009747s,0.010501s,0.000377s,-0.010124,-0.007202171
1641990854.322165935s,1641990854.312417150s,1641990854.312438908s,1641990854.323003109s,-0.009749s,0.010564s,0.000408s,-0.010156,-0.007202332
1641990854.323003109s,1641990854.313250600s,1641990854.313276995s,1641990854.323719826s,-0.009753s,0.010443s,0.000345s,-0.010098,-0.00720335
1641990854.323719826s,1641990854.313984996s,1641990854.314003748s,1641990854.324459196s,-0.009735s,0.010456s,0.000360s,-0.010095,-0.007203035
1641990854.324459196s,1641990854.314714680s,1641990854.314735347s,1641990854.325170807s,-0.009745s,0.010435s,0.000345s,-0.01009,-0.007203349
1641990854.325170807s,1641990854.315418280s,1641990854.315434126s,1641990854.329150838s,-0.009753s,0.013717s,0.001982s,-0.011735,-0.007203574
1641990854.329150838s,1641990854.319461620s,1641990854.319495337s,1641990854.329955431s,-0.009689s,0.010460s,0.000385s,-0.010075,-0.007203772
1641990854.329955431s,1641990854.320232171s,1641990854.320288497s,1641990854.330740596s,-0.009723s,0.010452s,0.000365s,-0.010088,-0.007204124
1641990854.330740596s,1641990854.321014703s,1641990854.321044851s,1641990854.331506606s,-0.009726s,0.010462s,0.000368s,-0.010094,-0.007204577
1641990854.331506606s,1641990854.321752512s,1641990854.321772452s,1641990854.332204178s,-0.009754s,0.010432s,0.000339s,-0.010093,-0.007205214
1641990854.332204178s,1641990854.322440095s,1641990854.322461581s,1641990854.332929996s,-0.009764s,0.010468s,0.000352s,-0.010116,-0.007205463
1641990854.332929996s,1641990854.323198609s,1641990854.323219025s,1641990854.333717159s,-0.009732s,0.010498s,0.000383s,-0.010115,-0.007205426
1641990854.333717159s,1641990854.323971634s,1641990854.323989743s,1641990854.334448744s,-0.009745s,0.010459s,0.000357s,-0.010102,-0.007206007
1641990854.334448744s,1641990854.324724967s,1641990854.324747738s,1641990854.335208179s,-0.009724s,0.010460s,0.000368s,-0.010092,-0.007207967
1641990854.335208179s,1641990854.325578600s,1641990854.325604917s,1641990854.336048312s,-0.009629s,0.010443s,0.000407s,-0.010036,-0.007207978
1641990854.336048312s,1641990854.326333330s,1641990854.326336033s,1641990854.337729596s,-0.009715s,0.011394s,0.000839s,-0.010554,-0.007208222
1641990854.337729596s,1641990854.328001277s,1641990854.328014232s,1641990854.338461270s,-0.009728s,0.010447s,0.000359s,-0.010088,-0.007208704
1641990854.338461270s,1641990854.328719521s,1641990854.328740615s,1641990854.339334472s,-0.009742s,0.010594s,0.000426s,-0.010168,-0.007208816
1641990854.339334472s,1641990854.329623082s,1641990854.329645754s,1641990854.340345077s,-0.009712s,0.010699s,0.000494s,-0.010205,-0.007209541
1641990854.340345077s,1641990854.330612648s,1641990854.330633395s,1641990854.341637620s,-0.009732s,0.011004s,0.000636s,-0.010368,-0.007210206
1641990854.341637620s,1641990854.331826718s,1641990854.331849544s,1641990854.342557942s,-0.009811s,0.010708s,0.000449s,-0.01026,-0.007200929
1641990854.342557942s,1641990854.332826088s,1641990854.332848066s,1641990854.343299689s,-0.009732s,0.010452s,0.000360s,-0.010092,-0.007198322
1641990854.343299689s,1641990854.333435730s,1641990854.333460491s,1641990854.344107518s,-0.009864s,0.010647s,0.000392s,-0.010255,-0.007199123
1641990854.344107518s,1641990854.334370084s,1641990854.334411319s,1641990854.344905676s,-0.009737s,0.010494s,0.000378s,-0.010116,-0.007199413
1641990854.344905676s,1641990854.335263402s,1641990854.335286083s,1641990854.345810904s,-0.009642s,0.010525s,0.000441s,-0.010083,-0.007198463
1641990854.345810904s,1641990854.336106947s,1641990854.336138705s,1641990854.346610661s,-0.009704s,0.010472s,0.000384s,-0.010088,-0.007199918
1641990854.346610661s,1641990854.336877674s,1641990854.336898310s,1641990854.347391108s,-0.009733s,0.010493s,0.000380s,-0.010113,-0.007197374
1641990854.347391108s,1641990854.337712890s,1641990854.337733296s,1641990854.348164639s,-0.009678s,0.010431s,0.000377s,-0.010055,-0.007199275
1641990854.348164639s,1641990854.338348087s,1641990854.338379767s,1641990854.348890199s,-0.009816s,0.010510s,0.000347s,-0.010163,-0.007199683
1641990854.348890199s,1641990854.339190029s,1641990854.339213346s,1641990854.349702219s,-0.009700s,0.010489s,0.000394s,-0.010095,-0.007200567
1641990854.349702219s,1641990854.339823269s,1641990854.339854574s,1641990854.350413073s,-0.009879s,0.010559s,0.000340s,-0.010219,-0.007197807
1641990854.350413073s,1641990854.340672912s,1641990854.340690743s,1641990854.352987986s,-0.009740s,0.012297s,0.001279s,-0.011019,-0.007194364
1641990854.352987986s,1641990854.343275897s,1641990854.343307494s,1641990854.353910863s,-0.009712s,0.010603s,0.000446s,-0.010158,-0.007194711
1641990854.353910863s,1641990854.344205419s,1641990854.344258398s,1641990854.355036738s,-0.009706s,0.010778s,0.000536s,-0.010242,-0.007195654
1641990854.355036738s,1641990854.345748231s,1641990854.345750689s,1641990854.356691479s,-0.009289s,0.010941s,0.000826s,-0.010115,-0.007200369
1641990854.356691479s,1641990854.346974497s,1641990854.346976529s,1641990854.357425099s,-0.009717s,0.010449s,0.000366s,-0.010083,-0.007200781
1641990854.357425099s,1641990854.347669319s,1641990854.347693280s,1641990854.358243622s,-0.009756s,0.010550s,0.000397s,-0.010153,-0.007201339
1641990854.358243622s,1641990854.348488059s,1641990854.348511957s,1641990854.359626464s,-0.009756s,0.011115s,0.000679s,-0.010435,-0.007201722
1641990854.359626464s,1641990854.349896315s,1641990854.349926015s,1641990854.361149814s,-0.009730s,0.011224s,0.000747s,-0.010477,-0.00720229
1641990854.361149814s,1641990854.351384503s,1641990854.351394108s,1641990854.365030260s,-0.009765s,0.013636s,0.001935s,-0.011701,-0.007202636
1641990854.365030260s,1641990854.355390060s,1641990854.355409065s,1641990854.365962754s,-0.009640s,0.010554s,0.000457s,-0.010097,-0.007203384
1641990854.365962754s,1641990854.356257119s,1641990854.356293467s,1641990854.366756626s,-0.009706s,0.010463s,0.000379s,-0.010084,-0.007203924
1641990854.366756626s,1641990854.357034912s,1641990854.357036996s,1641990854.367484575s,-0.009722s,0.010448s,0.000363s,-0.010085,-0.007204551
1641990854.367484575s,1641990854.357742859s,1641990854.357744849s,1641990854.368461369s,-0.009742s,0.010716s,0.000487s,-0.010229,-0.007204808
1641990854.368461369s,1641990854.358727145s,1641990854.358729339s,1641990854.369720168s,-0.009734s,0.010991s,0.000628s,-0.010363,-0.00720549
1641990854.369720168s,1641990854.359985857s,1641990854.360005677s,1641990854.370890181s,-0.009734s,0.010885s,0.000575s,-0.010309,-0.007205926
1641990854.370890181s,1641990854.361136401s,1641990854.361154369s,1641990854.372137811s,-0.009754s,0.010983s,0.000615s,-0.010369,-0.007206037
1641990854.372137811s,1641990854.362407331s,1641990854.362465599s,1641990854.373546555s,-0.009730s,0.011081s,0.000675s,-0.010406,-0.007206381
1641990854.373546555s,1641990854.363822096s,1641990854.363823517s,1641990854.374664298s,-0.009725s,0.010841s,0.000558s,-0.010283,-0.007206527
1641990854.374664298s,1641990854.365000546s,1641990854.365002579s,1641990854.375458097s,-0.009664s,0.010455s,0.000396s,-0.01006,-0.007207228
1641990854.375458097s,1641990854.365763733s,1641990854.365785014s,1641990854.376236922s,-0.009694s,0.010452s,0.000379s,-0.010073,-0.00720786
1641990854.376236922s,1641990854.366510823s,1641990854.366538262s,1641990854.377070776s,-0.009726s,0.010532s,0.000403s,-0.010129,-0.007208487
1641990854.377070776s,1641990854.367323463s,1641990854.367345789s,1641990854.377800168s,-0.009747s,0.010454s,0.000354s,-0.010101,-0.007208919
1641990854.377800168s,1641990854.368035273s,1641990854.368072599s,1641990854.378606007s,-0.009765s,0.010534s,0.000384s,-0.010149,-0.007209354
1641990854.378606007s,1641990854.368864893s,1641990854.368898760s,1641990854.379530782s,-0.009741s,0.010632s,0.000445s,-0.010187,-0.007215015
1641990854.379530782s,1641990854.371636680s,1641990854.371655244s,1641990854.382224880s,-0.007894s,0.010570s,0.001338s,-0.009232,-0.007219234
1641990854.382224880s,1641990854.372470725s,1641990854.372491252s,1641990854.382931783s,-0.009754s,0.010440s,0.000343s,-0.010097,-0.007220082
1641990854.382931783s,1641990854.373122363s,1641990854.373168856s,1641990854.383602744s,-0.009809s,0.010434s,0.000312s,-0.010122,-0.007220321
1641990854.383602744s,1641990854.373856595s,1641990854.373876906s,1641990854.384386532s,-0.009746s,0.010510s,0.000382s,-0.010128,-0.007220768
1641990854.384386532s,1641990854.374673915s,1641990854.374705404s,1641990854.385177846s,-0.009713s,0.010473s,0.000380s,-0.010093,-0.007220852
1641990854.385177846s,1641990854.375505313s,1641990854.375520712s,1641990854.389072282s,-0.009673s,0.013551s,0.001939s,-0.011612,-0.007221153
1641990854.389072282s,1641990854.379387556s,1641990854.379435696s,1641990854.389987926s,-0.009685s,0.010552s,0.000434s,-0.010118,-0.007221505
1641990854.389987926s,1641990854.380275201s,1641990854.380295291s,1641990854.391013314s,-0.009713s,0.010718s,0.000503s,-0.010215,-0.007221883
1641990854.391013314s,1641990854.381281331s,1641990854.381307062s,1641990854.392020977s,-0.009732s,0.010714s,0.000491s,-0.010223,-0.007222226
1641990854.392020977s,1641990854.382289268s,1641990854.382291311s,1641990854.393183880s,-0.009732s,0.010893s,0.000580s,-0.010312,-0.007222081
1641990854.393183880s,1641990854.383447526s,1641990854.383449634s,1641990854.394245920s,-0.009737s,0.010796s,0.000530s,-0.010266,-0.007223895
1641990854.394245920s,1641990854.384546406s,1641990854.384548952s,1641990854.396964144s,-0.009699s,0.012415s,0.001358s,-0.011057,-0.007226259
1641990854.396964144s,1641990854.387259963s,1641990854.387263657s,1641990854.397705326s,-0.009704s,0.010442s,0.000369s,-0.010073,-0.007226842
1641990854.397705326s,1641990854.387976888s,1641990854.387980597s,1641990854.398419211s,-0.009728s,0.010438s,0.000355s,-0.010083,-0.007227946
1641990854.398419211s,1641990854.388767312s,1641990854.388770211s,1641990854.399278526s,-0.009652s,0.010509s,0.000428s,-0.01008,-0.007228196
1641990854.399278526s,1641990854.389666483s,1641990854.389668041s,1641990854.400251950s,-0.009612s,0.010584s,0.000486s,-0.010098,-0.007228662
1641990854.400251950s,1641990854.390534052s,1641990854.390536438s,1641990854.401267960s,-0.009718s,0.010731s,0.000507s,-0.010225,-0.00722893
1641990854.401267960s,1641990854.391539404s,1641990854.391541519s,1641990854.402000699s,-0.009729s,0.010459s,0.000365s,-0.010094,-0.007229224
1641990854.402000699s,1641990854.392279267s,1641990854.392321750s,1641990854.402921822s,-0.009722s,0.010600s,0.000439s,-0.010161,-0.007229966
1641990854.402921822s,1641990854.393208700s,1641990854.393210766s,1641990854.403722516s,-0.009713s,0.010512s,0.000399s,-0.010113,-0.007230124
1641990854.403722516s,1641990854.394001093s,1641990854.394003180s,1641990854.404519622s,-0.009722s,0.010516s,0.000397s,-0.010119,-0.00723032
1641990854.404519622s,1641990854.394821053s,1641990854.394823055s,1641990854.405272514s,-0.009698s,0.010449s,0.000376s,-0.010074,-0.007230782
1641990854.405272514s,1641990854.395548201s,1641990854.395551719s,1641990854.407431338s,-0.009724s,0.011880s,0.001078s,-0.010802,-0.007230818
1641990854.407431338s,1641990854.397695931s,1641990854.397714562s,1641990854.408158717s,-0.009735s,0.010444s,0.000354s,-0.01009,-0.007231407
1641990854.408158717s,1641990854.398389191s,1641990854.398409820s,1641990854.408897192s,-0.009770s,0.010487s,0.000359s,-0.010128,-0.007232053
1641990854.408897192s,1641990854.399156918s,1641990854.399178784s,1641990854.409658719s,-0.009740s,0.010480s,0.000370s,-0.01011,-0.007232724
1641990854.409658719s,1641990854.399919686s,1641990854.399938643s,1641990854.410380815s,-0.009739s,0.010442s,0.000352s,-0.010091,-0.007230315
1641990854.410380815s,1641990854.400612685s,1641990854.400639050s,1641990854.411086576s,-0.009768s,0.010448s,0.000340s,-0.010108,-0.007232413
1641990854.411086576s,1641990854.401345708s,1641990854.401371531s,1641990854.411860050s,-0.009741s,0.010489s,0.000374s,-0.010115,-0.007233059
1641990854.411860050s,1641990854.402092010s,1641990854.402120990s,1641990854.412591119s,-0.009768s,0.010470s,0.000351s,-0.010119,-0.007233852
1641990854.412591119s,1641990854.402859862s,1641990854.402884392s,1641990854.413376324s,-0.009731s,0.010492s,0.000380s,-0.010112,-0.00722911
1641990854.413376324s,1641990854.403716281s,1641990854.403740165s,1641990854.414311549s,-0.009660s,0.010571s,0.000456s,-0.010116,-0.007229608
1641990854.414311549s,1641990854.404622213s,1641990854.404646804s,1641990854.415222118s,-0.009689s,0.010575s,0.000443s,-0.010132,-0.007227724
1641990854.415222118s,1641990854.405653304s,1641990854.405681124s,1641990854.416178844s,-0.009569s,0.010498s,0.000464s,-0.010033,-0.007228003
1641990854.416178844s,1641990854.406776201s,1641990854.406804710s,1641990854.417456652s,-0.009403s,0.010652s,0.000625s,-0.010027,-0.007228217
1641990854.417456652s,1641990854.407749301s,1641990854.407774233s,1641990854.418250809s,-0.009707s,0.010477s,0.000385s,-0.010092,-0.007228474
1641990854.418250809s,1641990854.408410408s,1641990854.408438213s,1641990854.418864097s,-0.009840s,0.010426s,0.000293s,-0.010133,-0.007228763
1641990854.418864097s,1641990854.409104383s,1641990854.409129441s,1641990854.419594245s,-0.009760s,0.010465s,0.000353s,-0.010112,-0.007229372
1641990854.419594245s,1641990854.409836782s,1641990854.409860166s,1641990854.420535407s,-0.009758s,0.010675s,0.000459s,-0.010216,-0.007230746
1641990854.420535407s,1641990854.410880878s,1641990854.410902825s,1641990854.424954721s,-0.009655s,0.014052s,0.002199s,-0.011853,-0.00722489
1641990854.424954721s,1641990854.415356097s,1641990854.415357783s,1641990854.425812451s,-0.009598s,0.010455s,0.000428s,-0.010027,-0.007225814
1641990854.425812451s,1641990854.416104682s,1641990854.416106785s,1641990854.426547330s,-0.009708s,0.010441s,0.000366s,-0.010074,-0.007226433
1641990854.426547330s,1641990854.416890059s,1641990854.416957211s,1641990854.427509830s,-0.009657s,0.010553s,0.000448s,-0.010105,-0.00722448
1641990854.427509830s,1641990854.417802627s,1641990854.417804570s,1641990854.428412858s,-0.009707s,0.010608s,0.000451s,-0.010158,-0.007224952
1641990854.428412858s,1641990854.418677291s,1641990854.418711786s,1641990854.429163951s,-0.009736s,0.010452s,0.000358s,-0.010094,-0.007219057
1641990854.429163951s,1641990854.419470552s,1641990854.419472549s,1641990854.429930533s,-0.009693s,0.010458s,0.000382s,-0.010076,-0.007216379
1641990854.429930533s,1641990854.420238755s,1641990854.420240632s,1641990854.430683937s,-0.009692s,0.010443s,0.000376s,-0.010067,-0.007217377
1641990854.430683937s,1641990854.420978285s,1641990854.420981480s,1641990854.435875942s,-0.009706s,0.014894s,0.002594s,-0.0123,-0.007212246
1641990854.435875942s,1641990854.426302656s,1641990854.426323814s,1641990854.436876433s,-0.009573s,0.010553s,0.000490s,-0.010063,-0.007212591
1641990854.436876433s,1641990854.427277581s,1641990854.427297975s,1641990854.437737432s,-0.009599s,0.010439s,0.000420s,-0.010019,-0.007212216
1641990854.437737432s,1641990854.428240699s,1641990854.428261175s,1641990854.438696901s,-0.009497s,0.010436s,0.000469s,-0.009966,-0.007209945
1641990854.438696901s,1641990854.428931966s,1641990854.428961947s,1641990854.439476297s,-0.009765s,0.010514s,0.000375s,-0.01014,-0.007212049
1641990854.439476297s,1641990854.429758874s,1641990854.429777486s,1641990854.440220872s,-0.009717s,0.010443s,0.000363s,-0.01008,-0.007207185
1641990854.440220872s,1641990854.430436002s,1641990854.430458924s,1641990854.440903708s,-0.009785s,0.010445s,0.000330s,-0.010115,-0.007208224
1641990854.440903708s,1641990854.431437354s,1641990854.431456167s,1641990854.441897023s,-0.009466s,0.010441s,0.000487s,-0.009954,-0.007208755
1641990854.441897023s,1641990854.432852158s,1641990854.432855454s,1641990854.443301806s,-0.009045s,0.010447s,0.000701s,-0.009746,-0.007206425
1641990854.443301806s,1641990854.433431456s,1641990854.433465990s,1641990854.443991117s,-0.009871s,0.010525s,0.000327s,-0.010198,-0.007207838
1641990854.443991117s,1641990854.434282866s,1641990854.434320450s,1641990854.444842171s,-0.009708s,0.010522s,0.000407s,-0.010115,-0.007208541
