T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641515169.711013365s,1641515169.721958155s,1641515169.722100586s,1641515169.711400406s,0.010945s,-0.010700s,0.000122s,0.010822s
1641515169.711712027s,1641515169.722661832s,1641515169.722808104s,1641515169.712049483s,0.010950s,-0.010759s,0.000095s,0.010854s
1641515169.712386262s,1641515169.723351333s,1641515169.723486533s,1641515169.712709343s,0.010965s,-0.010777s,0.000094s,0.010871s
1641515169.712999610s,1641515169.723876547s,1641515169.724073954s,1641515169.713346649s,0.010877s,-0.010727s,0.000075s,0.010802s
1641515169.713638062s,1641515169.724588416s,1641515169.724728575s,1641515169.713964789s,0.010950s,-0.010764s,0.000093s,0.010857s
1641515169.714269848s,1641515169.725220189s,1641515169.725367901s,1641515169.714586886s,0.010950s,-0.010781s,0.000085s,0.010866s
1641515169.714911373s,1641515169.725857787s,1641515169.725997626s,1641515169.715228464s,0.010946s,-0.010769s,0.000089s,0.010858s
1641515169.715570087s,1641515169.726464664s,1641515169.726615224s,1641515169.715863531s,0.010895s,-0.010752s,0.000072s,0.010823s
1641515169.716116089s,1641515169.726998742s,1641515169.727180437s,1641515169.716488337s,0.010883s,-0.010692s,0.000095s,0.010787s
1641515169.716770167s,1641515169.727653811s,1641515169.727837523s,1641515169.717088508s,0.010884s,-0.010749s,0.000067s,0.010816s
1641515169.717336847s,1641515169.728219825s,1641515169.728407536s,1641515169.717688886s,0.010883s,-0.010719s,0.000082s,0.010801s
1641515169.717938840s,1641515169.728860974s,1641515169.729074797s,1641515169.718301296s,0.010922s,-0.010773s,0.000074s,0.010848s
1641515169.718550573s,1641515169.729458124s,1641515169.729670059s,1641515169.718907769s,0.010907s,-0.010762s,0.000073s,0.010835s
1641515169.719252204s,1641515169.730192489s,1641515169.730549831s,1641515169.719910084s,0.010940s,-0.010640s,0.000150s,0.010790s
1641515169.720275822s,1641515169.731295428s,1641515169.731514243s,1641515169.720813022s,0.011019s,-0.010701s,0.000159s,0.010860s
1641515169.721112352s,1641515169.732084257s,1641515169.732306304s,1641515169.721623926s,0.010972s,-0.010682s,0.000145s,0.010827s
1641515169.721971955s,1641515169.732923069s,1641515169.733117468s,1641515169.722444362s,0.010951s,-0.010673s,0.000139s,0.010812s
1641515169.722726817s,1641515169.733697690s,1641515169.733894521s,1641515169.723161931s,0.010971s,-0.010733s,0.000119s,0.010852s
1641515169.723495637s,1641515169.734475959s,1641515169.734620982s,1641515169.723889292s,0.010980s,-0.010732s,0.000124s,0.010856s
1641515169.724225081s,1641515169.735184532s,1641515169.735324435s,1641515169.724621236s,0.010959s,-0.010703s,0.000128s,0.010831s
1641515169.724922910s,1641515169.735794481s,1641515169.735991792s,1641515169.725239948s,0.010872s,-0.010752s,0.000060s,0.010812s
1641515169.725677459s,1641515169.736629710s,1641515169.736769613s,1641515169.726054447s,0.010952s,-0.010715s,0.000118s,0.010834s
1641515169.726469196s,1641515169.737418250s,1641515169.737561002s,1641515169.726776339s,0.010949s,-0.010785s,0.000082s,0.010867s
1641515169.727071293s,1641515169.737939784s,1641515169.738139111s,1641515169.727398228s,0.010869s,-0.010741s,0.000064s,0.010805s
1641515169.727829332s,1641515169.738777157s,1641515169.739023012s,1641515169.728290645s,0.010948s,-0.010732s,0.000108s,0.010840s
1641515169.728670550s,1641515169.739619041s,1641515169.739759105s,1641515169.729008370s,0.010948s,-0.010751s,0.000099s,0.010850s
1641515169.729325409s,1641515169.740213791s,1641515169.740353374s,1641515169.729632812s,0.010889s,-0.010720s,0.000084s,0.010805s
1641515169.729910006s,1641515169.740781596s,1641515169.740968956s,1641515169.730267306s,0.010872s,-0.010702s,0.000085s,0.010787s
1641515169.730582365s,1641515169.741473082s,1641515169.741688057s,1641515169.730989875s,0.010891s,-0.010698s,0.000096s,0.010794s
1641515169.731270506s,1641515169.742223606s,1641515169.742519381s,1641515169.731843124s,0.010953s,-0.010676s,0.000138s,0.010815s
1641515169.732142246s,1641515169.743163794s,1641515169.743398802s,1641515169.732742208s,0.011022s,-0.010657s,0.000183s,0.010839s
1641515169.733046850s,1641515169.744082895s,1641515169.744299662s,1641515169.733647697s,0.011036s,-0.010652s,0.000192s,0.010844s
1641515169.733946246s,1641515169.744920843s,1641515169.745139690s,1641515169.734442404s,0.010974s,-0.010697s,0.000139s,0.010836s
1641515169.734736994s,1641515169.745702632s,1641515169.745953223s,1641515169.735229610s,0.010966s,-0.010724s,0.000121s,0.010845s
1641515169.735542169s,1641515169.746505573s,1641515169.746826147s,1641515169.736162756s,0.010963s,-0.010664s,0.000150s,0.010813s
1641515169.736490368s,1641515169.747382689s,1641515169.747579424s,1641515169.736792615s,0.010892s,-0.010787s,0.000053s,0.010840s
1641515169.737064496s,1641515169.747946399s,1641515169.748135550s,1641515169.737420390s,0.010882s,-0.010715s,0.000083s,0.010799s
1641515169.737659666s,1641515169.748608956s,1641515169.748752731s,1641515169.738038738s,0.010949s,-0.010714s,0.000118s,0.010832s
1641515169.738343745s,1641515169.749294233s,1641515169.749435992s,1641515169.738689013s,0.010951s,-0.010747s,0.000102s,0.010849s
1641515169.738978551s,1641515169.749927286s,1641515169.750069558s,1641515169.739302049s,0.010949s,-0.010767s,0.000091s,0.010858s
1641515169.739736642s,1641515169.750686675s,1641515169.750828946s,1641515169.740055400s,0.010950s,-0.010774s,0.000088s,0.010862s
1641515169.740515723s,1641515169.751384944s,1641515169.751587343s,1641515169.740824324s,0.010869s,-0.010763s,0.000053s,0.010816s
1641515169.741112716s,1641515169.752008942s,1641515169.752283148s,1641515169.741555747s,0.010896s,-0.010727s,0.000084s,0.010812s
1641515169.741914037s,1641515169.752809482s,1641515169.753021097s,1641515169.742301650s,0.010895s,-0.010719s,0.000088s,0.010807s
1641515169.742599261s,1641515169.753478247s,1641515169.753697031s,1641515169.743027969s,0.010879s,-0.010669s,0.000105s,0.010774s
1641515169.743328810s,1641515169.754310052s,1641515169.754699458s,1641515169.744051743s,0.010981s,-0.010648s,0.000167s,0.010815s
1641515169.744351542s,1641515169.755388287s,1641515169.755617982s,1641515169.744961608s,0.011037s,-0.010657s,0.000190s,0.010847s
1641515169.745256511s,1641515169.756235644s,1641515169.756401531s,1641515169.745687667s,0.010979s,-0.010714s,0.000133s,0.010846s
1641515169.745988039s,1641515169.756953561s,1641515169.757106808s,1641515169.746415392s,0.010965s,-0.010691s,0.000137s,0.010828s
1641515169.746715972s,1641515169.757670902s,1641515169.757857077s,1641515169.747155983s,0.010955s,-0.010701s,0.000127s,0.010828s
1641515169.747451146s,1641515169.758410643s,1641515169.758597906s,1641515169.747870947s,0.010960s,-0.010727s,0.000116s,0.010843s
1641515169.748167360s,1641515169.759038064s,1641515169.759234831s,1641515169.748491847s,0.010871s,-0.010743s,0.000064s,0.010807s
1641515169.748787271s,1641515169.759682510s,1641515169.759867885s,1641515169.749119362s,0.010895s,-0.010749s,0.000073s,0.010822s
1641515169.749430619s,1641515169.760378603s,1641515169.760519754s,1641515169.749734897s,0.010948s,-0.010785s,0.000082s,0.010866s
1641515169.750024487s,1641515169.760973608s,1641515169.761116808s,1641515169.750386423s,0.010949s,-0.010730s,0.000109s,0.010840s
1641515169.750680596s,1641515169.761631589s,1641515169.761772869s,1641515169.750998208s,0.010951s,-0.010775s,0.000088s,0.010863s
1641515169.751306705s,1641515169.762254339s,1641515169.762456898s,1641515169.751707495s,0.010947s,-0.010749s,0.000099s,0.010848s
1641515169.751921146s,1641515169.762869600s,1641515169.763015520s,1641515169.752230320s,0.010948s,-0.010785s,0.000082s,0.010867s
1641515169.752512358s,1641515169.763404126s,1641515169.763642653s,1641515169.752887419s,0.010892s,-0.010755s,0.000068s,0.010823s
1641515169.753168207s,1641515169.764117083s,1641515169.764257402s,1641515169.753533840s,0.010949s,-0.010724s,0.000113s,0.010836s
1641515169.753829941s,1641515169.764778712s,1641515169.764919128s,1641515169.754149167s,0.010949s,-0.010770s,0.000089s,0.010859s
1641515169.754450945s,1641515169.765399478s,1641515169.765545269s,1641515169.754765952s,0.010948s,-0.010779s,0.000085s,0.010864s
1641515169.755058980s,1641515169.765926643s,1641515169.766126867s,1641515169.755400863s,0.010868s,-0.010726s,0.000071s,0.010797s
1641515169.755775924s,1641515169.766722832s,1641515169.766863952s,1641515169.756150047s,0.010947s,-0.010714s,0.000116s,0.010831s
1641515169.756464690s,1641515169.767350797s,1641515169.767566189s,1641515169.756822771s,0.010886s,-0.010743s,0.000071s,0.010815s
1641515169.757076267s,1641515169.767976395s,1641515169.768189898s,1641515169.757436223s,0.010900s,-0.010754s,0.000073s,0.010827s
1641515169.757702480s,1641515169.768683048s,1641515169.769073926s,1641515169.758374370s,0.010980s,-0.010700s,0.000140s,0.010840s
1641515169.758642658s,1641515169.769638916s,1641515169.769919203s,1641515169.759215067s,0.010996s,-0.010704s,0.000146s,0.010850s
1641515169.759477469s,1641515169.770473632s,1641515169.770666272s,1641515169.760018732s,0.010996s,-0.010648s,0.000174s,0.010822s
1641515169.760318791s,1641515169.771235709s,1641515169.771506876s,1641515169.760837813s,0.010917s,-0.010669s,0.000124s,0.010793s
1641515169.761165373s,1641515169.772131258s,1641515169.772321849s,1641515169.761604290s,0.010966s,-0.010718s,0.000124s,0.010842s
1641515169.761871640s,1641515169.772829495s,1641515169.773015702s,1641515169.762335296s,0.010958s,-0.010680s,0.000139s,0.010819s
1641515169.762650773s,1641515169.773599507s,1641515169.773744787s,1641515169.763045782s,0.010949s,-0.010699s,0.000125s,0.010824s
1641515169.763342716s,1641515169.774287153s,1641515169.774440976s,1641515169.763708297s,0.010945s,-0.010733s,0.000106s,0.010839s
1641515169.764062837s,1641515169.774950350s,1641515169.775096749s,1641515169.764327947s,0.010887s,-0.010769s,0.000059s,0.010828s
1641515169.764598214s,1641515169.775548363s,1641515169.775689707s,1641515169.764997390s,0.010950s,-0.010692s,0.000129s,0.010821s
1641515169.765292032s,1641515169.776240200s,1641515169.776379240s,1641515169.765625738s,0.010948s,-0.010754s,0.000097s,0.010851s
1641515169.765936839s,1641515169.776887078s,1641515169.777027877s,1641515169.766267941s,0.010950s,-0.010760s,0.000095s,0.010855s
1641515169.766540082s,1641515169.777412355s,1641515169.777604579s,1641515169.766902330s,0.010872s,-0.010702s,0.000085s,0.010787s
1641515169.767168847s,1641515169.778044065s,1641515169.778233824s,1641515169.767508595s,0.010875s,-0.010725s,0.000075s,0.010800s
1641515169.767781101s,1641515169.778662430s,1641515169.778816862s,1641515169.768059441s,0.010881s,-0.010757s,0.000062s,0.010819s
1641515169.768331322s,1641515169.779203900s,1641515169.779393243s,1641515169.768703675s,0.010873s,-0.010689s,0.000092s,0.010781s
1641515169.768970087s,1641515169.779846041s,1641515169.780034745s,1641515169.769336502s,0.010876s,-0.010698s,0.000089s,0.010787s
1641515169.769605883s,1641515169.780478391s,1641515169.780669142s,1641515169.769971725s,0.010873s,-0.010698s,0.000087s,0.010785s
1641515169.770280378s,1641515169.781227828s,1641515169.781367603s,1641515169.770598927s,0.010947s,-0.010769s,0.000089s,0.010858s
1641515169.771026229s,1641515169.781978192s,1641515169.782119024s,1641515169.771345664s,0.010952s,-0.010773s,0.000089s,0.010863s
1641515169.771641348s,1641515169.782607214s,1641515169.782749645s,1641515169.771988595s,0.010966s,-0.010761s,0.000103s,0.010864s
1641515169.772281831s,1641515169.783230219s,1641515169.783375339s,1641515169.772618193s,0.010948s,-0.010757s,0.000096s,0.010853s
1641515169.772952785s,1641515169.783904008s,1641515169.784044008s,1641515169.773267011s,0.010951s,-0.010777s,0.000087s,0.010864s
1641515169.773554934s,1641515169.784503462s,1641515169.784645093s,1641515169.773884786s,0.010948s,-0.010760s,0.000094s,0.010854s
1641515169.774186459s,1641515169.785080931s,1641515169.785317442s,1641515169.774612876s,0.010895s,-0.010705s,0.000095s,0.010800s
1641515169.774909914s,1641515169.785858112s,1641515169.786000320s,1641515169.775234765s,0.010948s,-0.010766s,0.000091s,0.010857s
1641515169.775535085s,1641515169.786483838s,1641515169.786630301s,1641515169.775873218s,0.010949s,-0.010757s,0.000096s,0.010853s
1641515169.776153276s,1641515169.787101979s,1641515169.787241786s,1641515169.776502555s,0.010949s,-0.010739s,0.000105s,0.010844s
1641515169.776789177s,1641515169.787661369s,1641515169.787850264s,1641515169.777139966s,0.010872s,-0.010710s,0.000081s,0.010791s
1641515169.777391482s,1641515169.788276150s,1641515169.788457973s,1641515169.777759772s,0.010885s,-0.010698s,0.000093s,0.010791s
1641515169.778036914s,1641515169.788986387s,1641515169.789134707s,1641515169.778384995s,0.010950s,-0.010750s,0.000100s,0.010850s
1641515169.778680731s,1641515169.789629936s,1641515169.789782992s,1641515169.779016625s,0.010949s,-0.010766s,0.000091s,0.010858s
1641515169.779311059s,1641515169.790178190s,1641515169.790439949s,1641515169.779734193s,0.010867s,-0.010706s,0.000081s,0.010787s
1641515169.780034148s,1641515169.790907595s,1641515169.791098442s,1641515169.780333947s,0.010874s,-0.010764s,0.000055s,0.010819s
1641515169.780648642s,1641515169.791593224s,1641515169.791738088s,1641515169.780983337s,0.010945s,-0.010755s,0.000095s,0.010850s
1641515169.781256156s,1641515169.792200486s,1641515169.792342533s,1641515169.781616790s,0.010944s,-0.010726s,0.000109s,0.010835s
1641515169.781925339s,1641515169.792874755s,1641515169.793015426s,1641515169.782264565s,0.010949s,-0.010751s,0.000099s,0.010850s
1641515169.782601761s,1641515169.793550336s,1641515169.793691167s,1641515169.782962707s,0.010948s,-0.010728s,0.000110s,0.010838s
1641515169.783315059s,1641515169.794264669s,1641515169.794459516s,1641515169.783712151s,0.010950s,-0.010747s,0.000101s,0.010849s
1641515169.784018669s,1641515169.794966266s,1641515169.795108570s,1641515169.784330187s,0.010947s,-0.010778s,0.000085s,0.010863s
1641515169.784680351s,1641515169.795566744s,1641515169.795832023s,1641515169.785127966s,0.010886s,-0.010704s,0.000091s,0.010795s
1641515169.785467765s,1641515169.796415636s,1641515169.796557396s,1641515169.785787512s,0.010948s,-0.010770s,0.000089s,0.010859s
1641515169.786076165s,1641515169.797023698s,1641515169.797164977s,1641515169.786417579s,0.010948s,-0.010747s,0.000100s,0.010848s
1641515169.786719826s,1641515169.797668207s,1641515169.797812526s,1641515169.787038427s,0.010948s,-0.010774s,0.000087s,0.010861s
1641515169.787344007s,1641515169.798292300s,1641515169.798441324s,1641515169.787655629s,0.010948s,-0.010786s,0.000081s,0.010867s
1641515169.787912198s,1641515169.798795466s,1641515169.798941898s,1641515169.788185537s,0.010883s,-0.010756s,0.000064s,0.010820s
1641515169.788393771s,1641515169.799342152s,1641515169.799483495s,1641515169.788735133s,0.010948s,-0.010748s,0.000100s,0.010848s
1641515169.788985296s,1641515169.799874406s,1641515169.800023205s,1641515169.789246031s,0.010889s,-0.010777s,0.000056s,0.010833s
1641515169.789451400s,1641515169.800400003s,1641515169.800540355s,1641515169.789811721s,0.010949s,-0.010729s,0.000110s,0.010839s
1641515169.790072717s,1641515169.800956929s,1641515169.801144192s,1641515169.790427152s,0.010884s,-0.010717s,0.000084s,0.010801s
1641515169.790682992s,1641515169.801565375s,1641515169.801746014s,1641515169.791022427s,0.010882s,-0.010724s,0.000079s,0.010803s
1641515169.791271339s,1641515169.802216636s,1641515169.802414683s,1641515169.791653223s,0.010945s,-0.010761s,0.000092s,0.010853s
1641515169.791907187s,1641515169.802787578s,1641515169.802941721s,1641515169.792166412s,0.010880s,-0.010775s,0.000053s,0.010828s
1641515169.792430741s,1641515169.803300919s,1641515169.803498199s,1641515169.792802260s,0.010870s,-0.010696s,0.000087s,0.010783s
1641515169.793083360s,1641515169.803972533s,1641515169.804153172s,1641515169.793400347s,0.010889s,-0.010753s,0.000068s,0.010821s
1641515169.793698062s,1641515169.804648530s,1641515169.804789233s,1641515169.794044633s,0.010951s,-0.010745s,0.000103s,0.010848s
1641515169.794351775s,1641515169.805239279s,1641515169.805485934s,1641515169.794759285s,0.010887s,-0.010727s,0.000080s,0.010807s
1641515169.795064657s,1641515169.806013004s,1641515169.806156171s,1641515169.795380185s,0.010948s,-0.010776s,0.000086s,0.010862s
1641515169.795671754s,1641515169.806542154s,1641515169.806738121s,1641515169.796008325s,0.010870s,-0.010730s,0.000070s,0.010800s
1641515169.796313436s,1641515169.807261319s,1641515169.807401254s,1641515169.796611360s,0.010948s,-0.010790s,0.000079s,0.010869s
1641515169.796911835s,1641515169.807860996s,1641515169.808005444s,1641515169.797249708s,0.010949s,-0.010756s,0.000097s,0.010852s
1641515169.797555600s,1641515169.808504514s,1641515169.808645345s,1641515169.797900869s,0.010949s,-0.010744s,0.000102s,0.010847s
1641515169.798194626s,1641515169.809143327s,1641515169.809285342s,1641515169.798520883s,0.010949s,-0.010765s,0.000092s,0.010857s
1641515169.798825370s,1641515169.809773596s,1641515169.809908348s,1641515169.799174440s,0.010948s,-0.010734s,0.000107s,0.010841s
1641515169.799559502s,1641515169.810510937s,1641515169.810656665s,1641515169.799910656s,0.010951s,-0.010746s,0.000103s,0.010849s
1641515169.800218475s,1641515169.811167223s,1641515169.811310294s,1641515169.800532493s,0.010949s,-0.010778s,0.000085s,0.010863s
1641515169.800798853s,1641515169.811681364s,1641515169.811863060s,1641515169.801157508s,0.010882s,-0.010705s,0.000088s,0.010794s
1641515169.801414232s,1641515169.812358802s,1641515169.812500433s,1641515169.801765387s,0.010945s,-0.010735s,0.000105s,0.010840s
1641515169.801984350s,1641515169.812932591s,1641515169.813070767s,1641515169.802348109s,0.010948s,-0.010723s,0.000113s,0.010835s
