T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,ptp,quic
1641992749.647948990s,1641992749.698242113s,1641992749.698263161s,1641992749.648659821s,0.050293s,-0.049603s,0.000345s,0.049948,0.052686902
1641992749.648659821s,1641992749.698972717s,1641992749.698991988s,1641992749.653452001s,0.050313s,-0.045540s,0.002386s,0.047927,0.052687533
1641992749.653452001s,1641992749.703767801s,1641992749.703790289s,1641992749.654201338s,0.050316s,-0.049589s,0.000363s,0.049952,0.05268893
1641992749.654201338s,1641992749.704522955s,1641992749.704544060s,1641992749.654945083s,0.050322s,-0.049599s,0.000361s,0.04996,0.052689893
1641992749.654945083s,1641992749.705265183s,1641992749.705286612s,1641992749.655696060s,0.050320s,-0.049590s,0.000365s,0.049955,0.052690893
1641992749.655696060s,1641992749.706009466s,1641992749.706035422s,1641992749.656401096s,0.050313s,-0.049634s,0.000340s,0.049974,0.052687446
1641992749.656401096s,1641992749.706743880s,1641992749.706772157s,1641992749.657144808s,0.050343s,-0.049627s,0.000358s,0.049985,0.052687472
1641992749.657144808s,1641992749.707451498s,1641992749.707472697s,1641992749.657845483s,0.050307s,-0.049627s,0.000340s,0.049967,0.05268734
1641992749.657845483s,1641992749.708139062s,1641992749.708161161s,1641992749.658532265s,0.050294s,-0.049629s,0.000332s,0.049961,0.052688067
1641992749.658532265s,1641992749.708869611s,1641992749.708893691s,1641992749.659302160s,0.050337s,-0.049592s,0.000373s,0.049964,0.052687825
1641992749.659302160s,1641992749.709622269s,1641992749.709656435s,1641992749.665944163s,0.050320s,-0.043712s,0.003304s,0.047016,0.052688293
1641992749.665944163s,1641992749.716257730s,1641992749.716279941s,1641992749.670066825s,0.050314s,-0.046213s,0.002050s,0.048263,0.052688405
1641992749.670066825s,1641992749.720378830s,1641992749.720398894s,1641992749.670800556s,0.050312s,-0.049598s,0.000357s,0.049955,0.052687207
1641992749.670800556s,1641992749.721118551s,1641992749.721135045s,1641992749.671603554s,0.050318s,-0.049532s,0.000393s,0.049925,0.052686844
1641992749.671603554s,1641992749.721944248s,1641992749.721954328s,1641992749.672392302s,0.050341s,-0.049562s,0.000389s,0.049951,0.052687963
1641992749.672392302s,1641992749.722699885s,1641992749.722719693s,1641992749.673181272s,0.050308s,-0.049538s,0.000385s,0.049923,0.05268834
1641992749.673181272s,1641992749.723491459s,1641992749.723511496s,1641992749.673928848s,0.050310s,-0.049583s,0.000364s,0.049946,0.052689102
1641992749.673928848s,1641992749.724236314s,1641992749.724255814s,1641992749.674663438s,0.050308s,-0.049592s,0.000358s,0.04995,0.052689945
1641992749.674663438s,1641992749.724995319s,1641992749.724999544s,1641992749.677219416s,0.050332s,-0.047780s,0.001276s,0.049056,0.052694861
1641992749.677219416s,1641992749.727545668s,1641992749.727569394s,1641992749.677983293s,0.050326s,-0.049586s,0.000370s,0.049956,0.052695754
1641992749.677983293s,1641992749.728411875s,1641992749.728434553s,1641992749.678843506s,0.050429s,-0.049591s,0.000419s,0.05001,0.052696169
1641992749.678843506s,1641992749.729152640s,1641992749.729185939s,1641992749.679617303s,0.050309s,-0.049569s,0.000370s,0.049939,0.052695027
1641992749.679617303s,1641992749.729933007s,1641992749.729953087s,1641992749.680323498s,0.050316s,-0.049629s,0.000343s,0.049973,0.052694115
1641992749.680323498s,1641992749.730630300s,1641992749.730651012s,1641992749.681024475s,0.050307s,-0.049626s,0.000340s,0.049967,0.052692413
1641992749.681024475s,1641992749.731314801s,1641992749.731334625s,1641992749.681732450s,0.050290s,-0.049602s,0.000344s,0.049946,0.052692622
1641992749.681732450s,1641992749.732026409s,1641992749.732050469s,1641992749.682456356s,0.050294s,-0.049594s,0.000350s,0.049944,0.05269359
1641992749.682456356s,1641992749.732767954s,1641992749.732801087s,1641992749.683198192s,0.050312s,-0.049603s,0.000354s,0.049957,0.05269374
1641992749.683198192s,1641992749.733507384s,1641992749.733525252s,1641992749.686026298s,0.050309s,-0.047499s,0.001405s,0.048904,0.052693616
1641992749.686026298s,1641992749.736325161s,1641992749.736344601s,1641992749.686753061s,0.050299s,-0.049592s,0.000354s,0.049945,0.052692788
1641992749.686753061s,1641992749.737070715s,1641992749.737074115s,1641992749.687440649s,0.050318s,-0.049634s,0.000342s,0.049976,0.052694302
1641992749.687440649s,1641992749.737742005s,1641992749.737763128s,1641992749.688189751s,0.050301s,-0.049573s,0.000364s,0.049937,0.052694611
1641992749.688189751s,1641992749.738502220s,1641992749.738550118s,1641992749.688967945s,0.050313s,-0.049582s,0.000365s,0.049947,0.052694645
1641992749.688967945s,1641992749.739263141s,1641992749.739289565s,1641992749.689707098s,0.050295s,-0.049582s,0.000356s,0.049939,0.052694921
1641992749.689707098s,1641992749.740004980s,1641992749.740056531s,1641992749.690456152s,0.050298s,-0.049600s,0.000349s,0.049949,0.052695476
1641992749.690456152s,1641992749.740759303s,1641992749.740780950s,1641992749.691154554s,0.050303s,-0.049627s,0.000338s,0.049965,0.052695012
1641992749.691154554s,1641992749.741454158s,1641992749.741476652s,1641992749.691848765s,0.050300s,-0.049628s,0.000336s,0.049964,0.052693387
1641992749.691848765s,1641992749.742148472s,1641992749.742166846s,1641992749.692598070s,0.050300s,-0.049569s,0.000365s,0.049934,0.052692665
1641992749.692598070s,1641992749.742894402s,1641992749.742915346s,1641992749.693321213s,0.050296s,-0.049594s,0.000351s,0.049945,0.052691528
1641992749.693321213s,1641992749.743617407s,1641992749.743637538s,1641992749.698082416s,0.050296s,-0.045555s,0.002370s,0.047926,0.05269131
1641992749.698082416s,1641992749.748397392s,1641992749.748418613s,1641992749.698839513s,0.050315s,-0.049579s,0.000368s,0.049947,0.052690806
1641992749.698839513s,1641992749.749147048s,1641992749.749167685s,1641992749.699599545s,0.050308s,-0.049568s,0.000370s,0.049938,0.052690652
1641992749.699599545s,1641992749.749901046s,1641992749.749921882s,1641992749.700350600s,0.050302s,-0.049571s,0.000365s,0.049936,0.052691182
1641992749.700350600s,1641992749.750665038s,1641992749.750667045s,1641992749.701076023s,0.050314s,-0.049591s,0.000362s,0.049953,0.052691185
1641992749.701076023s,1641992749.751379124s,1641992749.751399941s,1641992749.701806840s,0.050303s,-0.049593s,0.000355s,0.049948,0.052690614
1641992749.701806840s,1641992749.752109234s,1641992749.752130963s,1641992749.702530592s,0.050303s,-0.049600s,0.000351s,0.049951,0.052691868
1641992749.702530592s,1641992749.752831645s,1641992749.752853031s,1641992749.703243066s,0.050301s,-0.049610s,0.000346s,0.049955,0.052692405
1641992749.703243066s,1641992749.753591404s,1641992749.753593379s,1641992749.703979787s,0.050348s,-0.049614s,0.000367s,0.049981,0.052677459
1641992749.703979787s,1641992749.754283052s,1641992749.754302233s,1641992749.705360666s,0.050303s,-0.048942s,0.000681s,0.049622,0.05267733
1641992749.705360666s,1641992749.755664785s,1641992749.755684130s,1641992749.706089412s,0.050304s,-0.049595s,0.000355s,0.049949,0.052677268
1641992749.706089412s,1641992749.756389043s,1641992749.756411423s,1641992749.706858655s,0.050300s,-0.049553s,0.000373s,0.049926,0.052676482
1641992749.706858655s,1641992749.757185374s,1641992749.757207144s,1641992749.707643859s,0.050327s,-0.049563s,0.000382s,0.049945,0.052675407
1641992749.707643859s,1641992749.757942140s,1641992749.757961119s,1641992749.708373450s,0.050298s,-0.049587s,0.000355s,0.049943,0.052675079
1641992749.708373450s,1641992749.758673738s,1641992749.758694304s,1641992749.709084729s,0.050300s,-0.049610s,0.000345s,0.049955,0.052675685
1641992749.709084729s,1641992749.759392079s,1641992749.759411992s,1641992749.709821553s,0.050307s,-0.049591s,0.000358s,0.049949,0.052676598
1641992749.709821553s,1641992749.760148181s,1641992749.760170487s,1641992749.710554033s,0.050327s,-0.049616s,0.000355s,0.049972,0.05267684
1641992749.710554033s,1641992749.760876823s,1641992749.760910933s,1641992749.711343059s,0.050323s,-0.049568s,0.000377s,0.049945,0.052676324
1641992749.711343059s,1641992749.761683255s,1641992749.761723841s,1641992749.713484063s,0.050340s,-0.048240s,0.001050s,0.04929,0.052676001
1641992749.713484063s,1641992749.763827061s,1641992749.763846601s,1641992749.714228547s,0.050343s,-0.049618s,0.000363s,0.049981,0.052676804
1641992749.714228547s,1641992749.764547130s,1641992749.764564979s,1641992749.714934128s,0.050318s,-0.049631s,0.000344s,0.049975,0.052677797
1641992749.714934128s,1641992749.765265406s,1641992749.765286444s,1641992749.715660004s,0.050331s,-0.049626s,0.000353s,0.049979,0.052677998
1641992749.715660004s,1641992749.766024974s,1641992749.766027009s,1641992749.716425652s,0.050365s,-0.049601s,0.000382s,0.049983,0.052678077
1641992749.716425652s,1641992749.766757811s,1641992749.766767811s,1641992749.717140709s,0.050332s,-0.049627s,0.000353s,0.04998,0.052678692
1641992749.717140709s,1641992749.767457224s,1641992749.767477920s,1641992749.717867001s,0.050317s,-0.049611s,0.000353s,0.049964,0.052679298
1641992749.717867001s,1641992749.768168117s,1641992749.768188521s,1641992749.718646723s,0.050301s,-0.049542s,0.000380s,0.049922,0.052680266
1641992749.718646723s,1641992749.768981608s,1641992749.768983640s,1641992749.719423121s,0.050335s,-0.049561s,0.000387s,0.049948,0.052681238
1641992749.719423121s,1641992749.769732740s,1641992749.769742727s,1641992749.720139862s,0.050310s,-0.049603s,0.000353s,0.049956,0.052680529
1641992749.720139862s,1641992749.770434024s,1641992749.770453898s,1641992749.729983529s,0.050294s,-0.040470s,0.004912s,0.045382,0.052680961
1641992749.729983529s,1641992749.780301996s,1641992749.780325543s,1641992749.730709790s,0.050318s,-0.049616s,0.000351s,0.049967,0.0526806
1641992749.730709790s,1641992749.781026469s,1641992749.781047988s,1641992749.731458407s,0.050317s,-0.049590s,0.000363s,0.049953,0.052680851
1641992749.731458407s,1641992749.781760437s,1641992749.781777321s,1641992749.732167933s,0.050302s,-0.049609s,0.000346s,0.049956,0.052681542
1641992749.732167933s,1641992749.782476258s,1641992749.782499461s,1641992749.732881601s,0.050308s,-0.049618s,0.000345s,0.049963,0.05268154
1641992749.732881601s,1641992749.783198148s,1641992749.783200223s,1641992749.733611908s,0.050317s,-0.049588s,0.000364s,0.049953,0.052682422
1641992749.733611908s,1641992749.783951602s,1641992749.783964867s,1641992749.734371654s,0.050340s,-0.049593s,0.000373s,0.049966,0.052683813
1641992749.734371654s,1641992749.784709374s,1641992749.784730511s,1641992749.737938012s,0.050338s,-0.046793s,0.001773s,0.048565,0.05268389
1641992749.737938012s,1641992749.788247980s,1641992749.788268502s,1641992749.738654799s,0.050310s,-0.049614s,0.000348s,0.049962,0.052685315
1641992749.738654799s,1641992749.788993044s,1641992749.789010410s,1641992749.739403291s,0.050338s,-0.049607s,0.000365s,0.049973,0.052685359
1641992749.739403291s,1641992749.789724323s,1641992749.789745620s,1641992749.740124269s,0.050321s,-0.049621s,0.000350s,0.049971,0.052686752
1641992749.740124269s,1641992749.790448636s,1641992749.790481377s,1641992749.740864251s,0.050324s,-0.049617s,0.000354s,0.049971,0.052687044
1641992749.740864251s,1641992749.791201851s,1641992749.791223497s,1641992749.741604937s,0.050338s,-0.049618s,0.000360s,0.049978,0.052688924
1641992749.741604937s,1641992749.791904099s,1641992749.791925850s,1641992749.742302497s,0.050299s,-0.049623s,0.000338s,0.049961,0.052690031
1641992749.742302497s,1641992749.792602481s,1641992749.792621939s,1641992749.743011168s,0.050300s,-0.049611s,0.000345s,0.049955,0.052689191
1641992749.743011168s,1641992749.793330124s,1641992749.793351974s,1641992749.743728839s,0.050319s,-0.049623s,0.000348s,0.049971,0.052688416
1641992749.743728839s,1641992749.794030789s,1641992749.794051107s,1641992749.744428579s,0.050302s,-0.049623s,0.000340s,0.049962,0.05268834
1641992749.744428579s,1641992749.794754221s,1641992749.794776436s,1641992749.745156911s,0.050326s,-0.049619s,0.000353s,0.049973,0.052686698
1641992749.745156911s,1641992749.795472510s,1641992749.795506898s,1641992749.749933628s,0.050316s,-0.045573s,0.002371s,0.047944,0.052672872
1641992749.749933628s,1641992749.800258910s,1641992749.800261229s,1641992749.750652675s,0.050325s,-0.049608s,0.000358s,0.049967,0.052672839
1641992749.750652675s,1641992749.800984044s,1641992749.800986452s,1641992749.751463104s,0.050331s,-0.049523s,0.000404s,0.049927,0.052673225
1641992749.751463104s,1641992749.801771553s,1641992749.801773868s,1641992749.752140916s,0.050308s,-0.049633s,0.000338s,0.049971,0.052672993
1641992749.752140916s,1641992749.802444191s,1641992749.802446236s,1641992749.752854341s,0.050303s,-0.049592s,0.000356s,0.049948,0.052672925
1641992749.752854341s,1641992749.803149416s,1641992749.803169755s,1641992749.753564456s,0.050295s,-0.049605s,0.000345s,0.04995,0.052673376
1641992749.753564456s,1641992749.803854604s,1641992749.803877642s,1641992749.754286826s,0.050290s,-0.049591s,0.000350s,0.049941,0.052672622
1641992749.754286826s,1641992749.804572534s,1641992749.804594300s,1641992749.755026394s,0.050286s,-0.049568s,0.000359s,0.049927,0.052672926
1641992749.755026394s,1641992749.805336759s,1641992749.805359967s,1641992749.755733026s,0.050310s,-0.049627s,0.000342s,0.049969,0.052673139
1641992749.755733026s,1641992749.806030833s,1641992749.806051907s,1641992749.756426918s,0.050298s,-0.049625s,0.000336s,0.049961,0.052673295
1641992749.756426918s,1641992749.806730264s,1641992749.806756816s,1641992749.757488365s,0.050303s,-0.049268s,0.000517s,0.049786,0.052673242
1641992749.757488365s,1641992749.807787912s,1641992749.807813621s,1641992749.758201015s,0.050300s,-0.049613s,0.000344s,0.049956,0.052672316
1641992749.758201015s,1641992749.808496120s,1641992749.808531448s,1641992749.758933924s,0.050295s,-0.049598s,0.000349s,0.049946,0.052672355
1641992749.758933924s,1641992749.809236705s,1641992749.809258371s,1641992749.759662106s,0.050303s,-0.049596s,0.000353s,0.04995,0.052672214
1641992749.759662106s,1641992749.809957425s,1641992749.809979210s,1641992749.760363378s,0.050295s,-0.049616s,0.000340s,0.049956,0.052672251
1641992749.760363378s,1641992749.810652336s,1641992749.810673422s,1641992749.761076381s,0.050289s,-0.049597s,0.000346s,0.049943,0.05267201
1641992749.761076381s,1641992749.811364548s,1641992749.811385551s,1641992749.761767248s,0.050288s,-0.049618s,0.000335s,0.049953,0.052672009
1641992749.761767248s,1641992749.812051289s,1641992749.812071843s,1641992749.762473507s,0.050284s,-0.049598s,0.000343s,0.049941,0.052672928
1641992749.762473507s,1641992749.812791955s,1641992749.812818833s,1641992749.763198922s,0.050318s,-0.049620s,0.000349s,0.049969,0.052673444
1641992749.763198922s,1641992749.813639704s,1641992749.813662311s,1641992749.764059376s,0.050441s,-0.049603s,0.000419s,0.050022,0.052674214
1641992749.764059376s,1641992749.814364502s,1641992749.814388168s,1641992749.764782215s,0.050305s,-0.049606s,0.000350s,0.049956,0.052674667
1641992749.764782215s,1641992749.815075514s,1641992749.815109287s,1641992749.765518438s,0.050293s,-0.049591s,0.000351s,0.049942,0.052675185
1641992749.765518438s,1641992749.815821197s,1641992749.815843575s,1641992749.766246889s,0.050303s,-0.049597s,0.000353s,0.04995,0.05267587
1641992749.766246889s,1641992749.816555215s,1641992749.816587441s,1641992749.766972941s,0.050308s,-0.049614s,0.000347s,0.049961,0.052677395
1641992749.766972941s,1641992749.817273562s,1641992749.817293118s,1641992749.767694386s,0.050301s,-0.049599s,0.000351s,0.04995,0.052677981
1641992749.767694386s,1641992749.818015654s,1641992749.818075500s,1641992749.768482640s,0.050321s,-0.049593s,0.000364s,0.049957,0.052678357
1641992749.768482640s,1641992749.818782266s,1641992749.818800564s,1641992749.775878252s,0.050300s,-0.042922s,0.003689s,0.046611,0.052678849
1641992749.775878252s,1641992749.826193801s,1641992749.826196182s,1641992749.776555676s,0.050316s,-0.049640s,0.000338s,0.049978,0.052677499
1641992749.776555676s,1641992749.826851190s,1641992749.826871219s,1641992749.777240209s,0.050295s,-0.049631s,0.000332s,0.049963,0.052677257
1641992749.777240209s,1641992749.827537294s,1641992749.827555995s,1641992749.777934245s,0.050297s,-0.049622s,0.000338s,0.049959,0.052677269
1641992749.777934245s,1641992749.828227919s,1641992749.828249155s,1641992749.778623657s,0.050294s,-0.049626s,0.000334s,0.04996,0.052676939
1641992749.778623657s,1641992749.828922921s,1641992749.828943951s,1641992749.779318638s,0.050299s,-0.049625s,0.000337s,0.049962,0.052676968
1641992749.779318638s,1641992749.829632805s,1641992749.829647125s,1641992749.780019223s,0.050314s,-0.049628s,0.000343s,0.049971,0.052676726
1641992749.780019223s,1641992749.830371303s,1641992749.830373296s,1641992749.780788039s,0.050352s,-0.049585s,0.000383s,0.049969,0.052676992
1641992749.780788039s,1641992749.831093342s,1641992749.831095988s,1641992749.784083894s,0.050305s,-0.047012s,0.001647s,0.048659,0.052677221
1641992749.784083894s,1641992749.834376557s,1641992749.834397710s,1641992749.784764949s,0.050293s,-0.049633s,0.000330s,0.049963,0.05267706
1641992749.784764949s,1641992749.835078690s,1641992749.835098472s,1641992749.785472860s,0.050314s,-0.049626s,0.000344s,0.04997,0.052677652
1641992749.785472860s,1641992749.835750441s,1641992749.835771371s,1641992749.786146298s,0.050277s,-0.049625s,0.000326s,0.049951,0.052677919
1641992749.786146298s,1641992749.836422453s,1641992749.836441014s,1641992749.786831133s,0.050276s,-0.049610s,0.000333s,0.049943,0.052678884
1641992749.786831133s,1641992749.837111804s,1641992749.837132202s,1641992749.787496604s,0.050281s,-0.049636s,0.000322s,0.049958,0.052678999
1641992749.787496604s,1641992749.837797627s,1641992749.837882316s,1641992749.788264672s,0.050301s,-0.049618s,0.000342s,0.049959,0.052679218
1641992749.788264672s,1641992749.838546702s,1641992749.838584488s,1641992749.788969195s,0.050282s,-0.049615s,0.000333s,0.049949,0.052679269
1641992749.788969195s,1641992749.839250607s,1641992749.839269935s,1641992749.789833494s,0.050281s,-0.049436s,0.000422s,0.049859,0.052679469
1641992749.789833494s,1641992749.840118584s,1641992749.840134779s,1641992749.790659032s,0.050285s,-0.049476s,0.000405s,0.049881,0.052679478
1641992749.790659032s,1641992749.840937204s,1641992749.840958387s,1641992749.791342861s,0.050278s,-0.049615s,0.000331s,0.049947,0.052679565
1641992749.791342861s,1641992749.841631613s,1641992749.841657249s,1641992749.792095961s,0.050289s,-0.049561s,0.000364s,0.049925,0.052679809
1641992749.792095961s,1641992749.842379901s,1641992749.842400561s,1641992749.792778025s,0.050284s,-0.049623s,0.000331s,0.049953,0.052679743
1641992749.792778025s,1641992749.843071409s,1641992749.843091878s,1641992749.793478585s,0.050293s,-0.049613s,0.000340s,0.049953,0.052679659
1641992749.793478585s,1641992749.843764861s,1641992749.843783919s,1641992749.794155337s,0.050286s,-0.049628s,0.000329s,0.049957,0.052679903
1641992749.794155337s,1641992749.844433302s,1641992749.844453101s,1641992749.794816824s,0.050278s,-0.049636s,0.000321s,0.049957,0.052679931
1641992749.794816824s,1641992749.845097251s,1641992749.845116710s,1641992749.795483849s,0.050281s,-0.049633s,0.000324s,0.049957,0.052679748
1641992749.795483849s,1641992749.845795133s,1641992749.845808274s,1641992749.796197892s,0.050311s,-0.049610s,0.000350s,0.049961,0.052679934
1641992749.796197892s,1641992749.846529639s,1641992749.846531561s,1641992749.796897548s,0.050332s,-0.049634s,0.000349s,0.049983,0.052680094
