frame,time,offset,recv time,send,the,raw
1,0.047868013,0,1641862272,1641862272,0.047879934,8.3535
2,0.044278622,0.003396749,1641862272,1641862272,0.040889978,8.3535
3,0.041019678,0.002139568,1641862272,1641862272,0.038890123,8.3535
4,0.040927887,0.00229001,1641862272,1641862272,0.038650036,8.3535
5,0.040450573,0.001709938,1641862272,1641862272,0.038759947,8.3535
6,0.044363976,0.002341509,1641862273,1641862272,0.04204011,8.3535
7,0.030228972,0.002189517,1641862273,1641862273,0.028049946,8.3535
8,0.046355605,0.002083898,1641862273,1641862273,0.044279814,8.3535
9,0.045987129,0.004299164,1641862273,1641862273,0.041699886,8.3535
10,0.040734291,0.002211809,1641862273,1641862273,0.038529873,8.3535
11,0.041836381,0.002114654,1641862273,1641862273,0.039730072,8.3535
12,0.040339947,0.003070593,1641862273,1641862273,0.037280083,8.3535
13,0.050200462,0.002137899,1641862273,1641862273,0.048069954,8.3535
14,0.040229797,0.002863646,1641862273,1641862273,0.03737998,8.3535
15,0.04558146,0.00206697,1641862273,1641862273,0.043529987,8.3535
16,0.040690541,0.002699971,1641862273,1641862273,0.038000107,8.3535
17,0.039564133,0.002242804,1641862273,1641862273,0.037329912,8.3535
18,0.043105364,0.002080202,1641862273,1641862273,0.04102993,8.3535
19,0.049526334,0.00287807,1641862273,1641862273,0.046659946,8.3535
20,0.044017911,0.002142787,1641862273,1641862273,0.041890144,8.3535
21,0.044471145,0.002081037,1641862273,1641862273,0.042399883,8.3535
22,0.04009378,0.002130389,1641862273,1641862273,0.037970066,8.3535
23,0.034942389,0.00216651,1641862273,1641862273,0.032789946,8.3535
24,0.042031527,0.002337694,1641862273,1641862273,0.039700031,8.3535
25,0.044665813,0.00320673,1641862273,1641862273,0.041470051,8.3535
26,0.04090786,0.002094746,1641862273,1641862273,0.038820028,8.3535
27,0.049027205,0.002171516,1641862273,1641862273,0.046869993,8.3535
28,0.038436294,0.002237678,1641862273,1641862273,0.03621006,8.3535
29,0.053748727,0.001979947,1641862273,1641862273,0.05177021,8.3535
30,0.042460203,0.003971815,1641862274,1641862273,0.038500071,8.3535
31,0.040396452,0.002234697,1641862274,1641862274,0.038179874,8.3535
32,0.044325948,0.002210498,1641862274,1641862274,0.04211998,8.3535
33,0.040112138,0.002413154,1641862274,1641862274,0.037709951,8.3535
34,0.040531516,0.002346158,1641862274,1641862274,0.038190126,8.3535
35,0.039645076,0.00223434,1641862274,1641862274,0.037420034,8.3535
36,0.040006518,0.002050042,1641862274,1641862274,0.037970066,8.3535
37,0.040437222,0.00229764,1641862274,1641862274,0.038150072,8.3535
38,0.030549645,0.002162814,1641862274,1641862274,0.028389931,8.3535
39,0.045996547,0.002124906,1641862274,1641862274,0.043879986,8.3535
40,0.042717814,0.005183339,1641862274,1641862274,0.037539959,8.3535
41,0.051374793,0.00227654,1641862274,1641862274,0.049110174,8.3535
42,0.037914991,0.002873898,1641862274,1641862274,0.035050154,8.3535
43,0.043847561,0.002066374,1641862274,1641862274,0.041790009,8.3535
44,0.041166306,0.004184008,1641862274,1641862274,0.036999941,8.3535
45,0.039765835,0.002121925,1641862274,1641862274,0.037660122,8.3535
46,0.05069828,0.00222683,1641862274,1641862274,0.048480034,8.3535
47,0.040305972,0.00293529,1641862274,1641862274,0.03737998,8.3535
48,0.042751312,0.002145052,1641862274,1641862274,0.040630102,8.3535
49,0.040101051,0.00278616,1641862274,1641862274,0.037329912,8.3535
50,0.040231466,0.002220392,1641862274,1641862274,0.038019896,8.3535
51,0.040871739,0.002126336,1641862274,1641862274,0.03876996,8.3535
52,0.04724896,0.00282228,1641862274,1641862274,0.044440031,8.3535
53,0.040297151,0.002148271,1641862274,1641862274,0.038159847,8.3535
54,0.039658427,0.002236724,1641862274,1641862274,0.037430048,8.3535
55,0.054182053,0.002140522,1641862275,1641862274,0.052050114,8.3535
56,0.044375539,0.002300858,1641862275,1641862275,0.042089939,8.3535
57,0.039546132,0.002227664,1641862275,1641862275,0.037329912,8.3535
58,0.047324896,0.002160549,1641862275,1641862275,0.045179844,8.3535
59,0.042371154,0.002342343,1641862275,1641862275,0.040040016,8.3535
60,0.042006373,0.002315164,1641862275,1641862275,0.039700031,8.3535
61,0.03992784,0.002325892,1641862275,1641862275,0.037609816,8.3535
62,0.050499558,0.002150655,1641862275,1641862275,0.048359871,8.3535
63,0.043279529,0.002976298,1641862275,1641862275,0.04031992,8.3535
64,0.043764234,0.002128482,1641862275,1641862275,0.041640043,8.3535
65,0.044001102,0.002251625,1641862275,1641862275,0.041760206,8.3535
66,0.053525209,0.002301693,1641862275,1641862275,0.051239967,8.3535
67,0.048122168,0.002289772,1641862275,1641862275,0.045850039,8.3535
68,0.039776683,0.001483083,1641862275,1641862275,0.038309813,8.3535
69,0.041716337,0.002270222,1641862275,1641862275,0.039459944,8.3535
70,0.040454865,0.002722502,1641862275,1641862275,0.037739992,8.3535
71,0.04344666,0.002138257,1641862275,1641862275,0.041319847,8.3535
72,0.044509172,0.002789021,1641862275,1641862275,0.041739941,8.3535
73,0.044434786,0.002043247,1641862275,1641862275,0.042399883,8.3535
74,0.040036559,0.002102971,1641862275,1641862275,0.037950039,8.3535
75,0.031501412,0.002127767,1641862275,1641862275,0.029390097,8.3535
76,0.045918107,0.002253175,1641862275,1641862275,0.043670177,8.3535
77,0.041502357,0.004144311,1641862275,1641862275,0.037369967,8.3535
78,0.148196936,0.002235889,1641862276,1641862275,0.145970106,8.3535
79,0.043631434,0.002269864,1641862276,1641862276,0.041369915,8.3535
80,0.044413924,0.002271533,1641862276,1641862276,0.042150021,8.3535
81,0.040406585,0.002118707,1641862276,1641862276,0.038290024,8.3535
82,0.039996386,0.002208948,1641862276,1641862276,0.037799835,8.3535
83,0.041536093,0.002127647,1641862276,1641862276,0.039420128,8.3535
84,0.044097543,0.002722144,1641862276,1641862276,0.041389942,8.3535
85,0.041540504,0.002262235,1641862276,1641862276,0.039289951,8.3535
86,0.040452957,0.002269506,1641862276,1641862276,0.038190126,8.3535
87,0.134442687,0.002248883,1641862276,1641862276,0.132200003,8.3535
88,0.040267944,0.002284288,1641862276,1641862276,0.037999868,8.3535
89,0.043699026,0.002179384,1641862276,1641862276,0.041529894,8.3535
90,0.040789843,0.002790213,1641862276,1641862276,0.03801012,8.3535
91,0.040323377,0.002116799,1641862276,1641862276,0.038219929,8.3535
92,0.040231824,0.00219214,1641862276,1641862276,0.038050175,8.3535
93,0.030829072,0.002279162,1641862276,1641862276,0.028560162,8.3535
94,0.041516662,0.002093196,1641862276,1641862276,0.03944993,8.3535
95,0.039955735,0.002118945,1641862276,1641862276,0.037850142,8.3535
96,0.052330256,0.002261162,1641862276,1641862276,0.050079823,8.3535
97,0.039737344,0.002150416,1641862276,1641862276,0.03760004,8.3535
98,0.041619658,0.002133489,1641862276,1641862276,0.039499998,8.3535
99,0.041240931,0.002813578,1641862277,1641862276,0.038439989,8.3535
100,0.04022491,0.002315164,1641862277,1641862277,0.037919998,8.3535
101,0.040252328,0.002256513,1641862277,1641862277,0.03801012,8.3535
102,0.041961193,0.002084255,1641862277,1641862277,0.039880037,8.3535
103,0.044306993,0.002950907,1641862277,1641862277,0.041369915,8.3535
104,0.040704131,0.002099156,1641862277,1641862277,0.038609982,8.3535
105,0.04078567,0.002152324,1641862277,1641862277,0.038640022,8.3535
106,0.044600844,0.002788663,1641862277,1641862277,0.041830063,8.3535
107,0.04990828,0.002168775,1641862277,1641862277,0.047749996,8.3535
108,0.037978888,0.002307653,1641862277,1641862277,0.035680056,8.3535
109,0.048022628,0.002250552,1641862277,1641862277,0.045789957,8.3535
110,0.16728282,0.003718138,1641862277,1641862277,0.163569927,8.3535
111,0.042508006,0.001771808,1641862277,1641862277,0.040750027,8.3535
112,0.044621706,0.002234459,1641862277,1641862277,0.042400122,8.3535
113,0.049268484,0.002156734,1641862277,1641862277,0.047119856,8.3535
114,0.040100098,0.002304792,1641862277,1641862277,0.037809849,8.3535
115,0.044977427,0.002131939,1641862277,1641862277,0.042850018,8.3535
116,0.040758371,0.002942801,1641862277,1641862277,0.037830114,8.3535
117,0.039836764,0.002203345,1641862277,1641862277,0.037650108,8.3535
118,0.169498682,0.002307177,1641862278,1641862277,0.167200089,8.3535
119,0.054547071,0.002513647,1641862278,1641862278,0.0520401,8.3535
120,0.053843498,0.002365589,1641862278,1641862278,0.051490068,8.3535
121,0.05280757,0.002094269,1641862278,1641862278,0.050719976,8.3535
122,0.049711227,0.002186537,1641862278,1641862278,0.047530174,8.3535
123,0.043962598,0.002177596,1641862278,1641862278,0.041790009,8.3535
124,0.044449806,0.002223969,1641862278,1641862278,0.042239904,8.3535
125,0.060248613,0.002250433,1641862278,1641862278,0.058009863,8.3535
126,0.044120789,0.002306461,1641862278,1641862278,0.041830063,8.3535
127,0.041884422,0.003660202,1641862278,1641862278,0.038239956,8.3535
128,0.042513132,0.002314091,1641862278,1641862278,0.040210009,8.3535
129,0.04165554,0.002574444,1641862278,1641862278,0.03910017,8.3535
130,0.040454626,0.002247095,1641862278,1641862278,0.038219929,8.3535
131,0.066201925,0.002229452,1641862278,1641862278,0.063989878,8.3535
132,0.052262545,0.002249002,1641862278,1641862278,0.050019979,8.3535
133,0.04289186,0.001946807,1641862278,1641862278,0.040960073,8.3535
134,0.039905667,0.002309918,1641862278,1641862278,0.037610054,8.3535
135,0.041478395,0.002164602,1641862278,1641862278,0.039319992,8.3535
136,0.065587521,0.002781868,1641862278,1641862278,0.062819958,8.3535
137,0.054929376,0.002229095,1641862278,1641862278,0.052719831,8.3535
138,0.043577909,0.00229311,1641862279,1641862278,0.041300058,8.3535
139,0.049830079,0.002287984,1641862279,1641862279,0.047549963,8.3535
140,0.040057302,0.002318263,1641862279,1641862279,0.037750006,8.3535
141,0.042005301,0.002221823,1641862279,1641862279,0.039790154,8.3535
142,0.043118834,0.002814174,1641862279,1641862279,0.040320158,8.3535
143,0.052842379,0.002157927,1641862279,1641862279,0.050690174,8.3535
144,0.040204883,0.002101302,1641862279,1641862279,0.038110018,8.3535
145,0.053738236,0.002124667,1641862279,1641862279,0.051620007,8.3535
146,0.040784597,0.00284338,1641862279,1641862279,0.037960052,8.3535
147,0.040373087,0.002265453,1641862279,1641862279,0.038120031,8.3535
148,0.038323879,0.002318144,1641862279,1641862279,0.036020041,8.3535
149,0.043112993,0.002078533,1641862279,1641862279,0.041049957,8.3535
150,0.04452157,0.00342989,1641862279,1641862279,0.041100025,8.3535
151,0.040484905,0.00221777,1641862279,1641862279,0.038269997,8.3535
152,0.054949999,0.002080679,1641862279,1641862279,0.052880049,8.3535
153,0.040540576,0.002745271,1641862279,1641862279,0.037800074,8.3535
154,0.031055331,0.002195001,1641862279,1641862279,0.028869867,8.3535
155,0.046430469,0.002181172,1641862279,1641862279,0.044260025,8.3535
156,0.042247534,0.004164219,1641862279,1641862279,0.038089991,8.3535
157,0.052617192,0.002335191,1641862279,1641862279,0.050299883,8.3535
158,0.04014039,0.002571344,1641862279,1641862279,0.037580013,8.3535
159,0.040960908,0.00214088,1641862279,1641862279,0.038829803,8.3535
160,0.042022467,0.002610922,1641862279,1641862279,0.039420128,8.3535
161,0.039794326,0.002781272,1641862279,1641862279,0.037019968,8.3535
162,0.029881954,0.001736879,1641862279,1641862279,0.028159857,8.3535
163,0.04876399,0.002231598,1641862280,1641862279,0.046550035,8.3535
164,0.064448357,0.006174564,1641862280,1641862280,0.058279991,8.3535
165,0.045650721,0.002264977,1641862280,1641862280,0.043400049,8.3535
166,0.044559479,0.002330303,1641862280,1641862280,0.042239904,8.3535
167,0.046798587,0.002055764,1641862280,1641862280,0.044749975,8.3535
168,0.039981246,0.002170682,1641862280,1641862280,0.037820101,8.3535
169,0.042487264,0.00214088,1641862280,1641862280,0.040359974,8.3535
170,0.040795445,0.002425075,1641862280,1641862280,0.038380146,8.3535
171,0.044467807,0.002275825,1641862280,1641862280,0.042200089,8.3535
172,0.04641664,0.002216697,1641862280,1641862280,0.044209957,8.3535
173,0.039929748,0.002200007,1641862280,1641862280,0.037739992,8.3535
174,0.04146564,0.002233863,1641862280,1641862280,0.039239883,8.3535
175,0.044934869,0.00273478,1641862280,1641862280,0.042210102,8.3535
176,0.030801296,0.002325296,1641862280,1641862280,0.028490067,8.3535
177,0.040209651,0.002138972,1641862280,1641862280,0.038079977,8.3535
178,0.040245771,0.002064466,1641862280,1641862280,0.038190126,8.3535
179,0.040421486,0.002269983,1641862280,1641862280,0.038159847,8.3535
180,0.041821957,0.00211978,1641862280,1641862280,0.039720058,8.3535
181,0.041335106,0.002932072,1641862280,1641862280,0.038409948,8.3535
182,0.040853977,0.002099752,1641862280,1641862280,0.038760185,8.3535
183,0.042470694,0.002260208,1641862280,1641862280,0.040220022,8.3535
184,0.044443965,0.002071977,1641862280,1641862280,0.042390108,8.3535
185,0.039991379,0.00233531,1641862280,1641862280,0.037670135,8.3535
186,0.062533975,0.002235293,1641862281,1641862280,0.060309887,8.3535
187,0.052040219,0.002111793,1641862281,1641862281,0.049929857,8.3535
188,0.039660573,0.002335191,1641862281,1641862281,0.037349939,8.3535
189,0.042412281,0.002247095,1641862281,1641862281,0.040170193,8.3535
190,0.031274796,0.002921343,1641862281,1641862281,0.028360128,8.3535
191,0.046944737,0.002232909,1641862281,1641862281,0.044719934,8.3535
192,0.041431785,0.00483644,1641862281,1641862281,0.036609888,8.3535
193,0.04085803,0.002140999,1641862281,1641862281,0.038730145,8.3535
194,0.040359378,0.002337337,1641862281,1641862281,0.038029909,8.3535
195,0.041149139,0.002249002,1641862281,1641862281,0.038909912,8.3535
196,0.044134617,0.002248526,1641862281,1641862281,0.041889906,8.3535
197,0.040281534,0.002165079,1641862281,1641862281,0.038120031,8.3535
198,0.043994069,0.00228703,1641862281,1641862281,0.041720152,8.3535
199,0.038293481,0.001947284,1641862281,1641862281,0.036360025,8.3535
200,0.039851189,0.001472712,1641862281,1641862281,0.038389921,8.3535
201,0.039154053,0.002218008,1641862281,1641862281,0.036940098,8.3535
202,0.041342974,0.002135277,1641862281,1641862281,0.039219856,8.3535
