T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,ptp,quic
1641991855.231595967s,1641991855.251922728s,1641991855.251925401s,1641991855.232464405s,0.020327s,-0.019461s,0.000433s,0.019894,0.022629959
1641991855.232464405s,1641991855.252773480s,1641991855.252829833s,1641991855.233336249s,0.020309s,-0.019494s,0.000408s,0.019901,0.022630937
1641991855.233336249s,1641991855.253649843s,1641991855.253689776s,1641991855.234167729s,0.020314s,-0.019522s,0.000396s,0.019918,0.022629678
1641991855.234167729s,1641991855.254466378s,1641991855.254505966s,1641991855.235033966s,0.020298s,-0.019472s,0.000413s,0.019885,0.022631748
1641991855.235033966s,1641991855.255352592s,1641991855.255388904s,1641991855.235913162s,0.020319s,-0.019476s,0.000421s,0.019897,0.022631755
1641991855.235913162s,1641991855.256197261s,1641991855.256250830s,1641991855.236748107s,0.020284s,-0.019503s,0.000391s,0.019893,0.022632428
1641991855.236748107s,1641991855.257036074s,1641991855.257076934s,1641991855.237548827s,0.020288s,-0.019528s,0.000380s,0.019908,0.022632259
1641991855.237548827s,1641991855.257864379s,1641991855.257879624s,1641991855.238373629s,0.020316s,-0.019506s,0.000405s,0.019911,0.022633204
1641991855.238373629s,1641991855.258675910s,1641991855.258711584s,1641991855.239232712s,0.020302s,-0.019479s,0.000412s,0.019891,0.022634381
1641991855.239232712s,1641991855.259546853s,1641991855.259582938s,1641991855.240073546s,0.020314s,-0.019510s,0.000402s,0.019912,0.022633187
1641991855.240073546s,1641991855.260372052s,1641991855.260415923s,1641991855.240922498s,0.020299s,-0.019494s,0.000403s,0.019896,0.022630526
1641991855.240922498s,1641991855.261237226s,1641991855.261239874s,1641991855.241788084s,0.020315s,-0.019452s,0.000432s,0.019883,0.02262902
1641991855.241788084s,1641991855.262087232s,1641991855.262159955s,1641991855.242648435s,0.020299s,-0.019512s,0.000394s,0.019905,0.022626392
1641991855.242648435s,1641991855.262979693s,1641991855.262982133s,1641991855.243489320s,0.020331s,-0.019493s,0.000419s,0.019912,0.022626656
1641991855.243489320s,1641991855.263829043s,1641991855.263831586s,1641991855.244310076s,0.020340s,-0.019521s,0.000409s,0.019931,0.022627287
1641991855.244310076s,1641991855.264606659s,1641991855.264684212s,1641991855.245183200s,0.020297s,-0.019501s,0.000398s,0.019899,0.022628531
1641991855.245183200s,1641991855.265472815s,1641991855.265521898s,1641991855.246030898s,0.020290s,-0.019491s,0.000399s,0.01989,0.022629063
1641991855.246030898s,1641991855.266348015s,1641991855.266350551s,1641991855.246846139s,0.020317s,-0.019504s,0.000407s,0.019911,0.022629983
1641991855.246846139s,1641991855.267140705s,1641991855.267187676s,1641991855.247696168s,0.020294s,-0.019491s,0.000401s,0.019893,0.022630818
1641991855.247696168s,1641991855.268021838s,1641991855.268044410s,1641991855.248530863s,0.020326s,-0.019514s,0.000406s,0.01992,0.02263035
1641991855.248530863s,1641991855.268827908s,1641991855.268874605s,1641991855.249348917s,0.020297s,-0.019526s,0.000386s,0.019911,0.02262931
1641991855.249348917s,1641991855.269639902s,1641991855.269670118s,1641991855.250178721s,0.020291s,-0.019491s,0.000400s,0.019891,0.022629903
1641991855.250178721s,1641991855.270508142s,1641991855.270568960s,1641991855.251099465s,0.020329s,-0.019469s,0.000430s,0.019899,0.022617019
1641991855.251099465s,1641991855.271431878s,1641991855.271479485s,1641991855.251970387s,0.020333s,-0.019509s,0.000412s,0.019921,0.022616579
1641991855.251970387s,1641991855.272570657s,1641991855.272573342s,1641991855.253083161s,0.020600s,-0.019490s,0.000555s,0.020045,0.022591517
1641991855.253083161s,1641991855.273632954s,1641991855.273649306s,1641991855.254150112s,0.020550s,-0.019499s,0.000525s,0.020024,0.022591708
1641991855.254150112s,1641991855.274490654s,1641991855.274531638s,1641991855.255026382s,0.020340s,-0.019505s,0.000418s,0.019923,0.022594086
1641991855.255026382s,1641991855.275360885s,1641991855.275399673s,1641991855.255873244s,0.020334s,-0.019526s,0.000404s,0.01993,0.022594796
1641991855.255873244s,1641991855.276293548s,1641991855.276363975s,1641991855.256838276s,0.020420s,-0.019526s,0.000447s,0.019973,0.022594825
1641991855.256838276s,1641991855.277485833s,1641991855.277587134s,1641991855.258051093s,0.020648s,-0.019536s,0.000556s,0.020092,0.022591939
1641991855.258051093s,1641991855.278473025s,1641991855.278502460s,1641991855.258966358s,0.020422s,-0.019536s,0.000443s,0.019979,0.022591172
1641991855.258966358s,1641991855.279294591s,1641991855.279312199s,1641991855.259768450s,0.020328s,-0.019544s,0.000392s,0.019936,0.022592543
1641991855.259768450s,1641991855.280097120s,1641991855.280147567s,1641991855.260648018s,0.020329s,-0.019500s,0.000414s,0.019914,0.022593363
1641991855.260648018s,1641991855.280981592s,1641991855.281028423s,1641991855.261521756s,0.020334s,-0.019507s,0.000413s,0.01992,0.022595512
1641991855.261521756s,1641991855.281821886s,1641991855.281909392s,1641991855.262404020s,0.020300s,-0.019506s,0.000397s,0.019903,0.022597201
1641991855.262404020s,1641991855.282698464s,1641991855.282742960s,1641991855.263209598s,0.020294s,-0.019533s,0.000381s,0.019914,0.022598094
1641991855.263209598s,1641991855.283541216s,1641991855.283564470s,1641991855.264081615s,0.020332s,-0.019483s,0.000424s,0.019907,0.022599649
1641991855.264081615s,1641991855.284368025s,1641991855.284433123s,1641991855.264905433s,0.020286s,-0.019528s,0.000379s,0.019907,0.022601138
1641991855.264905433s,1641991855.285194612s,1641991855.285234896s,1641991855.265741676s,0.020289s,-0.019493s,0.000398s,0.019891,0.022604881
1641991855.265741676s,1641991855.286058658s,1641991855.286081879s,1641991855.266578054s,0.020317s,-0.019504s,0.000407s,0.01991,0.02260499
1641991855.266578054s,1641991855.286886394s,1641991855.286907213s,1641991855.267409377s,0.020308s,-0.019498s,0.000405s,0.019903,0.022618988
1641991855.267409377s,1641991855.287696696s,1641991855.287744078s,1641991855.268238040s,0.020287s,-0.019506s,0.000391s,0.019897,0.022655584
1641991855.268238040s,1641991855.288563598s,1641991855.288566054s,1641991855.269046797s,0.020325s,-0.019519s,0.000403s,0.019922,0.02267307
1641991855.269046797s,1641991855.289346158s,1641991855.289387524s,1641991855.269860392s,0.020299s,-0.019527s,0.000386s,0.019913,0.02267219
1641991855.269860392s,1641991855.290144662s,1641991855.290181809s,1641991855.270656956s,0.020284s,-0.019525s,0.000380s,0.019904,0.022670507
1641991855.270656956s,1641991855.290953341s,1641991855.290989006s,1641991855.271455292s,0.020296s,-0.019534s,0.000381s,0.019915,0.022669317
1641991855.271455292s,1641991855.291761984s,1641991855.291796066s,1641991855.272270846s,0.020307s,-0.019525s,0.000391s,0.019916,0.022669704
1641991855.272270846s,1641991855.292556261s,1641991855.292593293s,1641991855.273062321s,0.020285s,-0.019531s,0.000377s,0.019908,0.022670605
1641991855.273062321s,1641991855.293356848s,1641991855.293390620s,1641991855.273849261s,0.020295s,-0.019541s,0.000377s,0.019918,0.022669571
1641991855.273849261s,1641991855.294126570s,1641991855.294166207s,1641991855.274654780s,0.020277s,-0.019511s,0.000383s,0.019894,0.022667639
1641991855.274654780s,1641991855.294992265s,1641991855.294994683s,1641991855.275459219s,0.020337s,-0.019535s,0.000401s,0.019936,0.022661432
1641991855.275459219s,1641991855.295765186s,1641991855.295807324s,1641991855.276274341s,0.020306s,-0.019533s,0.000386s,0.019919,0.022660387
1641991855.276274341s,1641991855.296591761s,1641991855.296625626s,1641991855.277096350s,0.020317s,-0.019529s,0.000394s,0.019923,0.022640718
1641991855.277096350s,1641991855.297380256s,1641991855.297446914s,1641991855.277945596s,0.020284s,-0.019501s,0.000391s,0.019893,0.022636782
1641991855.277945596s,1641991855.298193404s,1641991855.298215124s,1641991855.278727096s,0.020248s,-0.019488s,0.000380s,0.019868,0.022636007
1641991855.278727096s,1641991855.299011977s,1641991855.299028400s,1641991855.279521122s,0.020285s,-0.019507s,0.000389s,0.019896,0.02263573
1641991855.279521122s,1641991855.299782568s,1641991855.299819094s,1641991855.280324796s,0.020261s,-0.019494s,0.000383s,0.019878,0.022634755
1641991855.280324796s,1641991855.300569512s,1641991855.300633007s,1641991855.281119190s,0.020245s,-0.019514s,0.000365s,0.019879,0.022633946
1641991855.281119190s,1641991855.301395131s,1641991855.301434864s,1641991855.281916282s,0.020276s,-0.019518s,0.000379s,0.019897,0.022632658
1641991855.281916282s,1641991855.302192613s,1641991855.302208617s,1641991855.282706499s,0.020276s,-0.019502s,0.000387s,0.019889,0.022633313
1641991855.282706499s,1641991855.302968856s,1641991855.302987531s,1641991855.283484901s,0.020262s,-0.019503s,0.000380s,0.019882,0.022633698
1641991855.283484901s,1641991855.303768771s,1641991855.303792252s,1641991855.284269006s,0.020284s,-0.019523s,0.000380s,0.019904,0.022632037
1641991855.284269006s,1641991855.304489533s,1641991855.304516726s,1641991855.285009847s,0.020221s,-0.019507s,0.000357s,0.019864,0.022631685
1641991855.285009847s,1641991855.305277752s,1641991855.305308101s,1641991855.285826977s,0.020268s,-0.019481s,0.000393s,0.019875,0.022630824
1641991855.285826977s,1641991855.306065720s,1641991855.306086528s,1641991855.286616999s,0.020239s,-0.019469s,0.000385s,0.019854,0.022631277
1641991855.286616999s,1641991855.306883465s,1641991855.306896850s,1641991855.287360651s,0.020267s,-0.019536s,0.000365s,0.019901,0.022625175
1641991855.287360651s,1641991855.307617803s,1641991855.307661062s,1641991855.288190732s,0.020257s,-0.019470s,0.000394s,0.019864,0.022624784
1641991855.288190732s,1641991855.308455833s,1641991855.308536312s,1641991855.289063339s,0.020265s,-0.019473s,0.000396s,0.019869,0.022625639
1641991855.289063339s,1641991855.309313681s,1641991855.309356156s,1641991855.289848326s,0.020250s,-0.019508s,0.000371s,0.019879,0.02262458
1641991855.289848326s,1641991855.310091286s,1641991855.310164201s,1641991855.290643638s,0.020243s,-0.019521s,0.000361s,0.019882,0.022625354
1641991855.290643638s,1641991855.310902083s,1641991855.310961231s,1641991855.291462271s,0.020258s,-0.019499s,0.000380s,0.019879,0.022623247
1641991855.291462271s,1641991855.311752762s,1641991855.311768607s,1641991855.292242956s,0.020291s,-0.019526s,0.000383s,0.019908,0.022618044
1641991855.292242956s,1641991855.312504107s,1641991855.312526685s,1641991855.293012419s,0.020261s,-0.019514s,0.000373s,0.019888,0.022618431
1641991855.293012419s,1641991855.313298917s,1641991855.313312173s,1641991855.293827345s,0.020287s,-0.019485s,0.000401s,0.019886,0.022619025
1641991855.293827345s,1641991855.314099713s,1641991855.314151148s,1641991855.294617384s,0.020272s,-0.019534s,0.000369s,0.019903,0.022618361
1641991855.294617384s,1641991855.314867909s,1641991855.314903419s,1641991855.295390069s,0.020251s,-0.019513s,0.000369s,0.019882,0.022617766
1641991855.295390069s,1641991855.315629347s,1641991855.315631781s,1641991855.296134177s,0.020239s,-0.019498s,0.000371s,0.019868,0.022617687
1641991855.296134177s,1641991855.316421154s,1641991855.316443568s,1641991855.296918951s,0.020287s,-0.019525s,0.000381s,0.019906,0.022617797
1641991855.296918951s,1641991855.317159876s,1641991855.317212216s,1641991855.297684980s,0.020241s,-0.019527s,0.000357s,0.019884,0.022618031
1641991855.297684980s,1641991855.317899523s,1641991855.317917791s,1641991855.298409213s,0.020215s,-0.019509s,0.000353s,0.019862,0.022619637
1641991855.298409213s,1641991855.318650072s,1641991855.318665163s,1641991855.299180607s,0.020241s,-0.019485s,0.000378s,0.019863,0.022619976
1641991855.299180607s,1641991855.319477381s,1641991855.319512845s,1641991855.300044321s,0.020297s,-0.019469s,0.000414s,0.019883,0.022620201
1641991855.300044321s,1641991855.320358368s,1641991855.320360859s,1641991855.300885343s,0.020314s,-0.019475s,0.000419s,0.019895,0.022619412
1641991855.300885343s,1641991855.321144488s,1641991855.321173576s,1641991855.301636065s,0.020259s,-0.019538s,0.000361s,0.019898,0.022618702
1641991855.301636065s,1641991855.321896831s,1641991855.321933790s,1641991855.302439207s,0.020261s,-0.019495s,0.000383s,0.019878,0.022623968
1641991855.302439207s,1641991855.322703761s,1641991855.322756434s,1641991855.303278517s,0.020265s,-0.019478s,0.000393s,0.019871,0.022623393
1641991855.303278517s,1641991855.323567821s,1641991855.323590336s,1641991855.304080252s,0.020289s,-0.019510s,0.000390s,0.0199,0.022623094
1641991855.304080252s,1641991855.324360840s,1641991855.324383821s,1641991855.304888597s,0.020281s,-0.019495s,0.000393s,0.019888,0.022622659
1641991855.304888597s,1641991855.325170413s,1641991855.325193210s,1641991855.305695949s,0.020282s,-0.019497s,0.000392s,0.01989,0.022622743
1641991855.305695949s,1641991855.325988445s,1641991855.326033786s,1641991855.306532894s,0.020293s,-0.019501s,0.000396s,0.019897,0.02262306
1641991855.306532894s,1641991855.326823477s,1641991855.326839025s,1641991855.307412063s,0.020291s,-0.019427s,0.000432s,0.019859,0.022622929
1641991855.307412063s,1641991855.327729753s,1641991855.327733483s,1641991855.308289993s,0.020318s,-0.019444s,0.000437s,0.019881,0.022623089
1641991855.308289993s,1641991855.328539462s,1641991855.328592721s,1641991855.309095608s,0.020249s,-0.019497s,0.000376s,0.019873,0.022623214
1641991855.309095608s,1641991855.329378507s,1641991855.329400199s,1641991855.309921533s,0.020283s,-0.019479s,0.000402s,0.019881,0.022623505
1641991855.309921533s,1641991855.330224999s,1641991855.330240664s,1641991855.310738563s,0.020303s,-0.019502s,0.000401s,0.019903,0.022623601
1641991855.310738563s,1641991855.331025216s,1641991855.331027641s,1641991855.311528317s,0.020287s,-0.019500s,0.000394s,0.019893,0.022623515
1641991855.311528317s,1641991855.331791102s,1641991855.331835474s,1641991855.312339628s,0.020263s,-0.019496s,0.000383s,0.019879,0.022625425
1641991855.312339628s,1641991855.332602476s,1641991855.332648537s,1641991855.313184261s,0.020263s,-0.019464s,0.000399s,0.019864,0.022626206
1641991855.313184261s,1641991855.333453200s,1641991855.333475304s,1641991855.314004549s,0.020269s,-0.019471s,0.000399s,0.01987,0.022626762
1641991855.314004549s,1641991855.334245802s,1641991855.334293416s,1641991855.314812097s,0.020241s,-0.019481s,0.000380s,0.019861,0.022626835
1641991855.314812097s,1641991855.335095983s,1641991855.335098383s,1641991855.315618904s,0.020284s,-0.019479s,0.000402s,0.019881,0.022627363
1641991855.315618904s,1641991855.335884834s,1641991855.335947341s,1641991855.316506206s,0.020266s,-0.019441s,0.000412s,0.019853,0.02262734
1641991855.316506206s,1641991855.336786283s,1641991855.336799300s,1641991855.317298656s,0.020280s,-0.019501s,0.000390s,0.01989,0.022627742
1641991855.317298656s,1641991855.337590208s,1641991855.337592836s,1641991855.318115971s,0.020292s,-0.019477s,0.000407s,0.019884,0.022627384
1641991855.318115971s,1641991855.338403824s,1641991855.338420141s,1641991855.318943810s,0.020288s,-0.019476s,0.000406s,0.019882,0.022627929
1641991855.318943810s,1641991855.339191404s,1641991855.339230326s,1641991855.319792978s,0.020248s,-0.019437s,0.000405s,0.019843,0.022628823
1641991855.319792978s,1641991855.340064219s,1641991855.340110471s,1641991855.320627688s,0.020271s,-0.019483s,0.000394s,0.019877,0.022629023
1641991855.320627688s,1641991855.340892979s,1641991855.340943395s,1641991855.321481766s,0.020265s,-0.019462s,0.000402s,0.019863,0.022629243
1641991855.321481766s,1641991855.341691511s,1641991855.341716965s,1641991855.322190008s,0.020210s,-0.019527s,0.000341s,0.019868,0.022628919
1641991855.322190008s,1641991855.342423966s,1641991855.342436672s,1641991855.322953298s,0.020234s,-0.019484s,0.000375s,0.019859,0.022629099
1641991855.322953298s,1641991855.343223756s,1641991855.343250865s,1641991855.323754566s,0.020271s,-0.019496s,0.000387s,0.019883,0.022628451
1641991855.323754566s,1641991855.344020193s,1641991855.344034765s,1641991855.324504930s,0.020266s,-0.019530s,0.000368s,0.019898,0.022628931
1641991855.324504930s,1641991855.344775050s,1641991855.344806284s,1641991855.325305888s,0.020270s,-0.019500s,0.000385s,0.019885,0.022629921
1641991855.325305888s,1641991855.345569422s,1641991855.345596860s,1641991855.326116172s,0.020263s,-0.019481s,0.000391s,0.019872,0.022631271
1641991855.326116172s,1641991855.346462926s,1641991855.346495601s,1641991855.327026432s,0.020347s,-0.019469s,0.000439s,0.019908,0.022631775
1641991855.327026432s,1641991855.347324420s,1641991855.347354674s,1641991855.327857736s,0.020298s,-0.019497s,0.000401s,0.019897,0.022632813
1641991855.327857736s,1641991855.348112782s,1641991855.348202942s,1641991855.328726879s,0.020255s,-0.019476s,0.000389s,0.019866,0.022632269
1641991855.328726879s,1641991855.349016432s,1641991855.349019215s,1641991855.329521323s,0.020290s,-0.019498s,0.000396s,0.019894,0.022631784
1641991855.329521323s,1641991855.349763328s,1641991855.349801602s,1641991855.330333789s,0.020242s,-0.019468s,0.000387s,0.019855,0.022631734
1641991855.330333789s,1641991855.350617333s,1641991855.350634605s,1641991855.331111991s,0.020284s,-0.019523s,0.000381s,0.019903,0.022631665
1641991855.331111991s,1641991855.351390302s,1641991855.351424001s,1641991855.331977337s,0.020278s,-0.019447s,0.000416s,0.019863,0.0226319
1641991855.331977337s,1641991855.352286955s,1641991855.352288566s,1641991855.332820372s,0.020310s,-0.019468s,0.000421s,0.019889,0.022631
1641991855.332820372s,1641991855.353075435s,1641991855.353094352s,1641991855.333570406s,0.020255s,-0.019524s,0.000366s,0.019889,0.022630763
1641991855.333570406s,1641991855.353818677s,1641991855.353860886s,1641991855.334386922s,0.020248s,-0.019474s,0.000387s,0.019861,0.022630925
1641991855.334386922s,1641991855.354670133s,1641991855.354672674s,1641991855.335183374s,0.020283s,-0.019489s,0.000397s,0.019886,0.022630803
1641991855.335183374s,1641991855.355447547s,1641991855.355460275s,1641991855.335991628s,0.020264s,-0.019469s,0.000398s,0.019866,0.022631222
1641991855.335991628s,1641991855.356344365s,1641991855.356392632s,1641991855.336960950s,0.020353s,-0.019432s,0.000461s,0.019892,0.022631701
1641991855.336960950s,1641991855.357241091s,1641991855.357250054s,1641991855.337799103s,0.020280s,-0.019451s,0.000415s,0.019866,0.022632471
1641991855.337799103s,1641991855.358044615s,1641991855.358089806s,1641991855.338586614s,0.020246s,-0.019503s,0.000371s,0.019874,0.022632536
1641991855.338586614s,1641991855.358837662s,1641991855.358870938s,1641991855.339397972s,0.020251s,-0.019473s,0.000389s,0.019862,0.022632838
1641991855.339397972s,1641991855.359675853s,1641991855.359678216s,1641991855.340195437s,0.020278s,-0.019483s,0.000398s,0.01988,0.022632742
1641991855.340195437s,1641991855.360453080s,1641991855.360489269s,1641991855.341029491s,0.020258s,-0.019460s,0.000399s,0.019859,0.022639043
1641991855.341029491s,1641991855.361293241s,1641991855.361345337s,1641991855.341836718s,0.020264s,-0.019509s,0.000378s,0.019886,0.022638336
1641991855.341836718s,1641991855.362092399s,1641991855.362145453s,1641991855.342674993s,0.020256s,-0.019470s,0.000393s,0.019863,0.022638083
1641991855.342674993s,1641991855.362988587s,1641991855.362990312s,1641991855.343546518s,0.020314s,-0.019444s,0.000435s,0.019879,0.02263784
1641991855.343546518s,1641991855.363817405s,1641991855.363854144s,1641991855.344322484s,0.020271s,-0.019532s,0.000370s,0.019901,0.022637525
1641991855.344322484s,1641991855.364608859s,1641991855.364673790s,1641991855.345192111s,0.020286s,-0.019482s,0.000402s,0.019884,0.022636911
1641991855.345192111s,1641991855.365441671s,1641991855.365493109s,1641991855.346015682s,0.020249s,-0.019477s,0.000386s,0.019863,0.022636421
1641991855.346015682s,1641991855.366286712s,1641991855.366345658s,1641991855.346852315s,0.020271s,-0.019493s,0.000389s,0.019882,0.022637356
1641991855.346852315s,1641991855.367185806s,1641991855.367208147s,1641991855.347746300s,0.020334s,-0.019462s,0.000436s,0.019898,0.022638096
1641991855.347746300s,1641991855.367988771s,1641991855.368026887s,1641991855.348571660s,0.020242s,-0.019455s,0.000394s,0.019849,0.022641683
1641991855.348571660s,1641991855.368837210s,1641991855.368866519s,1641991855.349374536s,0.020265s,-0.019492s,0.000387s,0.019879,0.022642299
1641991855.349374536s,1641991855.369616352s,1641991855.369629037s,1641991855.350151118s,0.020242s,-0.019478s,0.000382s,0.01986,0.022642033
1641991855.350151118s,1641991855.370420241s,1641991855.370434959s,1641991855.350930513s,0.020269s,-0.019505s,0.000382s,0.019887,0.022641804
1641991855.350930513s,1641991855.371236886s,1641991855.371275348s,1641991855.351745232s,0.020306s,-0.019530s,0.000388s,0.019918,0.022641243
1641991855.351745232s,1641991855.372016974s,1641991855.372051400s,1641991855.352549091s,0.020272s,-0.019502s,0.000385s,0.019887,0.0226409
1641991855.352549091s,1641991855.372829249s,1641991855.372867986s,1641991855.353431782s,0.020280s,-0.019436s,0.000422s,0.019858,0.022640755
1641991855.353431782s,1641991855.373723974s,1641991855.373746275s,1641991855.354300150s,0.020292s,-0.019446s,0.000423s,0.019869,0.022640761
1641991855.354300150s,1641991855.374584894s,1641991855.374615302s,1641991855.355177919s,0.020285s,-0.019437s,0.000424s,0.019861,0.022640628
1641991855.355177919s,1641991855.375494654s,1641991855.375496982s,1641991855.355973104s,0.020317s,-0.019524s,0.000396s,0.01992,0.022640453
1641991855.355973104s,1641991855.376260262s,1641991855.376275160s,1641991855.356780602s,0.020287s,-0.019495s,0.000396s,0.019891,0.022639879
1641991855.356780602s,1641991855.377029028s,1641991855.377087157s,1641991855.357556935s,0.020248s,-0.019530s,0.000359s,0.019889,0.022639758
1641991855.357556935s,1641991855.377821531s,1641991855.377856526s,1641991855.358367770s,0.020265s,-0.019489s,0.000388s,0.019877,0.022639801
1641991855.358367770s,1641991855.378620730s,1641991855.378644137s,1641991855.359137588s,0.020253s,-0.019507s,0.000373s,0.01988,0.022639101
1641991855.359137588s,1641991855.379429588s,1641991855.379487961s,1641991855.360034082s,0.020292s,-0.019454s,0.000419s,0.019873,0.022639266
1641991855.360034082s,1641991855.380367281s,1641991855.380401570s,1641991855.360941000s,0.020333s,-0.019461s,0.000436s,0.019897,0.022639523
1641991855.360941000s,1641991855.381360815s,1641991855.381440458s,1641991855.361951671s,0.020420s,-0.019489s,0.000466s,0.019954,0.022639692
1641991855.361951671s,1641991855.382275869s,1641991855.382288481s,1641991855.362827799s,0.020324s,-0.019461s,0.000432s,0.019892,0.022640012
1641991855.362827799s,1641991855.383263385s,1641991855.383327510s,1641991855.363870280s,0.020436s,-0.019457s,0.000489s,0.019946,0.022639098
1641991855.363870280s,1641991855.384157987s,1641991855.384203159s,1641991855.364746325s,0.020288s,-0.019457s,0.000415s,0.019872,0.022638777
1641991855.364746325s,1641991855.385094165s,1641991855.385187155s,1641991855.365704385s,0.020348s,-0.019483s,0.000432s,0.019915,0.022638419
1641991855.365704385s,1641991855.385953976s,1641991855.385996659s,1641991855.366542366s,0.020250s,-0.019454s,0.000398s,0.019852,0.022638388
1641991855.366542366s,1641991855.386810199s,1641991855.386875062s,1641991855.367371051s,0.020268s,-0.019504s,0.000382s,0.019886,0.022637906
1641991855.367371051s,1641991855.387716148s,1641991855.387718772s,1641991855.368246591s,0.020345s,-0.019472s,0.000436s,0.019909,0.022637804
