T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,ptp,quic
1641992142.449802084s,1641992142.480020244s,1641992142.480022369s,1641992142.450533732s,0.030218s,-0.029489s,0.000365s,0.029853,0.032695298
1641992142.450533732s,1641992142.480719084s,1641992142.480720950s,1641992142.451263277s,0.030185s,-0.029458s,0.000364s,0.029822,0.032695158
1641992142.451263277s,1641992142.481490929s,1641992142.481492817s,1641992142.452021546s,0.030228s,-0.029471s,0.000378s,0.029849,0.032695441
1641992142.452021546s,1641992142.482191946s,1641992142.482212922s,1641992142.452732695s,0.030170s,-0.029480s,0.000345s,0.029825,0.032695683
1641992142.452732695s,1641992142.482925942s,1641992142.482927741s,1641992142.453459808s,0.030193s,-0.029468s,0.000363s,0.029831,0.032696053
1641992142.453459808s,1641992142.483660543s,1641992142.483662808s,1641992142.454210497s,0.030201s,-0.029452s,0.000374s,0.029827,0.032696046
1641992142.454210497s,1641992142.484408574s,1641992142.484428815s,1641992142.454971538s,0.030198s,-0.029457s,0.000370s,0.029828,0.032696586
1641992142.454971538s,1641992142.485161394s,1641992142.485189387s,1641992142.459630825s,0.030190s,-0.025559s,0.002316s,0.027874,0.032695596
1641992142.459630825s,1641992142.489813153s,1641992142.489839241s,1641992142.460385889s,0.030182s,-0.029454s,0.000364s,0.029818,0.032694849
1641992142.460385889s,1641992142.490548414s,1641992142.490582390s,1641992142.461120671s,0.030163s,-0.029462s,0.000350s,0.029812,0.032694783
1641992142.461120671s,1641992142.491277309s,1641992142.491312521s,1641992142.461809219s,0.030157s,-0.029503s,0.000327s,0.02983,0.03269441
1641992142.461809219s,1641992142.491980594s,1641992142.492015209s,1641992142.462557003s,0.030171s,-0.029458s,0.000357s,0.029815,0.032693582
1641992142.462557003s,1641992142.492711506s,1641992142.492737767s,1641992142.463257821s,0.030154s,-0.029480s,0.000337s,0.029817,0.032692905
1641992142.463257821s,1641992142.493296696s,1641992142.493323040s,1641992142.463881895s,0.030039s,-0.029441s,0.000299s,0.02974,0.032692449
1641992142.463881895s,1641992142.494041395s,1641992142.494066508s,1641992142.464623007s,0.030159s,-0.029444s,0.000358s,0.029801,0.032691902
1641992142.464623007s,1641992142.494793590s,1641992142.494820257s,1641992142.465319093s,0.030171s,-0.029501s,0.000335s,0.029836,0.032691522
1641992142.465319093s,1641992142.495490706s,1641992142.495516357s,1641992142.466024819s,0.030172s,-0.029491s,0.000340s,0.029832,0.032690753
1641992142.466024819s,1641992142.496179038s,1641992142.496207071s,1641992142.466726551s,0.030154s,-0.029480s,0.000337s,0.029817,0.032690568
1641992142.466726551s,1641992142.496891097s,1641992142.496922439s,1641992142.467416723s,0.030164s,-0.029506s,0.000329s,0.029835,0.032689759
1641992142.467416723s,1641992142.497576500s,1641992142.497603136s,1641992142.468123003s,0.030160s,-0.029480s,0.000340s,0.02982,0.03268972
1641992142.468123003s,1641992142.498279254s,1641992142.498306222s,1641992142.468844883s,0.030156s,-0.029461s,0.000347s,0.029809,0.032689593
1641992142.468844883s,1641992142.498996487s,1641992142.499024910s,1641992142.469577365s,0.030152s,-0.029448s,0.000352s,0.0298,0.032689514
1641992142.469577365s,1641992142.499741908s,1641992142.499766852s,1641992142.470879661s,0.030164s,-0.028887s,0.000639s,0.029526,0.032689434
1641992142.470879661s,1641992142.501044235s,1641992142.501070033s,1641992142.471714799s,0.030165s,-0.029355s,0.000405s,0.02976,0.032689081
1641992142.471714799s,1641992142.501871258s,1641992142.501895816s,1641992142.472428493s,0.030157s,-0.029467s,0.000345s,0.029812,0.032688262
1641992142.472428493s,1641992142.502620492s,1641992142.502643672s,1641992142.473241030s,0.030192s,-0.029402s,0.000395s,0.029797,0.032687816
1641992142.473241030s,1641992142.503433906s,1641992142.503457717s,1641992142.474025084s,0.030193s,-0.029433s,0.000380s,0.029813,0.032687177
1641992142.474025084s,1641992142.504247664s,1641992142.504295246s,1641992142.474804826s,0.030223s,-0.029490s,0.000366s,0.029857,0.032686445
1641992142.474804826s,1641992142.504980103s,1641992142.505010156s,1641992142.475513776s,0.030175s,-0.029496s,0.000339s,0.029836,0.032686148
1641992142.475513776s,1641992142.505699801s,1641992142.505724292s,1641992142.476256516s,0.030186s,-0.029468s,0.000359s,0.029827,0.032685992
1641992142.476256516s,1641992142.506428877s,1641992142.506453635s,1641992142.476963769s,0.030172s,-0.029490s,0.000341s,0.029831,0.032685857
1641992142.476963769s,1641992142.507144533s,1641992142.507176787s,1641992142.477711636s,0.030181s,-0.029465s,0.000358s,0.029823,0.032685911
1641992142.477711636s,1641992142.507890427s,1641992142.507911740s,1641992142.478433692s,0.030179s,-0.029478s,0.000350s,0.029828,0.032685861
1641992142.478433692s,1641992142.508620024s,1641992142.508646778s,1641992142.480402774s,0.030186s,-0.028244s,0.000971s,0.029215,0.032686096
1641992142.480402774s,1641992142.510593070s,1641992142.510617769s,1641992142.481174177s,0.030190s,-0.029444s,0.000373s,0.029817,0.032686044
1641992142.481174177s,1641992142.511229344s,1641992142.511255459s,1641992142.481866575s,0.030055s,-0.029389s,0.000333s,0.029722,0.03268587
1641992142.481866575s,1641992142.512048154s,1641992142.512073805s,1641992142.482588073s,0.030182s,-0.029486s,0.000348s,0.029834,0.032685988
1641992142.482588073s,1641992142.512788288s,1641992142.512805964s,1641992142.483344105s,0.030200s,-0.029462s,0.000369s,0.029831,0.032685875
1641992142.483344105s,1641992142.513551603s,1641992142.513575444s,1641992142.484090762s,0.030208s,-0.029485s,0.000361s,0.029846,0.032685955
1641992142.484090762s,1641992142.514277764s,1641992142.514305762s,1641992142.484806589s,0.030187s,-0.029499s,0.000344s,0.029843,0.032686143
1641992142.484806589s,1641992142.514997875s,1641992142.515023157s,1641992142.485538196s,0.030191s,-0.029485s,0.000353s,0.029838,0.032685852
1641992142.485538196s,1641992142.515706922s,1641992142.515737299s,1641992142.486266126s,0.030169s,-0.029471s,0.000349s,0.02982,0.032686351
1641992142.486266126s,1641992142.516466409s,1641992142.516492124s,1641992142.487039318s,0.030200s,-0.029453s,0.000374s,0.029827,0.032685862
1641992142.487039318s,1641992142.517228758s,1641992142.517254628s,1641992142.487786305s,0.030190s,-0.029468s,0.000361s,0.029829,0.03268608
1641992142.487786305s,1641992142.517981065s,1641992142.518007208s,1641992142.489348325s,0.030195s,-0.028659s,0.000768s,0.029427,0.032686026
1641992142.489348325s,1641992142.519529166s,1641992142.519570479s,1641992142.491532598s,0.030181s,-0.028038s,0.001071s,0.029109,0.032685693
1641992142.491532598s,1641992142.521745416s,1641992142.521771481s,1641992142.492769292s,0.030213s,-0.029002s,0.000605s,0.029608,0.032685732
1641992142.492769292s,1641992142.522972203s,1641992142.522996275s,1641992142.493703516s,0.030203s,-0.029293s,0.000455s,0.029748,0.032685411
1641992142.493703516s,1641992142.523879786s,1641992142.523901480s,1641992142.494611266s,0.030176s,-0.029290s,0.000443s,0.029733,0.032685241
1641992142.494611266s,1641992142.524799604s,1641992142.524824317s,1641992142.495410975s,0.030188s,-0.029413s,0.000387s,0.029801,0.03268515
1641992142.495410975s,1641992142.525584277s,1641992142.525631431s,1641992142.496170371s,0.030173s,-0.029461s,0.000356s,0.029817,0.032685656
1641992142.496170371s,1641992142.526339741s,1641992142.526391957s,1641992142.496972703s,0.030169s,-0.029419s,0.000375s,0.029794,0.032685772
1641992142.496972703s,1641992142.527151872s,1641992142.527171825s,1641992142.497697644s,0.030179s,-0.029474s,0.000352s,0.029827,0.032685659
1641992142.497697644s,1641992142.527871159s,1641992142.527890731s,1641992142.498508637s,0.030174s,-0.029382s,0.000396s,0.029778,0.032685545
1641992142.498508637s,1641992142.528719264s,1641992142.528738922s,1641992142.499860991s,0.030210s,-0.028878s,0.000666s,0.029544,0.032685113
1641992142.499860991s,1641992142.530038318s,1641992142.530070626s,1641992142.501096167s,0.030177s,-0.028974s,0.000602s,0.029576,0.032685112
1641992142.501096167s,1641992142.531279425s,1641992142.531300724s,1641992142.502063433s,0.030183s,-0.029237s,0.000473s,0.02971,0.032684508
1641992142.502063433s,1641992142.532187101s,1641992142.532203580s,1641992142.503064317s,0.030123s,-0.029139s,0.000492s,0.029631,0.032684516
1641992142.503064317s,1641992142.533261846s,1641992142.533280448s,1641992142.503911347s,0.030197s,-0.029369s,0.000414s,0.029783,0.032684389
1641992142.503911347s,1641992142.534113186s,1641992142.534130887s,1641992142.504629951s,0.030202s,-0.029501s,0.000350s,0.029851,0.032682494
1641992142.504629951s,1641992142.534821216s,1641992142.534840090s,1641992142.505413690s,0.030191s,-0.029426s,0.000383s,0.029809,0.032679629
1641992142.505413690s,1641992142.535582482s,1641992142.535602324s,1641992142.506123201s,0.030169s,-0.029479s,0.000345s,0.029824,0.032679354
1641992142.506123201s,1641992142.536336795s,1641992142.536410156s,1641992142.506923038s,0.030214s,-0.029487s,0.000363s,0.02985,0.032678604
1641992142.506923038s,1641992142.537120640s,1641992142.537122530s,1641992142.507653514s,0.030198s,-0.029469s,0.000364s,0.029833,0.032678296
1641992142.507653514s,1641992142.537969512s,1641992142.537997388s,1641992142.508509037s,0.030316s,-0.029489s,0.000414s,0.029902,0.032677918
1641992142.508509037s,1641992142.538702401s,1641992142.538712187s,1641992142.512361662s,0.030194s,-0.026350s,0.001922s,0.028272,0.032677359
1641992142.512361662s,1641992142.542606607s,1641992142.542608786s,1641992142.513132421s,0.030245s,-0.029476s,0.000384s,0.029861,0.032676428
1641992142.513132421s,1641992142.543346459s,1641992142.543379026s,1641992142.513939835s,0.030214s,-0.029439s,0.000387s,0.029827,0.032676125
1641992142.513939835s,1641992142.544142224s,1641992142.544164045s,1641992142.514687857s,0.030202s,-0.029476s,0.000363s,0.029839,0.032675191
1641992142.514687857s,1641992142.544904126s,1641992142.544915462s,1641992142.515450565s,0.030216s,-0.029465s,0.000376s,0.029841,0.03267511
1641992142.515450565s,1641992142.545630812s,1641992142.545651585s,1641992142.516174388s,0.030180s,-0.029477s,0.000351s,0.029829,0.032674752
1641992142.516174388s,1641992142.546425365s,1641992142.546438411s,1641992142.516947496s,0.030251s,-0.029491s,0.000380s,0.029871,0.032674772
1641992142.516947496s,1641992142.547116421s,1641992142.547137326s,1641992142.517671004s,0.030169s,-0.029466s,0.000351s,0.029818,0.032674804
1641992142.517671004s,1641992142.547885110s,1641992142.547887490s,1641992142.520387442s,0.030214s,-0.027500s,0.001357s,0.028857,0.032674796
1641992142.520387442s,1641992142.550593637s,1641992142.550596532s,1641992142.521158182s,0.030206s,-0.029438s,0.000384s,0.029822,0.032674948
1641992142.521158182s,1641992142.551378395s,1641992142.551380858s,1641992142.521936361s,0.030220s,-0.029444s,0.000388s,0.029832,0.032672755
1641992142.521936361s,1641992142.552119798s,1641992142.552133225s,1641992142.522664534s,0.030183s,-0.029469s,0.000357s,0.029826,0.032672142
1641992142.522664534s,1641992142.552857377s,1641992142.552877865s,1641992142.523390719s,0.030193s,-0.029487s,0.000353s,0.02984,0.032675474
1641992142.523390719s,1641992142.553602619s,1641992142.553639760s,1641992142.524148121s,0.030212s,-0.029491s,0.000360s,0.029852,0.032675119
1641992142.524148121s,1641992142.554345625s,1641992142.554366640s,1641992142.524942293s,0.030197s,-0.029424s,0.000387s,0.029811,0.032674901
1641992142.524942293s,1641992142.555158924s,1641992142.555197090s,1641992142.525746562s,0.030216s,-0.029450s,0.000383s,0.029833,0.032681757
1641992142.525746562s,1641992142.555928456s,1641992142.555950826s,1641992142.526495827s,0.030182s,-0.029455s,0.000363s,0.029818,0.032680057
1641992142.526495827s,1641992142.556666130s,1641992142.556688365s,1641992142.527240502s,0.030170s,-0.029448s,0.000361s,0.029809,0.032682428
1641992142.527240502s,1641992142.557473997s,1641992142.557495046s,1641992142.528059447s,0.030233s,-0.029436s,0.000399s,0.029835,0.032681705
1641992142.528059447s,1641992142.558228953s,1641992142.558249922s,1641992142.528859189s,0.030169s,-0.029391s,0.000389s,0.02978,0.032679222
1641992142.528859189s,1641992142.559056802s,1641992142.559076342s,1641992142.531066019s,0.030198s,-0.028010s,0.001094s,0.029104,0.032676246
1641992142.531066019s,1641992142.561245619s,1641992142.561269098s,1641992142.531806988s,0.030180s,-0.029462s,0.000359s,0.029821,0.032676003
1641992142.531806988s,1641992142.561969931s,1641992142.561992779s,1641992142.532503226s,0.030163s,-0.029490s,0.000337s,0.029826,0.032675839
1641992142.532503226s,1641992142.562663432s,1641992142.562684032s,1641992142.533411288s,0.030160s,-0.029273s,0.000444s,0.029716,0.032679657
1641992142.533411288s,1641992142.563569279s,1641992142.563596988s,1641992142.534115801s,0.030158s,-0.029481s,0.000338s,0.02982,0.032681174
1641992142.534115801s,1641992142.564279287s,1641992142.564318687s,1641992142.534844631s,0.030164s,-0.029474s,0.000345s,0.029819,0.032679211
1641992142.534844631s,1641992142.565048778s,1641992142.565071089s,1641992142.535572895s,0.030204s,-0.029498s,0.000353s,0.029851,0.032679272
1641992142.535572895s,1641992142.565764341s,1641992142.565766514s,1641992142.536276072s,0.030191s,-0.029490s,0.000350s,0.029841,0.032678712
1641992142.536276072s,1641992142.566483465s,1641992142.566502833s,1641992142.536998486s,0.030207s,-0.029504s,0.000352s,0.029856,0.032686809
1641992142.536998486s,1641992142.567160902s,1641992142.567197662s,1641992142.537713338s,0.030162s,-0.029484s,0.000339s,0.029823,0.032689266
1641992142.537713338s,1641992142.567896320s,1641992142.567922383s,1641992142.538615546s,0.030183s,-0.029307s,0.000438s,0.029745,0.032695884
1641992142.538615546s,1641992142.568797823s,1641992142.568823528s,1641992142.539339021s,0.030182s,-0.029485s,0.000349s,0.029833,0.032695535
1641992142.539339021s,1641992142.569531173s,1641992142.569559848s,1641992142.540078386s,0.030192s,-0.029481s,0.000355s,0.029837,0.032694977
1641992142.540078386s,1641992142.570268206s,1641992142.570270100s,1641992142.540808236s,0.030190s,-0.029462s,0.000364s,0.029826,0.032694636
1641992142.540808236s,1641992142.570987130s,1641992142.571022580s,1641992142.541542002s,0.030179s,-0.029480s,0.000349s,0.02983,0.032694367
1641992142.541542002s,1641992142.571733064s,1641992142.571735024s,1641992142.542258656s,0.030191s,-0.029476s,0.000357s,0.029834,0.032694221
1641992142.542258656s,1641992142.572456568s,1641992142.572478056s,1641992142.543015611s,0.030198s,-0.029462s,0.000368s,0.02983,0.032693593
1641992142.543015611s,1641992142.573196596s,1641992142.573236324s,1641992142.543765419s,0.030181s,-0.029471s,0.000355s,0.029826,0.032692996
1641992142.543765419s,1641992142.573967378s,1641992142.573972058s,1641992142.545882471s,0.030202s,-0.028090s,0.001056s,0.029146,0.032698553
1641992142.545882471s,1641992142.576100188s,1641992142.576127966s,1641992142.546663399s,0.030218s,-0.029465s,0.000376s,0.029841,0.032698172
1641992142.546663399s,1641992142.576846643s,1641992142.576866769s,1641992142.547435294s,0.030183s,-0.029432s,0.000376s,0.029807,0.032697922
1641992142.547435294s,1641992142.577635258s,1641992142.577668841s,1641992142.548158818s,0.030200s,-0.029510s,0.000345s,0.029855,0.032697854
1641992142.548158818s,1641992142.578393443s,1641992142.578396592s,1641992142.548933212s,0.030235s,-0.029463s,0.000386s,0.029849,0.032697195
1641992142.548933212s,1641992142.579153165s,1641992142.579173711s,1641992142.549741244s,0.030220s,-0.029433s,0.000394s,0.029826,0.032696629
1641992142.549741244s,1641992142.579994561s,1641992142.580006902s,1641992142.550538352s,0.030253s,-0.029469s,0.000392s,0.029861,0.032696185
1641992142.550538352s,1641992142.580716251s,1641992142.580742269s,1641992142.551283573s,0.030178s,-0.029459s,0.000360s,0.029818,0.032697803
1641992142.551283573s,1641992142.581501219s,1641992142.581521434s,1641992142.552060347s,0.030218s,-0.029461s,0.000378s,0.029839,0.032697431
1641992142.552060347s,1641992142.582302639s,1641992142.582327884s,1641992142.552857619s,0.030242s,-0.029470s,0.000386s,0.029856,0.032696742
1641992142.552857619s,1641992142.583030432s,1641992142.583060985s,1641992142.553556474s,0.030173s,-0.029505s,0.000334s,0.029839,0.032700127
1641992142.553556474s,1641992142.583745114s,1641992142.583770675s,1641992142.554304811s,0.030189s,-0.029466s,0.000361s,0.029827,0.032699278
1641992142.554304811s,1641992142.584511640s,1641992142.584539165s,1641992142.555042237s,0.030207s,-0.029497s,0.000355s,0.029852,0.032699248
1641992142.555042237s,1641992142.585251359s,1641992142.585281874s,1641992142.560084611s,0.030209s,-0.025197s,0.002506s,0.027703,0.032698309
1641992142.560084611s,1641992142.590275857s,1641992142.590295257s,1641992142.560811614s,0.030191s,-0.029484s,0.000354s,0.029837,0.032697778
1641992142.560811614s,1641992142.590974666s,1641992142.591001048s,1641992142.561577029s,0.030163s,-0.029424s,0.000370s,0.029794,0.032697534
1641992142.561577029s,1641992142.591738467s,1641992142.591758676s,1641992142.562269431s,0.030161s,-0.029489s,0.000336s,0.029825,0.032696924
1641992142.562269431s,1641992142.592428621s,1641992142.592450022s,1641992142.562934770s,0.030159s,-0.029515s,0.000322s,0.029837,0.032696619
1641992142.562934770s,1641992142.593100531s,1641992142.593122204s,1641992142.563623457s,0.030166s,-0.029499s,0.000333s,0.029832,0.03269613
1641992142.563623457s,1641992142.593782289s,1641992142.593801970s,1641992142.564307835s,0.030159s,-0.029494s,0.000332s,0.029826,0.032695583
1641992142.564307835s,1641992142.594470441s,1641992142.594505094s,1641992142.565119809s,0.030163s,-0.029385s,0.000389s,0.029774,0.032695279
1641992142.565119809s,1641992142.595279108s,1641992142.595298107s,1641992142.565795406s,0.030159s,-0.029503s,0.000328s,0.029831,0.032687112
1641992142.565795406s,1641992142.595955336s,1641992142.595975165s,1641992142.566472983s,0.030160s,-0.029502s,0.000329s,0.029831,0.032687043
1641992142.566472983s,1641992142.596631238s,1641992142.596650826s,1641992142.567180229s,0.030158s,-0.029471s,0.000344s,0.029814,0.032686628
1641992142.567180229s,1641992142.597366419s,1641992142.597387449s,1641992142.567885892s,0.030186s,-0.029502s,0.000342s,0.029844,0.032686482
1641992142.567885892s,1641992142.598060993s,1641992142.598081376s,1641992142.568564485s,0.030175s,-0.029517s,0.000329s,0.029846,0.032686151
1641992142.568564485s,1641992142.598748678s,1641992142.598773808s,1641992142.569270638s,0.030184s,-0.029503s,0.000341s,0.029844,0.032686107
1641992142.569270638s,1641992142.599450885s,1641992142.599471183s,1641992142.569968848s,0.030180s,-0.029502s,0.000339s,0.029841,0.032685177
1641992142.569968848s,1641992142.600129877s,1641992142.600155577s,1641992142.570674634s,0.030161s,-0.029481s,0.000340s,0.029821,0.032684986
1641992142.570674634s,1641992142.600836802s,1641992142.600858111s,1641992142.571347662s,0.030162s,-0.029510s,0.000326s,0.029836,0.032684864
1641992142.571347662s,1641992142.601520707s,1641992142.601546845s,1641992142.572045840s,0.030173s,-0.029501s,0.000336s,0.029837,0.03268486
1641992142.572045840s,1641992142.602219959s,1641992142.602247969s,1641992142.572737547s,0.030174s,-0.029510s,0.000332s,0.029842,0.032684356
1641992142.572737547s,1641992142.602950017s,1641992142.602975453s,1641992142.573485011s,0.030213s,-0.029490s,0.000361s,0.029852,0.032681885
1641992142.573485011s,1641992142.603671239s,1641992142.603694811s,1641992142.574187259s,0.030186s,-0.029508s,0.000339s,0.029847,0.032681512
1641992142.574187259s,1641992142.604367495s,1641992142.604388049s,1641992142.574897513s,0.030180s,-0.029490s,0.000345s,0.029835,0.03268103
1641992142.574897513s,1641992142.605086308s,1641992142.605107921s,1641992142.575605645s,0.030189s,-0.029502s,0.000343s,0.029846,0.032683342
1641992142.575605645s,1641992142.605722063s,1641992142.605740419s,1641992142.576248502s,0.030116s,-0.029492s,0.000312s,0.029804,0.032682983
1641992142.576248502s,1641992142.606471273s,1641992142.606487298s,1641992142.576994951s,0.030223s,-0.029492s,0.000365s,0.029858,0.032682817
1641992142.576994951s,1641992142.607161618s,1641992142.607181093s,1641992142.577677226s,0.030167s,-0.029504s,0.000331s,0.029835,0.032682479
1641992142.577677226s,1641992142.607892003s,1641992142.607916881s,1641992142.578409330s,0.030215s,-0.029507s,0.000354s,0.029861,0.032681248
1641992142.578409330s,1641992142.608609011s,1641992142.608629379s,1641992142.579126864s,0.030200s,-0.029503s,0.000348s,0.029851,0.032679634
1641992142.579126864s,1641992142.609297117s,1641992142.609316437s,1641992142.587887970s,0.030170s,-0.021428s,0.004371s,0.025799,0.032679233
1641992142.587887970s,1641992142.618065630s,1641992142.618086789s,1641992142.588609513s,0.030178s,-0.029477s,0.000350s,0.029827,0.032678835
1641992142.588609513s,1641992142.618769716s,1641992142.618789965s,1641992142.589337753s,0.030160s,-0.029452s,0.000354s,0.029806,0.03267868
1641992142.589337753s,1641992142.619515931s,1641992142.619538180s,1641992142.590035402s,0.030178s,-0.029503s,0.000338s,0.02984,0.032679181
1641992142.590035402s,1641992142.620217328s,1641992142.620235101s,1641992142.592197939s,0.030182s,-0.028037s,0.001072s,0.02911,0.032678647
1641992142.592197939s,1641992142.622384148s,1641992142.622399317s,1641992142.592882028s,0.030186s,-0.029517s,0.000334s,0.029852,0.032678135
1641992142.592882028s,1641992142.623063914s,1641992142.623080584s,1641992142.593564838s,0.030182s,-0.029516s,0.000333s,0.029849,0.03267766
1641992142.593564838s,1641992142.623777030s,1641992142.623795203s,1641992142.594304273s,0.030212s,-0.029491s,0.000361s,0.029852,0.032677049
1641992142.594304273s,1641992142.624489964s,1641992142.624511918s,1641992142.595015321s,0.030186s,-0.029497s,0.000345s,0.029841,0.032676418
1641992142.595015321s,1641992142.625210190s,1641992142.625245284s,1641992142.595787508s,0.030195s,-0.029458s,0.000369s,0.029826,0.032676084
1641992142.595787508s,1641992142.625956197s,1641992142.625974549s,1641992142.596477707s,0.030169s,-0.029497s,0.000336s,0.029833,0.032675321
1641992142.596477707s,1641992142.626635350s,1641992142.626657580s,1641992142.597183316s,0.030158s,-0.029474s,0.000342s,0.029816,0.032675114
1641992142.597183316s,1641992142.627345904s,1641992142.627366789s,1641992142.597884380s,0.030163s,-0.029482s,0.000340s,0.029822,0.032675012
1641992142.597884380s,1641992142.628054020s,1641992142.628076161s,1641992142.598605638s,0.030169s,-0.029470s,0.000350s,0.02982,0.032675031
1641992142.598605638s,1641992142.628772456s,1641992142.628794370s,1641992142.599310480s,0.030167s,-0.029484s,0.000341s,0.029825,0.032674516
1641992142.599310480s,1641992142.629390654s,1641992142.629418446s,1641992142.599927871s,0.030080s,-0.029490s,0.000295s,0.029785,0.032674394
1641992142.599927871s,1641992142.630142831s,1641992142.630166807s,1641992142.600746779s,0.030215s,-0.029420s,0.000398s,0.029817,0.032674298
1641992142.600746779s,1641992142.630940103s,1641992142.630980428s,1641992142.601515734s,0.030193s,-0.029465s,0.000364s,0.029829,0.032673899
1641992142.601515734s,1641992142.631699702s,1641992142.631726684s,1641992142.602249781s,0.030184s,-0.029477s,0.000354s,0.02983,0.032673958
1641992142.602249781s,1641992142.632425676s,1641992142.632453901s,1641992142.602952211s,0.030176s,-0.029502s,0.000337s,0.029839,0.032673958
1641992142.602952211s,1641992142.633123415s,1641992142.633149322s,1641992142.603706701s,0.030171s,-0.029443s,0.000364s,0.029807,0.032673834
1641992142.603706701s,1641992142.633881464s,1641992142.633909391s,1641992142.604570805s,0.030175s,-0.029339s,0.000418s,0.029757,0.032673328
1641992142.604570805s,1641992142.634748421s,1641992142.634775883s,1641992142.605267083s,0.030178s,-0.029509s,0.000334s,0.029843,0.032673239
1641992142.605267083s,1641992142.635474556s,1641992142.635506899s,1641992142.606024623s,0.030207s,-0.029482s,0.000363s,0.029845,0.032673095
1641992142.606024623s,1641992142.636203439s,1641992142.636222131s,1641992142.606741164s,0.030179s,-0.029481s,0.000349s,0.02983,0.032672929
1641992142.606741164s,1641992142.636901436s,1641992142.636921196s,1641992142.607422516s,0.030160s,-0.029499s,0.000331s,0.029829,0.032672766
1641992142.607422516s,1641992142.637584339s,1641992142.637604016s,1641992142.608113552s,0.030162s,-0.029490s,0.000336s,0.029826,0.032672547
1641992142.608113552s,1641992142.638285623s,1641992142.638304850s,1641992142.608821534s,0.030172s,-0.029483s,0.000344s,0.029828,0.032672304
1641992142.608821534s,1641992142.639038476s,1641992142.639069040s,1641992142.609577947s,0.030217s,-0.029491s,0.000363s,0.029854,0.03267207
1641992142.609577947s,1641992142.639782642s,1641992142.639815042s,1641992142.610332759s,0.030205s,-0.029482s,0.000361s,0.029844,0.032672145
1641992142.610332759s,1641992142.640525798s,1641992142.640547313s,1641992142.611079198s,0.030193s,-0.029468s,0.000363s,0.029831,0.032672235
1641992142.611079198s,1641992142.641270082s,1641992142.641287207s,1641992142.611815972s,0.030191s,-0.029471s,0.000360s,0.029831,0.032672157
1641992142.611815972s,1641992142.642046786s,1641992142.642077458s,1641992142.612597791s,0.030231s,-0.029480s,0.000376s,0.029855,0.032671943
1641992142.612597791s,1641992142.642784194s,1641992142.642841311s,1641992142.613365444s,0.030186s,-0.029476s,0.000355s,0.029831,0.032671726
1641992142.613365444s,1641992142.643604462s,1641992142.643635465s,1641992142.614147082s,0.030239s,-0.029488s,0.000375s,0.029864,0.03267158
1641992142.614147082s,1641992142.644335040s,1641992142.644358852s,1641992142.619939152s,0.030188s,-0.024420s,0.002884s,0.027304,0.032670967
1641992142.619939152s,1641992142.650145254s,1641992142.650177467s,1641992142.620739529s,0.030206s,-0.029438s,0.000384s,0.029822,0.032670395
1641992142.620739529s,1641992142.650929445s,1641992142.650959351s,1641992142.621547281s,0.030190s,-0.029412s,0.000389s,0.029801,0.03266988
1641992142.621547281s,1641992142.651727549s,1641992142.651774031s,1641992142.622288431s,0.030180s,-0.029485s,0.000347s,0.029833,0.032669497
1641992142.622288431s,1641992142.652476074s,1641992142.652492313s,1641992142.622996540s,0.030188s,-0.029496s,0.000346s,0.029842,0.032672214
1641992142.622996540s,1641992142.653187914s,1641992142.653217315s,1641992142.623727090s,0.030191s,-0.029490s,0.000351s,0.029841,0.032671932
1641992142.623727090s,1641992142.653910137s,1641992142.653941287s,1641992142.624651517s,0.030183s,-0.029290s,0.000447s,0.029737,0.032671951
1641992142.624651517s,1641992142.654829007s,1641992142.654858269s,1641992142.625661591s,0.030178s,-0.029197s,0.000490s,0.029687,0.032671819
1641992142.625661591s,1641992142.655891961s,1641992142.655893894s,1641992142.626415478s,0.030230s,-0.029478s,0.000376s,0.029854,0.032671744
1641992142.626415478s,1641992142.656596664s,1641992142.656628445s,1641992142.627190157s,0.030181s,-0.029438s,0.000371s,0.02981,0.032671436
1641992142.627190157s,1641992142.657391975s,1641992142.657424232s,1641992142.630707602s,0.030202s,-0.026717s,0.001743s,0.028459,0.032671195
1641992142.630707602s,1641992142.660888036s,1641992142.660910315s,1641992142.631417265s,0.030180s,-0.029493s,0.000344s,0.029837,0.032670637
1641992142.631417265s,1641992142.661631895s,1641992142.661666415s,1641992142.632184038s,0.030215s,-0.029482s,0.000366s,0.029848,0.032670669
1641992142.632184038s,1641992142.662378219s,1641992142.662406619s,1641992142.632931283s,0.030194s,-0.029475s,0.000359s,0.029835,0.032670474
1641992142.632931283s,1641992142.663128981s,1641992142.663160339s,1641992142.633659562s,0.030198s,-0.029501s,0.000349s,0.029849,0.032670315
1641992142.633659562s,1641992142.663830137s,1641992142.663863782s,1641992142.634357192s,0.030170s,-0.029507s,0.000332s,0.029839,0.032669939
1641992142.634357192s,1641992142.664567869s,1641992142.664600015s,1641992142.635130257s,0.030211s,-0.029470s,0.000370s,0.02984,0.032669969
1641992142.635130257s,1641992142.665359035s,1641992142.665390070s,1641992142.635911118s,0.030229s,-0.029479s,0.000375s,0.029854,0.032669963
1641992142.635911118s,1641992142.666101256s,1641992142.666125518s,1641992142.636621394s,0.030190s,-0.029504s,0.000343s,0.029847,0.0326698
1641992142.636621394s,1641992142.666812225s,1641992142.666828254s,1641992142.637362212s,0.030191s,-0.029466s,0.000362s,0.029828,0.032669171
